Time,OnCollider,CollisionCount
0.35,0,0
0.46,0,0
0.56,0,0
0.67,0,0
0.77,0,0
0.88,0,0
0.98,0,0
1.09,0,0
1.19,0,0
1.29,0,0
1.40,0,0
1.50,0,0
1.60,0,0
1.70,0,0
1.80,0,0
1.91,0,0
2.01,0,0
2.11,0,0
2.22,0,0
2.32,0,0
2.43,0,0
2.53,0,0
2.63,0,0
2.74,0,0
2.84,0,0
2.94,0,0
3.05,0,0
3.15,0,0
3.26,0,0
3.36,0,0
3.47,0,0
3.57,0,0
3.67,0,0
3.77,0,0
3.87,0,0
3.98,0,0
4.08,0,0
4.18,0,0
4.28,0,0
4.39,0,0
4.49,0,0
4.59,0,0
4.70,0,0
4.80,0,0
4.90,0,0
5.01,0,0
5.11,0,0
5.22,0,0
5.32,0,0
5.43,0,0
5.54,0,0
5.64,0,0
5.75,0,0
5.85,0,0
5.96,0,0
6.06,0,0
6.16,0,0
6.27,0,0
6.38,0,0
6.48,0,0
6.58,0,0
6.69,0,0
6.79,0,0
6.90,0,0
7.00,0,0
7.10,0,0
7.20,0,0
7.30,0,0
7.41,0,0
7.51,0,0
7.61,0,0
7.72,0,0
7.82,0,0
7.92,0,0
8.02,0,0
8.12,0,0
8.23,0,0
8.33,0,0
8.43,0,0
8.53,0,0
8.64,0,0
8.74,0,0
8.84,0,0
8.94,0,0
9.05,0,0
9.15,0,0
9.25,0,0
9.35,0,0
9.46,0,0
9.56,0,0
9.66,0,0
9.77,0,0
9.87,0,0
9.97,0,0
10.08,0,0
10.18,0,0
10.29,0,0
10.40,0,0
10.50,0,0
10.62,0,0
10.72,0,0
10.83,0,0
10.94,0,0
11.04,0,0
11.14,0,0
11.24,0,0
11.35,0,0
11.45,0,0
11.55,0,0
11.65,0,0
11.75,0,0
11.86,0,0
11.96,0,0
12.07,0,0
12.17,0,0
12.28,0,0
12.38,0,0
12.49,0,0
12.60,0,0
12.70,0,0
12.80,0,0
12.91,0,0
13.01,0,0
13.12,0,0
13.23,0,0
13.33,0,0
13.44,0,0
13.55,0,0
13.65,0,0
13.76,0,0
13.87,0,0
13.97,0,0
14.07,0,0
14.17,0,0
14.28,0,0
14.38,0,0
14.48,0,0
14.58,0,0
14.68,0,0
14.79,0,0
14.90,0,0
15.00,0,0
15.11,0,0
15.22,0,0
15.32,0,0
15.43,0,0
15.53,0,0
15.64,0,0
15.74,0,0
15.86,0,0
15.96,0,0
16.06,0,0
16.17,0,0
16.27,0,0
16.37,0,0
16.47,0,0
16.57,0,0
16.68,0,0
16.78,0,0
16.88,0,0
16.98,0,0
17.09,0,0
17.20,0,0
17.30,0,0
17.41,0,0
17.51,0,0
17.61,0,0
17.72,0,0
17.82,0,0
17.92,0,0
18.02,0,0
18.13,0,0
18.23,0,0
18.33,0,0
18.44,0,0
18.55,0,0
18.65,0,0
18.75,0,0
18.85,0,0
18.96,0,0
19.06,0,0
19.16,0,0
19.27,0,0
19.37,0,0
19.47,0,0
19.58,0,0
19.68,0,0
19.79,0,0
19.89,0,0
19.99,0,0
20.10,0,0
20.20,0,0
20.30,0,0
20.40,0,0
20.51,0,0
20.61,0,0
20.71,0,0
20.82,0,0
20.92,0,0
21.02,0,0
21.13,0,0
21.23,0,0
21.33,0,0
21.43,0,0
21.54,0,0
21.65,0,0
21.75,0,0
21.86,0,0
21.96,0,0
22.07,0,0
22.17,0,0
22.28,0,0
22.38,0,0
22.48,0,0
22.59,0,0
22.69,0,0
22.80,0,0
22.91,0,0
23.01,0,0
23.11,0,0
23.22,0,0
23.32,0,0
23.43,0,0
23.53,0,0
23.64,0,0
23.75,0,0
23.86,0,0
23.96,0,0
24.07,0,0
24.18,0,0
24.28,0,0
24.39,0,0
24.49,0,0
24.59,0,0
24.70,0,0
24.81,0,0
24.92,0,0
25.02,0,0
25.13,0,0
25.24,0,0
25.34,0,0
25.44,0,0
25.55,0,0
25.65,0,0
25.75,0,0
25.85,0,0
25.95,0,0
26.06,0,0
26.16,0,0
26.27,0,0
26.38,0,0
26.48,0,0
26.59,0,0
26.69,0,0
26.80,0,0
26.90,0,0
27.00,0,0
27.10,0,0
27.21,0,0
27.31,0,0
27.42,0,0
27.52,0,0
27.62,0,0
27.73,0,0
27.83,0,0
27.93,0,0
28.04,0,0
28.14,0,0
28.24,0,0
28.35,0,0
28.45,0,0
28.55,0,0
28.66,0,0
28.76,0,0
28.86,0,0
28.96,0,0
29.07,0,0
29.17,0,0
29.27,0,0
29.38,0,0
29.49,0,0
29.59,0,0
29.69,0,0
29.80,0,0
29.90,0,0
30.00,0,0
30.10,0,0
30.21,0,0
30.31,0,0
30.41,0,0
30.52,0,0
30.62,0,0
30.73,0,0
30.85,0,0
30.95,0,0
31.05,0,0
31.17,0,0
31.27,0,0
31.38,0,0
31.48,0,0
31.59,0,0
31.70,0,0
31.80,0,0
31.91,0,0
32.01,0,0
32.12,0,0
32.23,0,0
32.33,0,0
32.44,0,0
32.55,0,0
32.66,0,0
32.76,0,0
32.87,0,0
32.98,0,0
33.08,0,0
33.19,0,0
33.29,0,0
33.40,0,0
33.51,0,0
33.62,0,0
33.72,0,0
33.83,0,0
33.95,0,0
34.05,0,0
34.16,0,0
34.26,0,0
34.37,0,0
34.48,0,0
34.59,0,0
34.69,0,0
34.80,0,0
34.90,0,0
35.01,0,0
35.12,0,0
35.22,0,0
35.33,0,0
35.44,0,0
35.54,0,0
35.65,0,0
35.75,0,0
35.86,0,0
35.98,0,0
36.09,0,0
36.19,0,0
36.30,0,0
36.40,0,0
36.51,0,0
36.62,0,0
36.72,0,0
36.83,0,0
36.94,0,0
37.06,0,0
37.17,0,0
37.27,0,0
37.38,0,0
37.48,0,0
37.59,0,0
37.70,0,0
37.80,0,0
37.90,0,0
38.00,0,0
38.11,0,0
38.22,0,0
38.32,0,0
38.43,0,0
38.53,0,0
38.64,0,0
38.74,0,0
38.84,0,0
38.95,0,0
39.05,0,0
39.15,0,0
39.26,0,0
39.37,0,0
39.48,0,0
39.58,0,0
39.69,0,0
39.80,0,0
39.90,0,0
40.01,0,0
40.12,0,0
40.23,0,0
40.34,0,0
40.45,0,0
40.56,0,0
40.67,0,0
40.78,0,0
40.89,0,0
40.99,0,0
41.09,0,0
41.20,0,0
41.31,0,0
41.42,0,0
41.53,0,0
41.64,0,0
41.76,0,0
41.86,0,0
41.97,0,0
42.08,0,0
42.18,0,0
42.29,0,0
42.40,0,0
42.50,0,0
42.61,0,0
42.72,0,0
42.82,0,0
42.93,0,0
43.04,0,0
43.15,0,0
43.26,0,0
43.36,0,0
43.48,0,0
43.58,0,0
43.69,0,0
43.80,0,0
43.90,0,0
44.01,0,0
44.11,0,0
44.21,0,0
44.32,0,0
44.43,0,0
44.54,0,0
44.65,0,0
44.75,0,0
44.86,0,0
44.97,0,0
45.09,0,0
45.19,0,0
45.29,0,0
45.40,0,0
45.51,0,0
45.62,0,0
45.73,0,0
45.84,0,0
45.95,0,0
46.06,0,0
46.16,0,0
46.26,0,0
46.37,0,0
46.48,0,0
46.59,0,0
46.70,0,0
46.81,0,0
46.91,0,0
47.01,0,0
47.12,0,0
47.23,0,0
47.34,0,0
47.44,0,0
47.55,0,0
47.66,0,0
47.77,0,0
47.88,0,0
47.99,0,0
48.10,0,0
48.21,0,0
48.31,0,0
48.42,0,0
48.52,0,0
48.63,0,0
48.74,0,0
48.84,0,0
48.95,0,0
49.05,0,0
49.15,0,0
49.26,0,0
49.36,0,0
49.47,0,0
49.57,0,0
49.68,0,0
49.79,0,0
49.90,0,0
50.00,0,0
50.12,0,0
50.24,0,0
50.35,0,0
50.45,0,0
50.56,0,0
50.67,0,0
50.78,0,0
50.88,0,0
50.99,0,0
51.09,0,0
51.20,0,0
51.31,0,0
51.42,0,0
51.53,0,0
51.64,0,0
51.74,0,0
51.84,0,0
51.95,0,0
52.05,0,0
52.15,0,0
52.26,0,0
52.36,0,0
52.46,0,0
52.56,0,0
52.67,0,0
52.77,0,0
52.88,0,0
52.98,0,0
53.09,0,0
53.19,0,0
53.30,0,0
53.41,0,0
53.51,0,0
53.61,0,0
53.71,0,0
53.82,0,0
53.92,0,0
54.02,0,0
54.13,0,0
54.23,0,0
54.33,0,0
54.43,0,0
54.54,0,0
54.64,0,0
54.75,0,0
54.85,0,0
54.95,0,0
55.06,0,0
55.16,0,0
55.26,0,0
55.37,0,0
55.48,0,0
55.59,0,0
55.69,0,0
55.80,0,0
55.90,0,0
56.01,0,0
56.13,0,0
56.23,0,0
56.33,0,0
56.45,0,0
56.55,0,0
56.65,0,0
56.76,0,0
56.86,0,0
56.97,0,0
57.07,0,0
57.17,0,0
57.28,0,0
57.38,0,0
57.48,0,0
57.59,0,0
57.69,0,0
57.79,0,0
57.89,0,0
57.99,0,0
58.10,0,0
58.20,0,0
58.30,0,0
58.41,0,0
58.51,0,0
58.61,0,0
58.71,0,0
58.82,0,0
58.92,0,0
59.02,0,0
59.13,0,0
59.23,0,0
59.33,0,0
