Time,X,Y,Z,SpeedMPH
4.98,0.3264,0.8676,25.2218,20.34
5.08,-0.0043,0.8681,26.0666,20.27
5.19,-0.3156,0.8690,26.9149,20.14
5.29,-0.5885,0.8676,27.7674,19.97
5.39,-0.8183,0.8680,28.6253,19.84
5.49,-0.9971,0.8664,29.4884,19.70
5.60,-1.1309,0.8679,30.3557,19.58
5.70,-1.2257,0.8684,31.3956,19.43
5.80,-1.2482,0.8705,32.2586,19.29
5.91,-1.2254,0.8699,33.1160,19.16
6.01,-1.1493,0.8689,33.9633,19.00
6.11,-1.0280,0.8676,34.8009,18.87
6.21,-0.8531,0.8671,35.6212,18.75
6.32,-0.6297,0.8697,36.4235,18.61
6.42,-0.3591,0.8688,37.2051,18.46
6.53,0.0197,0.8674,38.1163,18.41
6.63,0.3672,0.8670,38.8617,18.40
6.73,0.7301,0.8671,39.5989,18.41
6.83,1.0986,0.8668,40.3341,18.40
6.93,1.4729,0.8672,41.0665,18.39
7.03,1.8512,0.8677,41.7967,18.39
7.14,2.2321,0.8681,42.5252,18.38
7.24,2.6148,0.8683,43.2525,18.38
7.34,3.0747,0.8688,44.1248,18.38
7.44,3.4495,0.8689,44.8552,18.36
7.54,3.8015,0.8683,45.5941,18.29
7.65,4.1356,0.8693,46.3371,18.16
7.75,4.4222,0.8688,47.0916,18.05
7.85,4.6707,0.8691,47.8609,18.16
7.95,4.8795,0.8694,48.6537,18.50
8.05,5.0514,0.8683,49.4747,19.00
8.16,5.1836,0.8669,50.3262,19.50
8.26,5.2824,0.8698,51.3890,20.22
8.36,5.3164,0.8671,52.2983,20.64
8.47,5.2937,0.8722,53.2327,21.01
8.57,5.2235,0.8696,54.1789,21.62
8.68,5.1034,0.8668,55.1464,22.09
8.78,4.9387,0.8695,56.1487,22.99
8.88,4.7433,0.8677,57.1834,23.89
8.98,4.4751,0.8691,58.4601,24.59
9.09,4.2179,0.8697,59.5507,25.34
9.19,3.9504,0.8720,60.6695,25.91
9.29,3.6495,0.8702,61.8078,26.59
9.39,3.3049,0.8669,62.9574,27.15
9.50,2.9253,0.8684,64.1144,27.37
9.60,2.4861,0.8721,65.2676,27.75
9.70,1.8963,0.8679,66.6489,28.46
9.80,1.3403,0.8678,67.8031,28.77
9.90,0.7247,0.8691,68.9429,29.10
10.00,0.0546,0.8687,70.0715,29.57
10.11,-0.6691,0.8689,71.1960,30.22
10.21,-1.4385,0.8670,72.3203,30.62
10.31,-2.2432,0.8661,73.4430,30.95
10.42,-3.0436,0.8647,74.5719,30.92
10.52,-3.8125,0.8696,75.7166,30.76
10.62,-4.7042,0.8689,77.0950,30.54
10.72,-5.3858,0.8732,78.2693,30.30
10.82,-6.0203,0.8688,79.4591,30.15
10.93,-6.3038,0.9571,80.5052,22.87
11.03,-6.5096,1.0062,81.5061,22.85
11.13,-6.6852,0.9978,82.4888,22.85
11.23,-6.8607,0.9738,83.4830,22.86
11.33,-6.9802,0.9630,84.4712,21.76
11.44,-7.0157,0.9533,85.4287,20.64
11.54,-7.0124,0.9286,86.3283,20.10
11.64,-7.0061,0.8478,87.4007,20.42
11.74,-6.9573,0.8574,88.3113,20.30
11.84,-6.9200,0.8683,89.2222,20.44
11.94,-6.8710,0.8704,90.1453,20.77
12.04,-6.8027,0.8714,91.0832,21.17
12.15,-6.7021,0.8696,92.0306,21.58
12.25,-6.5597,0.8704,92.9935,22.00
12.35,-6.3685,0.8675,93.9666,22.42
12.46,-6.0736,0.8677,95.1596,23.29
12.57,-5.7933,0.8669,96.1717,23.60
12.67,-5.4954,0.8675,97.1865,23.67
12.77,-5.1869,0.8682,98.1980,23.66
12.88,-4.8705,0.8683,99.2067,23.66
12.98,-4.5474,0.8682,100.2131,23.65
13.08,-4.1526,0.8680,101.4183,23.64
13.19,-3.8192,0.8680,102.4209,23.63
13.29,-3.4809,0.8680,103.4222,23.66
13.39,-3.1210,0.8684,104.4225,23.82
13.50,-2.7400,0.8671,105.4223,24.10
13.60,-2.3141,0.8708,106.4219,24.46
13.70,-1.8430,0.8686,107.4160,24.70
13.80,-1.3120,0.8740,108.3928,24.96
13.90,-0.7437,0.8707,109.3494,24.87
14.00,0.0049,0.8698,110.4470,24.73
14.10,0.6772,0.8700,111.3179,24.58
14.21,1.3796,0.8639,112.1591,24.56
14.31,2.0983,0.8635,112.9874,24.52
14.41,2.8060,0.8663,113.8212,24.42
14.51,3.4869,0.8695,114.6696,24.25
14.61,4.1495,0.8671,115.5231,24.10
14.71,4.7652,0.8670,116.4005,23.94
14.81,5.3285,0.8744,117.3044,23.79
14.91,5.8527,0.8660,118.2225,23.60
15.01,6.1891,0.9149,119.0968,17.75
15.12,6.3573,0.9598,119.8787,17.72
15.22,6.5335,0.9208,120.8035,17.82
15.33,6.6650,0.8729,121.5768,17.76
15.43,6.7093,0.8650,122.3722,17.82
15.53,6.7022,0.8695,123.1659,17.74
15.63,6.6528,0.8668,123.9529,17.64
15.73,6.5550,0.8672,124.7317,17.52
15.84,6.4104,0.8668,125.4974,17.41
15.94,6.1841,0.8678,126.3979,17.29
16.04,5.9514,0.8685,127.1317,17.20
16.15,5.6752,0.8680,127.8455,17.10
16.25,5.3644,0.8668,128.5415,17.03
16.35,5.0239,0.8669,129.2210,17.04
16.45,4.6687,0.8670,129.8945,17.06
16.55,4.3106,0.8663,130.5670,17.05
16.66,3.9613,0.8668,131.2438,17.02
16.76,3.5666,0.8686,132.0648,16.92
16.86,3.2623,0.8679,132.7524,16.79
16.96,2.9883,0.8682,133.4503,16.77
17.07,2.7277,0.8650,134.1529,16.78
17.17,2.4680,0.8652,134.8565,16.78
17.27,2.2107,0.8667,135.5610,16.78
17.37,1.9556,0.8679,136.2661,16.77
17.47,1.6972,0.8685,136.9699,16.76
17.58,1.4227,0.8685,137.6660,16.72
17.68,1.1333,0.8672,138.3529,16.62
17.78,0.7442,0.8657,139.1481,16.44
17.88,0.3826,0.8672,139.7837,16.35
17.99,-0.0025,0.8668,140.4042,16.36
18.09,-0.4005,0.8663,141.0180,16.37
18.19,-0.7986,0.8670,141.6320,16.38
18.29,-1.1979,0.8688,142.2455,16.37
18.40,-1.5991,0.8687,142.8571,16.37
18.50,-2.0816,0.8684,143.5903,16.36
18.60,-2.4839,0.8681,144.2011,16.36
18.71,-2.8862,0.8685,144.8113,16.36
18.81,-3.2871,0.8689,145.4228,16.35
18.91,-3.6884,0.8683,146.0340,16.35
19.02,-4.0892,0.8680,146.6451,16.34
19.12,-4.5698,0.8680,147.3782,16.34
19.22,-4.9694,0.8680,147.9895,16.34
19.33,-5.3579,0.8681,148.6073,16.31
19.43,-5.7277,0.8688,149.2344,16.25
19.53,-6.0745,0.8697,149.8676,16.12
19.63,-6.3795,0.8681,150.5153,15.99
19.74,-6.6500,0.8687,151.1743,15.91
19.84,-6.8833,0.8688,151.8432,15.84
19.94,-7.1190,0.8670,152.6557,15.76
20.05,-7.2724,0.8684,153.3407,15.69
20.15,-7.3946,0.8679,154.0291,15.63
20.25,-7.4827,0.8684,154.7196,15.57
20.35,-7.5292,0.8677,155.4117,15.50
20.45,-7.5462,0.8680,156.1021,15.46
20.55,-7.5232,0.8672,156.7901,15.39
20.66,-7.4699,0.8669,157.4745,15.34
20.76,-7.3762,0.8672,158.1514,15.28
20.86,-7.2266,0.8668,158.9537,15.22
20.96,-7.0644,0.8689,159.6125,15.16
21.06,-6.8693,0.8677,160.2586,15.11
21.17,-6.6460,0.8675,160.8939,15.06
21.27,-6.3895,0.8671,161.5133,15.01
21.37,-6.1066,0.8686,162.1197,14.95
21.47,-5.7961,0.8672,162.7089,14.91
21.57,-5.4555,0.8671,163.2785,14.85
21.67,-5.0914,0.8685,163.8319,14.80
21.78,-4.7024,0.8679,164.3641,14.76
21.88,-4.2897,0.8664,164.8764,14.70
21.98,-3.7642,0.8655,165.4597,14.65
22.08,-3.3024,0.8682,165.9223,14.58
22.19,-2.8212,0.8671,166.3590,14.54
22.29,-2.3233,0.8664,166.7759,14.54
22.39,-1.8130,0.8671,167.1779,14.55
22.49,-1.3009,0.8678,167.5790,14.57
22.60,-0.7908,0.8683,167.9832,14.56
22.70,-0.1784,0.8684,168.4677,14.56
