Time,X,Y,Z,SpeedMPH
7.24,2.8468,0.8681,51.5252,27.12
7.34,3.2181,0.8681,52.6791,27.11
7.45,3.5661,0.8695,53.8390,27.06
7.55,3.8933,0.8693,55.0003,26.94
7.65,4.1725,0.8692,56.1647,26.72
7.75,4.4024,0.8717,57.3321,26.55
7.85,4.5769,0.8696,58.4982,26.32
7.96,4.6914,0.8753,59.6637,26.12
8.06,4.7650,0.8663,61.0530,25.86
8.16,4.7475,0.8718,62.2023,25.70
8.27,4.6900,0.8679,63.3462,25.61
8.37,4.5878,0.8685,64.4849,25.56
8.47,4.4539,0.8674,65.6186,25.52
8.57,4.2878,0.8669,66.7458,25.48
8.68,4.0964,0.8681,67.8676,25.45
8.78,3.8884,0.8667,68.9856,25.43
8.88,3.6216,0.8679,70.3232,25.42
8.98,3.3920,0.8683,71.4360,25.41
9.08,3.1571,0.8683,72.5473,25.41
9.19,2.9182,0.8682,73.6575,25.40
9.29,2.6763,0.8681,74.7669,25.40
9.39,2.4326,0.8681,75.8756,25.39
9.49,2.1878,0.8681,76.9838,25.38
9.60,1.9433,0.8691,78.0922,25.38
9.70,1.6972,0.8695,79.1995,25.37
9.80,1.4034,0.8684,80.5281,25.37
9.90,1.1600,0.8689,81.6348,25.37
10.01,0.9152,0.8689,82.7418,25.35
10.11,0.6717,0.8681,83.8490,25.35
10.21,0.4287,0.8678,84.9558,25.34
10.32,0.1861,0.8679,86.0623,25.34
10.42,-0.0563,0.8680,87.1686,25.33
10.52,-0.2986,0.8681,88.2747,25.33
10.62,-0.5893,0.8681,89.6016,25.32
10.72,-0.8314,0.8681,90.7072,25.31
10.83,-1.0736,0.8681,91.8124,25.31
10.93,-1.3157,0.8681,92.9174,25.30
11.03,-1.5583,0.8681,94.0221,25.30
11.13,-1.8150,0.8681,95.1228,25.27
11.24,-2.1502,0.8677,96.4335,25.16
11.35,-2.4652,0.8669,97.5079,25.00
11.45,-2.8192,0.8663,98.5649,24.93
11.55,-3.1996,0.8678,99.6114,24.92
11.65,-3.5822,0.8669,100.6569,24.89
11.75,-3.9486,0.8672,101.7050,24.81
11.86,-4.2892,0.8701,102.7577,24.66
11.96,-4.6049,0.8665,103.8082,24.49
12.06,-4.8620,0.8682,104.8654,24.30
12.16,-5.1049,0.8693,106.1382,24.09
12.26,-5.2450,0.8723,107.2008,23.97
12.37,-5.3463,0.8645,108.2644,23.91
12.47,-5.4070,0.8658,109.3310,23.90
12.57,-5.4389,0.8674,110.3973,23.86
12.67,-5.4524,0.8683,111.4630,23.84
12.77,-5.4428,0.8683,112.5275,23.80
12.88,-5.3962,0.8677,113.5875,23.70
12.98,-5.3010,0.8684,114.8534,23.67
13.08,-5.2082,0.8645,115.9069,23.66
13.18,-5.1030,0.8646,116.9589,23.65
13.29,-4.9772,0.8693,118.0076,23.61
13.39,-4.8211,0.8686,119.0483,23.49
13.49,-4.6198,0.8694,120.0740,23.31
13.59,-4.3728,0.8688,121.0807,23.16
13.70,-4.0869,0.8672,122.0730,23.11
13.80,-3.7722,0.8674,123.0567,23.11
13.90,-3.3712,0.8660,124.2285,23.09
14.01,-3.0211,0.8681,125.1991,23.08
14.11,-2.6623,0.8646,126.1661,23.07
14.21,-2.2930,0.8653,127.1286,23.06
14.32,-1.9186,0.8668,128.0889,23.06
14.42,-1.4618,0.8681,129.2379,23.05
14.52,-1.0605,0.8679,130.1859,23.01
14.63,-0.6392,0.8688,131.1212,22.91
14.73,-0.1803,0.8693,132.0305,22.72
14.83,0.3134,0.8694,132.9136,22.63
14.94,0.8364,0.8679,133.7782,22.61
15.04,1.4857,0.8648,134.8018,22.61
15.15,2.0387,0.8640,135.6468,22.60
15.25,2.5889,0.8657,136.4932,22.57
15.35,3.1209,0.8683,137.3478,22.50
15.45,3.6306,0.8704,138.2123,22.35
15.55,4.1053,0.8682,139.0843,22.16
15.65,4.5352,0.8672,139.9723,22.00
15.75,4.9088,0.8668,140.8761,21.83
15.85,5.2332,0.8705,141.7904,21.67
15.96,5.5024,0.8693,142.7141,21.50
16.06,5.7467,0.8723,143.8328,21.26
16.17,5.8936,0.8725,144.7666,21.11
16.27,5.9889,0.8685,145.7012,21.02
16.37,6.0441,0.8672,146.6385,21.00
16.47,6.0736,0.8673,147.5759,20.98
16.57,6.0862,0.8658,148.5131,20.97
16.68,6.0821,0.8671,149.4500,20.96
16.78,6.0633,0.8676,150.3861,20.93
16.88,6.0157,0.8677,151.3182,20.86
16.98,5.9079,0.8694,152.4263,20.69
17.08,5.7676,0.8714,153.3347,20.52
17.18,5.5849,0.8673,154.2286,20.35
17.28,5.3517,0.8665,155.1044,20.23
17.38,5.0770,0.8707,155.9612,20.10
17.49,4.7593,0.8691,156.7964,19.97
17.59,4.3908,0.8675,157.6027,19.80
17.69,3.9802,0.8685,158.3828,19.65
17.79,3.5246,0.8681,159.1276,19.51
17.89,3.0285,0.8686,159.8380,19.36
17.99,2.4912,0.8692,160.5096,19.19
18.09,1.9192,0.8696,161.1427,19.05
18.19,1.3122,0.8708,161.7320,18.89
18.29,0.6789,0.8674,162.2841,18.75
18.40,0.0129,0.8705,162.7850,18.62
18.50,-0.6752,0.8716,163.2442,18.48
18.60,-1.3842,0.8663,163.6587,18.35
18.70,-2.2610,0.8685,164.0939,18.21
18.80,-3.0091,0.8683,164.4041,18.09
18.91,-3.7693,0.8684,164.6687,17.97
19.01,-4.5390,0.8684,164.8862,17.87
19.11,-5.3149,0.8672,165.0584,17.77
19.22,-6.0961,0.8681,165.1836,17.66
19.32,-7.0341,0.8692,165.2743,17.54
19.43,-7.8142,0.8685,165.3027,17.44
19.53,-8.5906,0.8656,165.2903,17.37
19.63,-9.3647,0.8676,165.2406,17.36
19.73,-10.1380,0.8675,165.1754,17.38
