Time,X,Y,Z,SpeedMPH
0.35,0.0022,0.8588,-0.0074,0.35
0.46,0.0034,0.8693,-0.0089,0.18
0.56,0.0039,0.8734,-0.0081,0.08
0.66,0.0036,0.8725,-0.0004,0.26
0.76,0.0034,0.8707,0.0211,0.63
0.87,0.0052,0.8698,0.0676,1.20
0.97,0.0101,0.8696,0.1394,1.87
1.07,0.0211,0.8698,0.2394,2.51
1.18,0.0391,0.8697,0.3688,3.18
1.28,0.0696,0.8698,0.5619,3.98
1.38,0.1030,0.8699,0.7544,4.63
1.49,0.1456,0.8699,0.9756,5.30
1.59,0.1971,0.8700,1.2248,5.95
1.69,0.2604,0.8700,1.5020,6.62
1.80,0.3359,0.8702,1.8060,7.27
1.90,0.4457,0.8698,2.2059,8.06
2.01,0.5556,0.8697,2.5676,8.73
2.11,0.6830,0.8696,2.9537,9.37
2.21,0.8312,0.8692,3.3640,10.04
2.32,0.9703,0.8697,3.8085,10.61
2.42,1.1198,0.8703,4.3795,11.41
2.52,1.2208,0.8677,4.8894,11.92
2.63,1.2978,0.8678,5.4307,12.48
2.73,1.3526,0.8699,6.0032,13.03
2.83,1.3782,0.8691,6.6032,13.70
2.94,1.3786,0.8693,7.2338,14.35
3.04,1.3527,0.8678,7.8911,14.97
3.14,1.2958,0.8672,8.5760,15.65
3.24,1.1886,0.8680,9.4279,16.38
3.35,1.0544,0.8695,10.1623,16.93
3.45,0.8807,0.8686,10.9151,17.55
3.55,0.6909,0.8674,11.6993,18.27
3.66,0.4644,0.8719,12.6793,18.94
3.76,0.2763,0.8688,13.5256,19.70
3.86,0.0819,0.8719,14.4040,20.35
3.97,-0.1268,0.8691,15.3036,20.96
4.07,-0.3725,0.8710,16.2218,21.53
4.17,-0.6542,0.8680,17.1503,21.95
4.27,-0.9810,0.8691,18.0851,22.31
4.38,-1.3458,0.8682,19.0357,23.10
4.48,-1.7231,0.8695,20.0238,23.80
4.58,-2.1722,0.8707,21.2346,24.39
4.69,-2.5049,0.8758,22.2804,24.86
4.79,-2.8146,0.8700,23.3527,25.02
4.89,-3.0701,0.8701,24.4524,25.41
4.99,-3.2734,0.8693,25.5745,25.71
5.09,-3.4094,0.8742,26.7167,25.82
5.20,-3.4876,0.8756,27.8691,25.91
5.30,-3.5016,0.8749,29.0257,25.94
5.40,-3.4566,0.8713,30.1828,25.93
5.50,-3.3184,0.8715,31.5672,25.95
5.61,-3.1443,0.8710,32.7150,26.08
5.71,-2.9185,0.8689,33.8541,25.94
5.81,-2.6359,0.8690,34.9810,26.12
5.91,-2.3115,0.8676,36.1096,26.51
6.01,-1.9473,0.8672,37.2568,27.10
6.12,-1.5595,0.8683,38.4061,27.19
6.23,-1.0859,0.8662,39.7844,27.19
6.33,-0.6912,0.8666,40.9339,27.18
6.43,-0.2974,0.8673,42.0837,27.17
6.53,0.0946,0.8679,43.2336,27.17
6.63,0.4842,0.8683,44.3838,27.16
6.73,0.8711,0.8683,45.5345,27.15
6.84,1.2553,0.8682,46.6858,27.15
6.94,1.6371,0.8681,47.8375,27.14
7.04,2.0167,0.8681,48.9897,27.13
7.14,2.4702,0.8681,50.3726,27.13
