ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,LaneDeviation,SpeedMPH
9,Day,0,Practice,Unexpected,Red,Right,3.63,0.00,0.0000,0.8440,-0.0025,0.0000,0.09
9,Day,0,Practice,Unexpected,Red,Right,3.63,0.00,0.0000,0.8440,-0.0025,0.0000,0.09
9,Day,0,Practice,Unexpected,Red,Right,3.74,0.11,0.0000,0.8529,-0.0025,0.0000,0.23
9,Day,0,Practice,Unexpected,Red,Right,3.84,0.21,0.0000,0.8631,-0.0025,0.0000,0.18
9,Day,0,Practice,Unexpected,Red,Right,3.95,0.32,0.0000,0.8690,-0.0025,0.0000,0.07
9,Day,0,Practice,Unexpected,Red,Right,4.06,0.43,0.0000,0.8706,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,4.16,0.53,0.0000,0.8699,-0.0025,0.0000,0.03
9,Day,0,Practice,Unexpected,Red,Right,4.26,0.63,0.0000,0.8686,-0.0025,0.0000,0.03
9,Day,0,Practice,Unexpected,Red,Right,4.37,0.74,0.0000,0.8677,-0.0025,0.0000,0.01
9,Day,0,Practice,Unexpected,Red,Right,4.48,0.85,0.0000,0.8673,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,4.58,0.95,0.0000,0.8673,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,4.68,1.05,0.0000,0.8674,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,4.79,1.16,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,4.89,1.26,0.0000,0.8677,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,4.99,1.36,0.0000,0.8677,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,5.10,1.47,0.0000,0.8677,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,5.20,1.57,0.0000,0.8677,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,5.30,1.67,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,5.40,1.77,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,5.50,1.87,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,5.61,1.98,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,5.71,2.08,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,5.81,2.18,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,5.91,2.28,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.01,2.38,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.12,2.49,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.22,2.59,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.33,2.70,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.43,2.80,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.53,2.90,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.63,3.00,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.73,3.10,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.84,3.21,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,6.94,3.31,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.05,3.42,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.15,3.52,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.26,3.63,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.36,3.73,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.47,3.84,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.57,3.94,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.67,4.04,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.78,4.15,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.89,4.26,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,7.99,4.36,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,8.09,4.46,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,8.19,4.56,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,8.30,4.67,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,8.40,4.77,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,8.50,4.87,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,8.60,4.98,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,8.71,5.08,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,8.82,5.19,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Right,8.92,5.29,0.0000,0.8676,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Left,18.11,0.00,0.0000,0.8748,-0.0025,0.0000,3.82
9,Day,0,Practice,Unexpected,Red,Left,18.11,0.00,0.0000,0.8748,-0.0025,0.0000,3.82
9,Day,0,Practice,Unexpected,Red,Left,18.22,0.11,0.0000,0.8463,-0.0025,0.0000,0.16
9,Day,0,Practice,Unexpected,Red,Left,18.32,0.21,0.0000,0.8567,-0.0025,0.0000,0.22
9,Day,0,Practice,Unexpected,Red,Left,18.43,0.32,0.0000,0.8658,-0.0025,0.0000,0.14
9,Day,0,Practice,Unexpected,Red,Left,18.54,0.43,0.0000,0.8700,-0.0025,0.0000,0.04
9,Day,0,Practice,Unexpected,Red,Left,18.65,0.54,0.0000,0.8705,-0.0025,0.0000,0.01
9,Day,0,Practice,Unexpected,Red,Left,18.75,0.65,0.0000,0.8694,-0.0025,0.0000,0.03
9,Day,0,Practice,Unexpected,Red,Left,18.86,0.75,0.0000,0.8681,-0.0025,0.0000,0.02
9,Day,0,Practice,Unexpected,Red,Left,18.97,0.86,0.0000,0.8675,-0.0025,0.0000,0.01
9,Day,0,Practice,Unexpected,Red,Left,19.08,0.97,0.0000,0.8673,-0.0025,0.0000,0.00
9,Day,0,Practice,Unexpected,Red,Left,19.18,1.07,0.0000,0.8674,-0.0018,0.0000,0.01
9,Day,0,Practice,Unexpected,Red,Left,19.28,1.18,0.0000,0.8675,0.0061,0.0000,0.30
9,Day,0,Practice,Unexpected,Red,Left,19.39,1.28,0.0000,0.8676,0.0333,0.0000,0.85
9,Day,1,Practice,Expected,Red,Right,19.67,0.00,0.0000,0.9450,-0.0025,0.0000,4.02
9,Day,1,Practice,Expected,Red,Right,19.67,0.00,0.0000,0.9450,-0.0025,0.0000,4.02
9,Day,1,Practice,Expected,Red,Right,19.78,0.11,0.0000,0.8438,-0.0025,0.0000,0.09
9,Day,1,Practice,Expected,Red,Right,19.88,0.21,0.0000,0.8524,-0.0025,0.0000,0.23
9,Day,1,Practice,Expected,Red,Right,19.99,0.32,0.0000,0.8627,-0.0024,0.0000,0.18
9,Day,1,Practice,Expected,Red,Right,20.10,0.43,0.0000,0.8689,0.0010,0.0000,0.19
9,Day,1,Practice,Expected,Red,Right,20.20,0.53,0.0000,0.8706,0.0177,0.0000,0.61
9,Day,1,Practice,Expected,Red,Right,20.30,0.64,0.0000,0.8700,0.0584,0.0000,1.22
9,Day,2,Practice,Expected,Amber,Left,20.56,0.00,0.0000,0.9396,-0.0025,0.0000,4.02
9,Day,2,Practice,Expected,Amber,Left,20.56,0.00,0.0000,0.9396,-0.0025,0.0000,4.02
9,Day,2,Practice,Expected,Amber,Left,20.66,0.11,0.0000,0.8440,-0.0025,0.0000,0.09
9,Day,2,Practice,Expected,Amber,Left,20.77,0.21,0.0000,0.8529,-0.0025,0.0000,0.23
9,Day,2,Practice,Expected,Amber,Left,20.88,0.32,0.0000,0.8630,-0.0025,0.0000,0.18
9,Day,2,Practice,Expected,Amber,Left,20.98,0.43,0.0000,0.8690,-0.0025,0.0000,0.07
9,Day,2,Practice,Expected,Amber,Left,21.09,0.53,0.0000,0.8706,-0.0025,0.0000,0.00
9,Day,2,Practice,Expected,Amber,Left,21.20,0.64,0.0000,0.8699,-0.0025,0.0000,0.03
9,Day,2,Practice,Expected,Amber,Left,21.31,0.75,0.0000,0.8686,-0.0025,0.0000,0.02
9,Day,2,Practice,Expected,Amber,Left,21.42,0.86,0.0000,0.8676,-0.0025,0.0000,0.01
9,Day,2,Practice,Expected,Amber,Left,21.52,0.97,0.0000,0.8673,0.0007,0.0000,0.17
9,Day,2,Practice,Expected,Amber,Left,21.63,1.08,0.0002,0.8673,0.0167,0.0002,0.51
9,Day,2,Practice,Expected,Amber,Left,21.73,1.18,0.0020,0.8675,0.0542,0.0020,1.09
9,Day,2,Practice,Expected,Amber,Left,21.83,1.28,0.0078,0.8676,0.1204,0.0078,1.84
9,Day,2,Practice,Expected,Amber,Left,21.93,1.38,0.0141,0.8677,0.2127,0.0141,2.41
9,Day,2,Practice,Expected,Amber,Left,22.04,1.48,0.0177,0.8677,0.3381,0.0177,3.08
9,Day,2,Practice,Expected,Amber,Left,22.14,1.59,0.0193,0.8677,0.4967,0.0193,3.75
9,Day,2,Practice,Expected,Amber,Left,22.25,1.69,0.0210,0.8677,0.6929,0.0210,4.43
9,Day,2,Practice,Expected,Amber,Left,22.36,1.80,0.0230,0.8676,0.9251,0.0230,5.21
9,Day,3,Practice,Unexpected,Amber,Right,22.56,0.00,0.0000,0.9279,-0.0025,0.0000,4.02
9,Day,3,Practice,Unexpected,Amber,Right,22.56,0.00,0.0000,0.9279,-0.0025,0.0000,4.02
9,Day,3,Practice,Unexpected,Amber,Right,22.67,0.11,0.0000,0.8444,-0.0025,0.0000,0.13
9,Day,3,Practice,Unexpected,Amber,Right,22.78,0.22,0.0000,0.8540,-0.0025,0.0000,0.23
9,Day,3,Practice,Unexpected,Amber,Right,22.89,0.32,0.0000,0.8639,-0.0025,0.0000,0.16
9,Day,3,Practice,Unexpected,Amber,Right,22.99,0.43,0.0000,0.8692,-0.0025,0.0000,0.07
9,Day,3,Practice,Unexpected,Amber,Right,23.10,0.53,0.0000,0.8706,-0.0025,0.0000,0.00
9,Day,4,Main,Unexpected,Red,Left,23.37,0.00,0.0000,0.9469,-0.0025,0.0000,4.02
9,Day,4,Main,Unexpected,Red,Left,23.37,0.00,0.0000,0.9469,-0.0025,0.0000,4.02
9,Day,4,Main,Unexpected,Red,Left,23.47,0.10,0.0000,0.8437,-0.0025,0.0000,0.09
9,Day,4,Main,Unexpected,Red,Left,23.58,0.21,0.0000,0.8523,-0.0025,0.0000,0.23
9,Day,4,Main,Unexpected,Red,Left,23.69,0.32,0.0000,0.8625,-0.0025,0.0000,0.18
9,Day,4,Main,Unexpected,Red,Left,23.79,0.43,0.0000,0.8688,-0.0025,0.0000,0.08
9,Day,5,Main,Unexpected,Amber,Left,24.00,0.00,0.0000,0.9439,-0.0025,0.0000,4.02
9,Day,5,Main,Unexpected,Amber,Left,24.00,0.00,0.0000,0.9439,-0.0025,0.0000,4.02
9,Day,5,Main,Unexpected,Amber,Left,24.11,0.10,0.0000,0.8438,-0.0025,0.0000,0.09
9,Day,5,Main,Unexpected,Amber,Left,24.21,0.21,0.0000,0.8525,-0.0025,0.0000,0.23
9,Day,5,Main,Unexpected,Amber,Left,24.32,0.32,0.0000,0.8626,-0.0025,0.0000,0.18
9,Day,6,Main,Expected,Amber,Left,24.59,0.00,0.0000,0.9314,-0.0025,0.0000,4.02
9,Day,6,Main,Expected,Amber,Left,24.59,0.00,0.0000,0.9314,-0.0025,0.0000,4.02
9,Day,6,Main,Expected,Amber,Left,24.70,0.11,0.0000,0.8442,-0.0025,0.0000,0.13
9,Day,6,Main,Expected,Amber,Left,24.81,0.21,0.0000,0.8533,-0.0025,0.0000,0.23
9,Day,6,Main,Expected,Amber,Left,24.91,0.32,0.0000,0.8632,-0.0025,0.0000,0.18
