Time,X,Y,Z,SpeedMPH
0.35,0.0022,0.8588,-0.0074,0.35
0.46,0.0034,0.8693,-0.0089,0.18
0.56,0.0039,0.8735,-0.0076,0.08
0.66,0.0036,0.8723,-0.0056,0.10
0.76,0.0030,0.8700,0.0016,0.26
0.87,0.0022,0.8685,0.0224,0.58
0.97,0.0016,0.8687,0.0682,1.17
1.07,0.0022,0.8695,0.1395,1.85
1.19,0.0090,0.8699,0.2629,2.63
1.29,0.0222,0.8697,0.3969,3.28
1.39,0.0448,0.8696,0.5600,3.95
1.49,0.0743,0.8700,0.7514,4.59
1.59,0.1135,0.8700,0.9716,5.26
1.70,0.1618,0.8702,1.2197,5.92
1.80,0.2219,0.8699,1.4958,6.59
1.90,0.3096,0.8699,1.8629,7.38
2.00,0.3981,0.8699,2.1980,8.02
2.10,0.5035,0.8695,2.5592,8.69
2.21,0.6260,0.8696,2.9452,9.33
2.31,0.7696,0.8692,3.3552,9.99
2.41,0.9342,0.8691,3.7876,10.63
2.52,1.1246,0.8687,4.2415,11.28
2.62,1.3416,0.8686,4.7144,11.91
2.72,1.5800,0.8658,5.2115,12.60
2.82,1.8559,0.8714,5.8536,13.28
2.93,2.0703,0.8672,6.4182,13.84
3.03,2.2648,0.8693,7.0161,14.33
3.14,2.4343,0.8678,7.6481,14.88
3.24,2.5955,0.8682,8.4547,15.64
3.34,2.6980,0.8674,9.1625,16.25
3.44,2.7689,0.8687,9.9029,16.92
3.55,2.8069,0.8678,10.6715,17.43
3.65,2.8064,0.8688,11.4682,18.05
3.75,2.7652,0.8679,12.2886,18.60
3.85,2.6798,0.8674,13.1305,19.15
3.96,2.5463,0.8681,13.9918,19.74
4.06,2.3628,0.8684,14.8676,20.21
4.16,2.1255,0.8697,15.7538,20.70
4.26,1.7732,0.8691,16.8252,21.28
4.36,1.4252,0.8681,17.7286,21.94
4.47,1.0387,0.8674,18.6578,22.86
4.57,0.6382,0.8744,19.6261,23.54
4.67,0.2360,0.8699,20.6128,24.11
4.77,-0.1285,0.8685,21.6337,24.60
4.87,-0.4738,0.8659,22.6806,24.77
4.97,-0.7653,0.8745,23.7650,25.25
5.07,-1.0175,0.8703,24.8686,25.41
5.17,-1.2010,0.8741,25.9960,25.74
5.28,-1.3182,0.8843,27.1414,25.84
5.38,-1.3738,0.8919,28.2937,25.91
5.48,-1.4166,0.8726,29.6941,26.27
5.58,-1.3953,0.8593,30.8986,27.39
5.69,-1.3426,0.8764,32.1603,28.54
5.79,-1.2822,0.8680,33.4547,29.26
5.89,-1.2634,0.8736,34.7828,30.18
5.99,-1.2802,0.8755,36.1344,30.34
6.10,-1.3513,0.8717,37.4891,30.43
6.20,-1.5244,0.8695,39.1128,30.59
6.30,-1.7554,0.8807,40.4571,30.60
6.41,-2.0156,0.8702,41.8060,30.83
6.51,-2.3417,0.8694,43.1659,31.72
6.61,-2.7141,0.8674,44.5422,32.04
6.71,-3.1402,0.8706,45.9341,32.77
6.83,-3.7035,0.8652,47.6293,33.78
6.93,-4.1824,0.8748,49.0999,34.76
7.03,-4.6264,0.8822,50.5975,35.24
7.13,-5.0194,0.8906,52.1195,35.33
7.24,-5.3550,0.9025,53.6574,35.34
7.34,-5.6751,0.9181,55.5151,35.26
7.44,-5.8760,0.9297,57.0658,35.14
7.54,-6.0241,0.9372,58.6157,35.05
7.65,-6.0924,0.9522,60.1517,33.97
7.75,-6.0250,0.9985,61.6495,33.96
7.85,-5.9302,1.0255,63.1544,34.05
7.95,-5.8147,1.0343,64.6696,34.16
8.06,-5.6728,1.0292,66.1932,34.27
8.16,-5.5000,1.0123,67.7234,34.38
8.26,-5.2927,0.9837,69.2580,34.49
8.36,-4.9931,0.9336,71.1019,34.61
8.47,-4.6958,0.8778,72.6366,34.68
8.57,-4.2991,0.8567,74.1512,35.15
8.67,-3.7988,0.8773,75.6470,35.47
8.77,-3.2726,0.8733,77.1489,35.63
8.88,-2.7079,0.8617,78.6549,36.21
8.98,-2.0990,0.8718,80.1871,37.02
9.08,-1.3840,0.8814,82.0799,38.08
9.19,-0.8347,0.8886,83.7058,38.87
9.29,-0.2934,0.8826,85.3784,39.70
9.39,0.2295,0.8636,87.1096,40.96
9.49,0.6883,0.8785,88.9169,42.10
9.59,1.1119,0.8873,90.7754,43.04
9.69,1.4952,0.8876,92.6809,43.82
9.79,1.8268,0.8819,94.6222,44.37
9.89,2.1137,0.8689,96.5901,44.68
9.99,2.3377,0.8668,98.5808,44.96
10.10,2.5123,0.8648,100.5921,45.23
10.20,2.6366,0.8663,102.6297,45.83
10.30,2.7321,0.8669,105.1096,46.42
10.40,2.8250,0.8645,107.2226,47.47
10.51,2.9360,0.8824,109.3573,48.17
10.61,3.0747,0.8775,111.5160,48.68
10.71,3.2404,0.8622,113.6922,49.13
10.81,3.4279,0.8628,115.8867,49.28
10.91,3.5943,0.8670,118.0822,49.15
11.01,3.7228,0.8745,120.2708,48.95
11.12,3.8204,0.8760,122.4490,48.73
11.22,3.8820,0.8630,125.0543,48.55
11.33,3.8658,0.8719,127.2191,48.44
11.43,3.8292,0.8636,129.3813,48.28
11.53,3.7554,0.8654,131.5329,48.11
11.63,3.6751,0.8625,133.6756,47.87
11.73,3.6184,0.8639,135.8090,47.71
11.84,3.5181,0.8655,137.9389,47.65
11.94,3.4134,0.8670,140.0666,47.56
12.04,3.2875,0.8669,142.1861,47.40
12.14,3.1060,0.8690,144.7186,47.31
12.24,2.9363,0.8670,146.8255,47.30
12.35,2.7504,0.8672,148.9305,47.29
