ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,SpeedMPH
,Night,0,Practice,Expected,Amber,Right,1.47,0.00,0.0000,1.0608,-0.0025,1.76
,Night,0,Practice,Expected,Amber,Right,1.57,0.10,0.0000,0.9234,-0.0025,3.95
,Night,0,Practice,Expected,Amber,Right,1.68,0.21,0.0005,0.8465,-0.0037,0.46
,Night,0,Practice,Expected,Amber,Right,1.79,0.31,0.0028,0.8638,-0.0084,0.28
,Night,0,Practice,Expected,Amber,Right,1.89,0.42,0.0037,0.8716,-0.0091,0.12
,Night,0,Practice,Expected,Amber,Right,1.99,0.52,0.0039,0.8735,-0.0056,0.20
,Night,0,Practice,Expected,Amber,Right,2.09,0.62,0.0035,0.8725,0.0135,0.56
,Night,0,Practice,Expected,Amber,Right,2.20,0.72,0.0033,0.8704,0.0576,1.16
,Night,0,Practice,Expected,Amber,Right,2.30,0.83,0.0035,0.8700,0.1451,1.95
,Night,0,Practice,Expected,Amber,Right,2.40,0.93,0.0095,0.8698,0.2502,2.62
,Night,0,Practice,Expected,Amber,Right,2.50,1.03,0.0227,0.8698,0.3836,3.26
,Night,0,Practice,Expected,Amber,Right,2.60,1.13,0.0449,0.8697,0.5459,3.92
,Night,0,Practice,Expected,Amber,Right,2.71,1.24,0.0743,0.8698,0.7366,4.58
,Night,0,Practice,Expected,Amber,Right,2.82,1.34,0.1105,0.8701,0.9570,5.26
,Night,0,Practice,Expected,Amber,Right,2.92,1.45,0.1537,0.8699,1.2619,6.08
,Night,0,Practice,Expected,Amber,Right,3.02,1.55,0.1863,0.8700,1.5491,6.74
,Night,0,Practice,Expected,Amber,Right,3.12,1.65,0.2147,0.8703,1.8675,7.41
,Night,0,Practice,Expected,Amber,Right,3.23,1.76,0.2432,0.8697,2.2154,8.08
,Night,0,Practice,Expected,Amber,Right,3.33,1.86,0.2717,0.8700,2.5935,8.75
,Night,0,Practice,Expected,Amber,Right,3.44,1.96,0.3026,0.8698,3.0016,9.41
,Night,0,Practice,Expected,Amber,Right,3.54,2.07,0.3419,0.8702,3.5301,10.23
,Night,0,Practice,Expected,Amber,Right,3.64,2.17,0.3772,0.8704,4.0039,10.89
,Night,0,Practice,Expected,Amber,Right,3.75,2.28,0.4147,0.8715,4.5081,11.56
,Night,0,Practice,Expected,Amber,Right,3.85,2.38,0.4542,0.8707,5.0408,12.25
,Night,0,Practice,Expected,Amber,Right,3.96,2.48,0.4960,0.8697,5.6038,12.90
,Night,0,Practice,Expected,Amber,Right,4.06,2.59,0.5446,0.8702,6.1974,13.59
,Night,0,Practice,Expected,Amber,Right,4.16,2.69,0.6095,0.8716,6.8162,14.19
,Night,0,Practice,Expected,Amber,Right,4.26,2.79,0.6972,0.8699,7.5997,15.02
,Night,0,Practice,Expected,Amber,Right,4.36,2.89,0.7744,0.8716,8.2843,15.65
,Night,0,Practice,Expected,Amber,Right,4.46,2.99,0.8513,0.8702,8.9980,16.39
,Night,0,Practice,Expected,Amber,Right,4.57,3.09,0.9315,0.8707,9.7436,17.02
,Night,0,Practice,Expected,Amber,Right,4.67,3.20,1.0143,0.8696,10.5182,17.70
,Night,0,Practice,Expected,Amber,Right,4.77,3.30,1.1001,0.8714,11.3211,18.29
,Night,0,Practice,Expected,Amber,Right,4.87,3.40,1.1785,0.8715,12.1543,18.97
,Night,0,Practice,Expected,Amber,Right,4.97,3.50,1.2350,0.8693,13.0137,19.57
,Night,0,Practice,Expected,Amber,Right,5.08,3.61,1.2565,0.8684,13.8984,20.10
,Night,0,Practice,Expected,Amber,Right,5.18,3.71,1.2562,0.8689,14.8136,20.75
,Night,0,Practice,Expected,Amber,Right,5.28,3.81,1.2295,0.8689,15.9532,21.55
,Night,0,Practice,Expected,Amber,Right,5.38,3.91,1.1977,0.8693,16.9387,22.25
,Night,0,Practice,Expected,Amber,Right,5.48,4.01,1.1670,0.8728,17.9533,22.85
,Night,0,Practice,Expected,Amber,Right,5.59,4.12,1.1540,0.8679,18.9875,23.52
,Night,0,Practice,Expected,Amber,Right,5.69,4.22,1.1528,0.8701,20.0550,24.16
,Night,0,Practice,Expected,Amber,Right,5.79,4.32,1.1415,0.8703,21.1571,24.80
,Night,0,Practice,Expected,Amber,Right,5.89,4.42,1.1236,0.8718,22.2809,25.45
,Night,0,Practice,Expected,Amber,Right,6.00,4.52,1.1062,0.8690,23.4344,26.12
,Night,0,Practice,Expected,Amber,Right,6.10,4.63,1.1038,0.8709,24.6164,26.72
,Night,0,Practice,Expected,Amber,Right,6.20,4.73,1.1046,0.8693,25.8252,27.24
,Night,0,Practice,Expected,Amber,Right,6.30,4.83,1.0842,0.8721,27.2958,27.54
,Night,0,Practice,Expected,Amber,Right,6.41,4.94,1.0400,0.8679,28.5203,27.50
,Night,0,Practice,Expected,Amber,Right,6.51,5.04,0.9605,0.8660,29.7407,27.30
,Night,0,Practice,Expected,Amber,Right,6.62,5.14,0.8232,0.8735,30.9462,27.09
,Night,0,Practice,Expected,Amber,Right,6.72,5.25,0.5988,0.8703,32.3727,26.82
,Night,0,Practice,Expected,Amber,Right,6.82,5.35,0.3468,0.8723,33.5372,26.60
,Night,0,Practice,Expected,Amber,Right,6.92,5.45,0.0471,0.8678,34.6806,26.35
,Night,0,Practice,Expected,Amber,Right,7.03,5.55,-0.3173,0.8712,35.7963,26.26
,Night,0,Practice,Expected,Amber,Right,7.13,5.66,-0.7129,0.8646,36.9112,26.68
,Night,0,Practice,Expected,Amber,Right,7.23,5.76,-1.1336,0.8690,38.0438,27.16
,Night,0,Practice,Expected,Amber,Right,7.34,5.86,-1.5493,0.8693,39.2059,27.70
,Night,0,Practice,Expected,Amber,Right,7.44,5.97,-1.9465,0.8719,40.3859,28.10
,Night,0,Practice,Expected,Amber,Right,7.54,6.07,-2.0249,0.9144,41.2190,16.64
,Night,0,Practice,Expected,Amber,Right,7.64,6.17,-2.1084,0.9203,42.1092,16.81
,Night,0,Practice,Expected,Amber,Right,7.75,6.27,-2.1739,0.8751,42.8414,17.17
,Night,0,Practice,Expected,Amber,Right,7.85,6.38,-2.2492,0.8468,43.6332,17.82
,Night,0,Practice,Expected,Amber,Right,7.95,6.48,-2.3309,0.8554,44.4253,17.79
,Night,0,Practice,Expected,Amber,Right,8.06,6.58,-2.3847,0.8713,45.2170,17.72
,Night,0,Practice,Expected,Amber,Right,8.16,6.68,-2.4158,0.8663,46.0042,17.63
,Night,0,Practice,Expected,Amber,Right,8.26,6.79,-2.4000,0.8679,46.7897,17.54
,Night,0,Practice,Expected,Amber,Right,8.36,6.89,-2.3207,0.8693,47.7219,17.43
,Night,0,Practice,Expected,Amber,Right,8.47,7.00,-2.2074,0.8676,48.4886,17.32
,Night,0,Practice,Expected,Amber,Right,8.57,7.10,-2.0518,0.8670,49.2438,17.22
,Night,0,Practice,Expected,Amber,Right,8.67,7.20,-1.8527,0.8688,49.9834,17.13
,Night,0,Practice,Expected,Amber,Right,8.77,7.30,-1.6170,0.8676,50.7090,17.06
