Time,X,Y,Z
0.35,0.0022,0.8588,-0.0074
0.45,0.0034,0.8693,-0.0089
0.56,0.0039,0.8733,-0.0079
0.66,0.0037,0.8727,-0.0059
0.76,0.0029,0.8699,-0.0034
0.87,0.0022,0.8677,-0.0019
0.97,0.0015,0.8666,-0.0013
1.07,0.0009,0.8663,-0.0012
1.17,0.0006,0.8666,-0.0015
1.28,0.0005,0.8670,-0.0020
1.38,0.0005,0.8674,-0.0024
1.48,0.0007,0.8676,-0.0026
1.59,0.0009,0.8676,-0.0027
1.69,0.0011,0.8676,-0.0026
1.79,0.0012,0.8675,-0.0026
1.90,0.0013,0.8674,-0.0025
2.00,0.0013,0.8674,-0.0024
2.10,0.0013,0.8674,-0.0024
2.21,0.0013,0.8674,-0.0024
2.31,0.0012,0.8674,-0.0024
2.41,0.0012,0.8674,-0.0024
2.51,0.0011,0.8674,-0.0024
2.62,0.0011,0.8675,-0.0009
2.72,0.0011,0.8680,0.0149
2.83,0.0011,0.8690,0.0486
2.93,0.0011,0.8696,0.1087
3.04,0.0014,0.8700,0.1963
3.14,0.0014,0.8700,0.3145
3.24,0.0014,0.8699,0.4954
3.35,0.0026,0.8701,0.6796
3.45,0.0097,0.8699,0.8928
3.55,0.0284,0.8696,1.1344
3.66,0.0605,0.8695,1.4021
3.76,0.1034,0.8695,1.6997
3.86,0.1584,0.8700,2.0975
3.97,0.2061,0.8702,2.4609
4.07,0.2465,0.8701,2.8554
4.18,0.2855,0.8698,3.2802
4.28,0.3251,0.8703,3.7343
4.38,0.3752,0.8703,4.3193
4.48,0.4189,0.8694,4.8391
4.59,0.4649,0.8707,5.3845
4.69,0.5120,0.8719,5.9452
4.79,0.5595,0.8714,6.5112
4.90,0.6065,0.8699,7.0772
5.00,0.6445,0.8684,7.6445
5.10,0.6928,0.8674,8.3261
5.21,0.7330,0.8674,8.8946
5.31,0.7725,0.8677,9.4632
5.41,0.8118,0.8680,10.0317
5.52,0.8510,0.8682,10.5999
5.62,0.8904,0.8682,11.1679
5.76,0.9540,0.8682,12.0764
6.03,1.0585,0.8681,13.5519
6.13,1.0989,0.8681,14.1192
6.24,1.1394,0.8681,14.6863
6.35,1.1880,0.8681,15.3667
6.45,1.2284,0.8681,15.9335
6.55,1.2688,0.8681,16.5003
6.67,1.3172,0.8681,17.1802
6.77,1.3575,0.8681,17.7466
6.87,1.3984,0.8687,18.3132
6.98,1.4455,0.8700,18.9929
7.08,1.4856,0.8688,19.5586
7.19,1.5259,0.8681,20.1243
7.29,1.5662,0.8678,20.6901
7.39,1.6065,0.8678,21.2557
7.50,1.6469,0.8680,21.8213
7.60,1.6946,0.8699,22.4992
7.72,1.7328,0.8687,23.0651
7.82,1.7607,0.8680,23.7436
7.93,1.7697,0.8677,24.3073
8.03,1.7850,0.8655,24.8715
8.14,1.8123,0.8661,25.4333
8.24,1.8681,0.8683,26.1027
8.34,1.9349,0.8685,26.6515
8.45,2.0358,0.8673,27.1988
8.55,2.1496,0.8676,27.7578
8.65,2.2710,0.8702,28.3395
8.75,2.4165,0.8695,28.9421
8.86,2.5946,0.8694,29.5612
8.96,2.8012,0.8671,30.2010
9.06,3.0706,0.8707,31.0099
9.16,3.2938,0.8743,31.7187
9.27,3.5035,0.8735,32.4516
9.37,3.6915,0.8738,33.2128
9.47,3.8587,0.8676,34.0033
9.57,4.0118,0.8668,34.8177
9.67,4.1619,0.8669,35.6417
9.78,4.3092,0.8694,36.4652
9.88,4.4555,0.8696,37.2897
9.98,4.6276,0.8684,38.2799
10.08,4.7699,0.8679,39.1051
10.19,4.9019,0.8678,39.9315
10.29,5.0112,0.8679,40.7592
10.39,5.1018,0.8686,41.5852
10.49,5.1556,0.8673,42.4101
10.59,5.1920,0.8650,43.2358
10.69,5.2244,0.8639,44.0617
10.80,5.2534,0.8654,44.8877
10.90,5.2790,0.8672,45.7139
11.00,5.3073,0.8684,46.7052
11.10,5.3421,0.8686,47.5302
11.21,5.3916,0.8684,48.3527
11.31,5.4386,0.8680,49.1752
11.41,5.4810,0.8678,49.9978
11.51,5.5163,0.8679,50.8198
11.61,5.5588,0.8680,51.6412
11.72,5.6005,0.8681,52.4625
11.82,5.6406,0.8682,53.2836
11.92,5.6874,0.8681,54.2688
12.02,5.7253,0.8681,55.0893
12.12,5.7586,0.8679,55.9039
12.23,5.7812,0.8673,56.7078
12.33,5.8083,0.8668,57.5097
12.43,5.8330,0.8670,58.3124
12.53,5.8556,0.8675,59.1118
12.63,5.8712,0.8676,59.8984
12.73,5.8889,0.8667,60.6634
12.83,5.9054,0.8635,61.4032
12.93,5.9181,0.8632,62.1142
13.04,5.9311,0.8634,62.7943
13.14,5.9436,0.8630,63.4439
13.24,5.9580,0.8635,64.1825
13.34,5.9694,0.8631,64.7645
13.45,5.9744,0.8642,65.3154
13.55,5.9721,0.8645,65.8348
13.66,5.9717,0.8631,66.4186
13.77,5.9725,0.8634,66.8716
13.87,5.9737,0.8637,67.2939
13.97,5.9749,0.8636,67.6858
14.08,5.9760,0.8637,68.0468
14.18,5.9770,0.8638,68.3773
14.28,5.9780,0.8638,68.7335
14.38,5.9787,0.8639,68.9965
14.48,5.9793,0.8639,69.2290
14.59,5.9799,0.8639,69.4309
14.69,5.9803,0.8640,69.6021
14.79,5.9807,0.8640,69.7428
14.89,5.9810,0.8641,69.8528
14.99,5.9812,0.8641,69.9322
15.09,5.9813,0.8641,69.9858
15.20,5.9814,0.8639,70.0224
15.30,5.9815,0.8645,70.0526
15.40,5.9816,0.8657,70.0845
15.50,5.9817,0.8673,70.1210
15.61,5.9818,0.8678,70.1448
15.71,5.9819,0.8679,70.1695
15.81,5.9820,0.8677,70.1941
15.91,5.9821,0.8675,70.2186
16.01,5.9822,0.8674,70.2425
16.11,5.9823,0.8672,70.2623
16.22,5.9824,0.8669,70.2777
16.32,5.9824,0.8667,70.2914
16.42,5.9825,0.8669,70.3085
16.52,5.9825,0.8672,70.3226
16.62,5.9826,0.8674,70.3365
16.73,5.9826,0.8675,70.3502
16.83,5.9827,0.8675,70.3638
16.93,5.9827,0.8675,70.3773
17.03,5.9828,0.8674,70.3909
17.14,5.9828,0.8675,70.4067
17.24,5.9829,0.8677,70.4297
17.34,5.9831,0.8687,70.4735
17.44,5.9834,0.8697,70.5587
17.54,5.9841,0.8701,70.6600
17.65,5.9847,0.8699,70.7899
17.75,5.9855,0.8701,70.9403
17.86,5.9861,0.8699,71.1008
17.96,5.9858,0.8691,71.2630
18.06,5.9828,0.8679,71.4579
18.16,5.9821,0.8672,71.6214
18.27,5.9814,0.8668,71.7858
18.37,5.9809,0.8669,71.9506
18.47,5.9805,0.8671,72.1154
18.57,5.9803,0.8673,72.2801
18.67,5.9802,0.8674,72.4447
18.77,5.9803,0.8675,72.6091
18.87,5.9805,0.8675,72.7736
18.97,5.9807,0.8674,72.9379
19.08,5.9809,0.8674,73.1023
19.18,5.9810,0.8674,73.2666
19.28,5.9812,0.8674,73.4637
19.39,5.9812,0.8674,73.6280
19.49,5.9813,0.8674,73.7922
19.59,5.9813,0.8674,73.9563
19.69,5.9813,0.8674,74.1205
19.79,5.9813,0.8674,74.2846
19.90,5.9814,0.8674,74.4486
20.00,5.9814,0.8674,74.6126
20.10,5.9814,0.8674,74.8094
20.20,5.9814,0.8674,74.9733
20.30,5.9815,0.8674,75.1372
20.41,5.9815,0.8674,75.3011
20.51,5.9816,0.8674,75.4649
20.61,5.9816,0.8674,75.6287
20.73,5.9817,0.8674,75.8252
20.83,5.9817,0.8674,75.9889
20.93,5.9818,0.8674,76.1526
21.04,5.9818,0.8674,76.3162
21.14,5.9818,0.8674,76.4798
21.24,5.9819,0.8674,76.6434
21.34,5.9819,0.8675,76.8432
21.44,5.9820,0.8680,77.0229
21.55,5.9820,0.8691,77.2239
21.65,5.9821,0.8697,77.4497
21.75,5.9822,0.8700,77.7044
21.85,5.9825,0.8703,77.9886
21.96,5.9828,0.8699,78.3034
22.06,5.9828,0.8702,78.6475
22.16,5.9829,0.8702,79.1003
22.27,5.9831,0.8702,79.5107
22.37,5.9833,0.8705,79.9483
22.47,5.9835,0.8696,80.4048
22.57,5.9836,0.8692,80.8702
22.68,5.9838,0.8686,81.3365
22.78,5.9839,0.8677,81.8965
22.88,5.9840,0.8671,82.3644
22.98,5.9841,0.8669,82.8329
23.08,5.9842,0.8670,83.3016
23.19,5.9843,0.8671,83.7704
23.29,5.9844,0.8673,84.2389
23.39,5.9845,0.8674,84.7073
23.49,5.9846,0.8675,85.1755
23.59,5.9847,0.8675,85.6435
23.70,5.9848,0.8674,86.1115
23.80,5.9850,0.8674,86.5794
23.90,5.9851,0.8674,87.1407
24.01,5.9852,0.8674,87.6083
24.11,5.9853,0.8674,88.0758
24.21,5.9854,0.8674,88.5433
24.31,5.9855,0.8674,89.0106
24.42,5.9857,0.8674,89.4778
24.52,5.9858,0.8674,90.0383
24.63,5.9859,0.8674,90.5053
24.73,5.9860,0.8674,90.9722
24.84,5.9861,0.8674,91.4390
24.94,5.9862,0.8674,91.9056
25.04,5.9854,0.8674,92.4655
25.14,5.9804,0.8674,92.9317
25.25,5.9780,0.8674,93.3979
25.35,5.9753,0.8674,93.8640
25.45,5.9724,0.8674,94.3300
25.55,5.9679,0.8674,94.7959
25.66,5.9636,0.8674,95.2616
25.76,5.9597,0.8674,95.7272
25.86,5.9558,0.8674,96.1927
25.96,5.9513,0.8674,96.7511
26.07,5.9477,0.8674,97.2164
26.17,5.9442,0.8674,97.6816
26.27,5.9407,0.8674,98.1466
26.37,5.9374,0.8674,98.6116
26.47,5.9340,0.8674,99.0764
26.58,5.9307,0.8674,99.5412
26.68,5.9274,0.8674,100.0058
26.78,5.9234,0.8674,100.5633
26.89,5.9200,0.8674,101.0277
26.99,5.9167,0.8674,101.4920
27.09,5.9133,0.8674,101.9562
27.19,5.9099,0.8674,102.4203
27.29,5.9065,0.8674,102.8843
27.40,5.9031,0.8674,103.3482
27.50,5.8991,0.8674,103.9047
27.61,5.8957,0.8674,104.3684
27.71,5.8923,0.8674,104.8319
27.81,5.8889,0.8674,105.2954
27.91,5.8855,0.8674,105.7587
28.02,5.8821,0.8674,106.2220
28.12,5.8787,0.8674,106.6851
28.22,5.8747,0.8674,107.2407
28.32,5.8713,0.8674,107.7036
28.43,5.8679,0.8674,108.1665
28.53,5.8645,0.8674,108.6292
28.63,5.8612,0.8674,109.0918
28.73,5.8578,0.8674,109.5542
28.83,5.8544,0.8674,110.0166
28.94,5.8510,0.8674,110.4789
29.04,5.8470,0.8674,111.0335
29.15,5.8436,0.8674,111.4956
29.25,5.8402,0.8674,111.9575
29.35,5.8369,0.8674,112.4194
29.45,5.8335,0.8674,112.8811
29.56,5.8301,0.8674,113.3428
29.67,5.8261,0.8674,113.8966
29.77,5.8227,0.8674,114.3592
29.87,5.8193,0.8678,114.8308
29.97,5.8154,0.8686,115.3206
30.08,5.8073,0.8723,115.8348
30.18,5.7859,0.8696,116.3734
30.28,5.7562,0.8709,117.0623
30.39,5.7329,0.8701,117.6671
30.49,5.7124,0.8708,118.3036
30.59,5.6901,0.8699,118.9686
30.70,5.6684,0.8700,119.6637
30.80,5.6393,0.8717,120.5384
30.91,5.6143,0.8694,121.2919
31.01,5.5888,0.8699,122.0622
31.11,5.5631,0.8699,122.8381
31.21,5.5375,0.8692,123.6127
31.31,5.5121,0.8680,124.3786
31.41,5.4874,0.8665,125.1270
31.51,5.4634,0.8638,125.8515
31.61,5.4402,0.8626,126.5488
31.72,5.4178,0.8635,127.2146
31.82,5.3964,0.8632,127.8502
31.92,5.3719,0.8634,128.5721
32.02,5.3526,0.8644,129.1427
32.13,5.3339,0.8605,129.6965
32.23,5.3156,0.8601,130.2399
32.33,5.2973,0.8632,130.7831
32.44,5.2792,0.8667,131.3256
32.54,5.2612,0.8689,131.8669
32.64,5.2432,0.8696,132.4117
32.74,5.2213,0.8697,133.0736
32.85,5.2031,0.8693,133.6242
32.95,5.1849,0.8686,134.1747
33.05,5.1667,0.8681,134.7254
33.15,5.1485,0.8678,135.2765
33.25,5.1303,0.8678,135.8276
33.35,5.1121,0.8680,136.3786
33.45,5.0938,0.8681,136.9295
33.56,5.0756,0.8681,137.4803
33.66,5.0574,0.8682,138.0309
33.76,5.0391,0.8682,138.5814
33.86,5.0173,0.8681,139.2418
33.97,4.9991,0.8681,139.7920
34.09,4.9765,0.8681,140.4512
34.20,4.9483,0.8678,140.9909
34.30,4.9177,0.8662,141.5125
34.40,4.8864,0.8631,142.1055
