Time,X,Y,Z,SpeedMPH
0.35,0.0022,0.8588,-0.0074,0.35
0.46,0.0034,0.8693,-0.0089,0.18
0.56,0.0039,0.8735,-0.0076,0.08
0.66,0.0036,0.8723,-0.0054,0.10
0.77,0.0029,0.8699,-0.0034,0.10
0.87,0.0022,0.8677,-0.0019,0.07
0.97,0.0015,0.8666,-0.0013,0.03
1.07,0.0009,0.8663,-0.0012,0.02
1.18,0.0006,0.8666,-0.0015,0.02
1.28,0.0005,0.8670,-0.0020,0.02
1.38,0.0005,0.8673,-0.0023,0.02
1.48,0.0007,0.8676,-0.0026,0.01
1.58,0.0009,0.8676,-0.0027,0.01
1.69,0.0011,0.8676,-0.0026,0.01
1.79,0.0012,0.8675,-0.0026,0.01
1.89,0.0013,0.8674,-0.0023,0.01
2.00,0.0014,0.8675,0.0014,0.13
2.10,0.0021,0.8681,0.0193,0.48
2.20,0.0064,0.8694,0.0707,1.15
2.30,0.0111,0.8698,0.1408,1.85
2.40,0.0168,0.8699,0.2414,2.52
2.51,0.0212,0.8700,0.3714,3.19
2.61,0.0294,0.8697,0.5316,3.85
2.71,0.0454,0.8700,0.7199,4.49
2.81,0.0742,0.8695,0.9358,5.14
2.91,0.1132,0.8695,1.1793,5.79
3.01,0.1646,0.8695,1.4513,6.46
3.12,0.2418,0.8694,1.8136,7.24
3.23,0.3211,0.8698,2.1451,7.89
3.33,0.4157,0.8698,2.5037,8.56
3.43,0.5057,0.8699,2.8938,9.19
3.53,0.5821,0.8691,3.3115,9.80
3.64,0.6390,0.8683,3.7609,10.41
3.74,0.6777,0.8670,4.3363,11.11
3.84,0.6861,0.8693,4.8473,11.66
3.95,0.6684,0.8680,5.3864,12.34
4.05,0.6227,0.8676,5.9546,13.01
4.16,0.5384,0.8669,6.6683,13.71
4.26,0.4335,0.8679,7.2902,14.41
4.37,0.2992,0.8676,7.9354,15.04
4.47,0.1615,0.8681,8.6145,15.66
4.57,0.0339,0.8728,9.3196,16.20
4.67,-0.0752,0.8673,10.0451,16.75
4.77,-0.1755,0.8698,10.8120,17.54
4.88,-0.2718,0.8700,11.6091,18.20
4.98,-0.3465,0.8692,12.4335,18.78
5.08,-0.3879,0.8684,13.2752,19.07
5.18,-0.3936,0.8694,14.2938,18.90
5.28,-0.3474,0.8672,15.1268,18.48
5.38,-0.2640,0.8706,15.9341,17.94
5.49,-0.1432,0.8684,16.7075,17.18
5.59,0.0194,0.8692,17.4410,16.55
5.69,0.2084,0.8675,18.1393,15.92
5.79,0.4147,0.8662,18.8005,15.30
5.89,0.6067,0.8636,19.4324,14.60
6.00,0.7812,0.8667,20.0383,13.89
6.10,0.9518,0.8658,20.7391,12.91
6.21,1.0507,0.8703,21.2831,12.01
6.31,1.1235,0.8647,21.7999,11.43
6.41,1.1791,0.8634,22.2846,10.70
6.51,1.2316,0.8640,22.7365,10.02
6.61,1.2848,0.8640,23.1618,9.26
6.72,1.3430,0.8661,23.5524,8.52
6.82,1.3992,0.8649,23.9087,7.70
6.92,1.4612,0.8650,24.2871,6.78
7.03,1.5056,0.8637,24.5664,6.10
7.13,1.5480,0.8639,24.8173,5.41
