ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,SpeedMPH
,Night,0,Practice,Expected,Amber,Left,1.62,0.00,0.0000,0.9901,-0.0025,3.07
,Night,0,Practice,Expected,Amber,Left,1.62,0.00,0.0000,0.9901,-0.0025,3.07
,Night,0,Practice,Expected,Amber,Left,1.72,0.10,0.0000,0.8217,-0.0020,3.32
,Night,0,Practice,Expected,Amber,Left,1.83,0.20,0.0018,0.8559,-0.0067,0.39
,Night,0,Practice,Expected,Amber,Left,1.93,0.30,0.0032,0.8677,-0.0088,0.21
,Night,0,Practice,Expected,Amber,Left,2.03,0.41,0.0038,0.8729,-0.0083,0.08
,Night,0,Practice,Expected,Amber,Left,2.14,0.51,0.0037,0.8731,-0.0068,0.09
,Night,0,Practice,Expected,Amber,Left,2.24,0.61,0.0032,0.8711,0.0029,0.34
,Night,0,Practice,Expected,Amber,Left,2.34,0.72,0.0025,0.8694,0.0271,0.68
,Night,0,Practice,Expected,Amber,Left,2.44,0.82,0.0020,0.8692,0.0771,1.27
,Night,0,Practice,Expected,Amber,Left,2.54,0.92,0.0031,0.8698,0.1706,2.07
,Night,0,Practice,Expected,Amber,Left,2.65,1.03,0.0103,0.8697,0.2811,2.74
,Night,0,Practice,Expected,Amber,Left,2.76,1.13,0.0248,0.8699,0.4195,3.38
,Night,0,Practice,Expected,Amber,Left,2.86,1.24,0.0483,0.8697,0.5870,4.04
,Night,0,Practice,Expected,Amber,Left,2.96,1.34,0.0793,0.8699,0.7828,4.70
,Night,0,Practice,Expected,Amber,Left,3.06,1.44,0.1273,0.8701,1.0562,5.50
,Night,0,Practice,Expected,Amber,Left,3.16,1.54,0.1711,0.8702,1.3170,6.19
,Night,0,Practice,Expected,Amber,Left,3.26,1.64,0.2134,0.8701,1.6085,6.86
,Night,0,Practice,Expected,Amber,Left,3.37,1.74,0.2511,0.8701,1.9312,7.53
,Night,0,Practice,Expected,Amber,Left,3.47,1.85,0.2873,0.8701,2.2837,8.20
,Night,0,Practice,Expected,Amber,Left,3.57,1.95,0.3223,0.8697,2.6663,8.86
,Night,0,Practice,Expected,Amber,Left,3.68,2.05,0.3537,0.8703,3.0785,9.51
,Night,0,Practice,Expected,Amber,Left,3.78,2.16,0.3697,0.8696,3.5193,10.15
,Night,0,Practice,Expected,Amber,Left,3.88,2.26,0.3616,0.8685,4.0827,10.86
,Night,0,Practice,Expected,Amber,Left,3.98,2.36,0.3305,0.8693,4.5810,11.50
,Night,0,Practice,Expected,Amber,Left,4.09,2.46,0.2806,0.8668,5.1090,12.18
,Night,0,Practice,Expected,Amber,Left,4.19,2.57,0.2496,0.8664,5.6728,12.76
,Night,0,Practice,Expected,Amber,Left,4.29,2.67,0.2270,0.8728,6.2572,13.31
,Night,0,Practice,Expected,Amber,Left,4.40,2.77,0.2235,0.8658,6.8668,14.06
,Night,0,Practice,Expected,Amber,Left,4.50,2.88,0.2233,0.8691,7.5141,14.69
,Night,0,Practice,Expected,Amber,Left,4.60,2.98,0.2233,0.8705,8.1911,15.33
,Night,0,Practice,Expected,Amber,Left,4.70,3.08,0.2279,0.8722,9.0404,16.18
,Night,0,Practice,Expected,Amber,Left,4.81,3.18,0.2153,0.8690,9.7780,16.83
,Night,0,Practice,Expected,Amber,Left,4.91,3.29,0.1786,0.8694,10.5398,17.35
,Night,0,Practice,Expected,Amber,Left,5.02,3.39,0.1284,0.8702,11.3357,18.09
,Night,0,Practice,Expected,Amber,Left,5.12,3.50,0.0781,0.8717,12.3321,18.84
,Night,0,Practice,Expected,Amber,Left,5.23,3.60,0.0483,0.8701,13.1865,19.41
,Night,0,Practice,Expected,Amber,Left,5.33,3.71,0.0262,0.8699,14.0762,20.15
,Night,0,Practice,Expected,Amber,Left,5.44,3.82,-0.0103,0.8715,15.1807,20.82
,Night,0,Practice,Expected,Amber,Left,5.54,3.92,-0.0554,0.8688,16.1307,21.58
,Night,0,Practice,Expected,Amber,Left,5.64,4.02,-0.0876,0.8722,17.1131,22.21
,Night,0,Practice,Expected,Amber,Left,5.75,4.13,-0.1050,0.8691,18.1182,22.79
,Night,0,Practice,Expected,Amber,Left,5.86,4.23,-0.1230,0.8691,19.1583,23.50
,Night,0,Practice,Expected,Amber,Left,5.96,4.34,-0.1579,0.8718,20.4402,24.19
,Night,0,Practice,Expected,Amber,Left,6.07,4.44,-0.1915,0.8700,21.5438,24.89
,Night,0,Practice,Expected,Amber,Left,6.17,4.55,-0.2146,0.8711,22.6673,25.34
