Time,X,Y,Z,SpeedMPH
0.35,0.0022,0.8588,-0.0074,0.35
0.45,0.0034,0.8693,-0.0089,0.18
0.56,0.0039,0.8733,-0.0079,0.08
0.66,0.0037,0.8727,-0.0059,0.10
0.76,0.0029,0.8699,-0.0034,0.10
0.86,0.0022,0.8677,-0.0019,0.07
0.96,0.0015,0.8666,-0.0009,0.04
1.07,0.0010,0.8665,0.0059,0.22
1.17,0.0013,0.8675,0.0262,0.57
1.27,0.0043,0.8691,0.0711,1.14
1.38,0.0102,0.8699,0.1397,1.80
1.48,0.0240,0.8696,0.2371,2.47
1.58,0.0473,0.8697,0.3927,3.27
1.68,0.0732,0.8701,0.5538,3.92
1.79,0.1069,0.8700,0.7442,4.59
1.89,0.1487,0.8703,0.9628,5.24
1.99,0.2007,0.8700,1.2098,5.91
2.09,0.2631,0.8703,1.4844,6.56
2.20,0.3387,0.8699,1.7862,7.23
2.30,0.4278,0.8699,2.1145,7.88
2.40,0.5563,0.8699,2.5426,8.66
2.51,0.6839,0.8696,2.9268,9.33
2.61,0.8285,0.8694,3.3360,9.99
2.71,0.9810,0.8699,3.7772,10.66
2.82,1.1259,0.8692,4.2458,11.27
2.92,1.2521,0.8698,4.7475,11.86
3.02,1.3717,0.8680,5.3899,12.58
3.12,1.4476,0.8679,5.9601,13.09
3.22,1.4950,0.8676,6.5608,13.70
3.33,1.5163,0.8703,7.1933,14.35
3.43,1.5107,0.8680,7.8498,14.94
3.54,1.4736,0.8704,8.5360,15.59
3.64,1.3865,0.8688,9.3894,16.41
3.74,1.2787,0.8688,10.1281,16.94
3.84,1.1285,0.8680,10.8861,17.60
3.94,0.9775,0.8679,11.6801,18.24
4.04,0.8316,0.8752,12.5011,18.81
4.14,0.7042,0.8701,13.3400,19.25
4.24,0.6156,0.8699,14.2058,19.70
4.35,0.5622,0.8691,15.0948,20.15
4.45,0.5570,0.8691,16.0067,20.62
4.55,0.6001,0.8676,16.9382,21.10
4.65,0.6924,0.8679,17.8901,21.61
4.76,0.8277,0.8676,18.8628,22.24
4.86,0.9911,0.8659,19.8521,22.52
4.96,1.2048,0.8653,21.0416,22.53
