Time,X,Y,Z,SpeedMPH
0.35,0.0022,0.8588,-0.0074,0.35
0.46,0.0034,0.8693,-0.0089,0.18
0.56,0.0039,0.8735,-0.0076,0.08
0.67,0.0036,0.8723,-0.0054,0.10
0.77,0.0029,0.8699,-0.0018,0.14
0.87,0.0022,0.8682,0.0124,0.39
0.97,0.0023,0.8680,0.0448,0.86
1.08,0.0040,0.8698,0.1029,1.48
1.18,0.0135,0.8696,0.2065,2.28
1.29,0.0284,0.8699,0.3246,2.93
1.39,0.0505,0.8699,0.4721,3.60
1.49,0.0790,0.8701,0.6481,4.25
1.59,0.1162,0.8698,0.8530,4.92
1.70,0.1614,0.8702,1.0862,5.57
1.80,0.2177,0.8699,1.3476,6.25
1.90,0.2849,0.8700,1.6361,6.89
2.00,0.3839,0.8699,2.0180,7.68
2.10,0.4836,0.8699,2.3652,8.35
2.20,0.5997,0.8697,2.7373,9.00
2.31,0.7360,0.8694,3.1340,9.66
2.41,0.8924,0.8691,3.5535,10.29
2.51,1.0734,0.8690,3.9952,10.94
2.61,1.2676,0.8691,4.4630,11.59
2.72,1.4555,0.8717,4.9636,12.15
2.82,1.6591,0.8681,5.6002,12.84
2.93,1.8043,0.8684,6.1701,13.46
3.03,1.9247,0.8671,6.7709,13.89
3.13,2.0131,0.8678,7.4066,14.66
3.23,2.0755,0.8681,8.0732,15.23
3.34,2.1097,0.8686,8.7696,15.85
3.44,2.1126,0.8684,9.4940,16.46
3.54,2.0702,0.8683,10.3976,17.24
3.65,1.9916,0.8698,11.1772,17.76
3.75,1.8717,0.8695,11.9762,18.34
3.85,1.7057,0.8678,12.7930,18.85
3.96,1.4394,0.8693,13.7922,19.65
4.07,1.1628,0.8687,14.6344,20.06
4.17,0.8292,0.8706,15.4812,20.55
4.27,0.4444,0.8689,16.3255,21.03
4.37,0.0126,0.8659,17.1750,21.71
4.47,-0.4480,0.8724,18.0660,22.54
4.57,-0.9153,0.8727,18.9775,23.16
4.68,-1.3627,0.8684,19.9189,23.62
4.78,-1.7838,0.8680,20.8963,23.97
4.88,-2.1691,0.8687,21.9051,24.39
4.98,-2.5699,0.8699,23.1596,24.75
5.09,-2.8484,0.8679,24.2331,24.89
5.19,-3.0639,0.8678,25.3291,25.07
5.29,-3.2135,0.8718,26.4428,25.21
5.39,-3.2978,0.8747,27.5655,25.26
5.49,-3.3189,0.8772,28.6934,25.28
5.59,-3.2755,0.8783,29.8200,25.27
5.69,-3.1681,0.8785,30.9406,25.22
5.80,-2.9985,0.8771,32.0504,25.14
5.90,-2.7178,0.8709,33.3626,25.00
6.01,-2.4148,0.8711,34.4354,24.97
6.11,-2.0432,0.8770,35.4774,24.79
6.21,-1.6277,0.8754,36.4966,24.61
6.31,-1.1676,0.8671,37.4889,24.43
6.42,-0.6423,0.8705,38.4398,24.37
6.52,-0.0688,0.8697,39.3620,24.42
6.62,0.6830,0.8654,40.4328,24.43
6.72,1.3670,0.8688,41.2795,24.46
6.82,2.0936,0.8700,42.0868,24.35
6.93,2.8588,0.8708,42.8440,24.06
7.03,3.6507,0.8682,43.5489,23.58
7.13,4.4624,0.8748,44.1818,22.93
7.23,5.2743,0.8729,44.7643,22.12
7.33,5.4984,0.9843,45.1988,9.70
7.44,5.4566,1.0812,45.5558,9.18
7.54,5.4206,1.0958,45.9191,8.81
7.64,5.3957,1.0829,46.3893,8.45
