Time,X,Y,Z,SpeedMPH
0.35,0.0022,0.8588,-0.0074,0.35
0.46,0.0034,0.8692,-0.0104,0.18
0.56,0.0039,0.8734,-0.0028,0.29
0.66,0.0041,0.8716,0.0329,0.91
0.76,0.0027,0.8697,0.0928,1.59
0.88,0.0017,0.8699,0.1808,2.25
0.98,0.0014,0.8699,0.3264,3.05
1.08,0.0013,0.8699,0.4810,3.73
1.19,0.0013,0.8699,0.6653,4.39
1.29,0.0018,0.8698,0.8797,5.06
1.39,0.0065,0.8701,1.1235,5.72
1.49,0.0231,0.8698,1.3959,6.37
1.59,0.0540,0.8697,1.6942,6.98
1.70,0.1023,0.8689,2.0196,7.64
1.80,0.1791,0.8688,2.4455,8.41
1.91,0.2610,0.8690,2.8294,9.05
2.01,0.3626,0.8688,3.2394,9.71
2.11,0.4830,0.8690,3.6736,10.35
2.21,0.6267,0.8686,4.1317,11.01
2.32,0.7958,0.8701,4.6123,11.69
2.42,1.0315,0.8674,5.2150,12.42
2.52,1.2658,0.8705,5.7392,13.11
2.63,1.5222,0.8675,6.2775,13.62
2.73,1.7884,0.8628,6.8535,14.35
2.83,2.0498,0.8731,7.4574,14.93
2.93,2.2964,0.8685,8.0863,15.38
3.04,2.5153,0.8666,8.7500,15.80
3.14,2.7386,0.8663,9.5938,16.51
3.25,2.8886,0.8675,10.3376,17.18
3.35,3.0064,0.8667,11.1144,17.76
3.46,3.0865,0.8674,11.9228,18.38
3.56,3.1302,0.8690,12.9309,19.13
3.66,3.1219,0.8671,13.7971,19.57
3.76,3.0620,0.8684,14.6865,20.19
3.87,2.9530,0.8681,15.5929,20.59
3.97,2.7901,0.8674,16.5105,21.00
4.07,2.5696,0.8678,17.4346,21.38
4.17,2.2884,0.8703,18.3581,21.73
4.27,1.9523,0.8695,19.2746,22.03
4.37,1.5505,0.8727,20.1770,22.21
4.47,1.1189,0.8653,21.0962,23.16
4.58,0.6375,0.8766,22.0605,24.37
4.68,0.1392,0.8680,23.0456,25.17
4.78,-0.3268,0.8683,24.0775,25.63
4.88,-0.7748,0.8673,25.1384,25.84
4.98,-1.1732,0.8722,26.2356,26.16
5.08,-1.5746,0.8747,27.5895,26.50
5.18,-1.8511,0.8739,28.7412,26.57
5.29,-2.0681,0.8704,29.9104,26.63
5.39,-2.2207,0.8685,31.0894,26.69
5.49,-2.2983,0.8732,32.2769,26.67
5.59,-2.3120,0.8763,33.4650,26.62
5.69,-2.2629,0.8775,34.6486,26.53
5.80,-2.1566,0.8768,35.8262,26.41
5.90,-1.9942,0.8656,36.9927,26.50
6.00,-1.7132,0.8657,38.3917,26.74
6.10,-1.4190,0.8667,39.5565,27.05
6.21,-1.0750,0.8663,40.7220,27.30
6.31,-0.6748,0.8682,41.8808,27.58
6.41,-0.2229,0.8668,43.0310,27.74
6.51,0.2854,0.8670,44.1667,27.96
6.62,0.8485,0.8677,45.2876,28.20
6.72,1.4613,0.8668,46.3982,28.49
6.83,2.2631,0.8668,47.7175,29.02
6.93,2.9781,0.8676,48.8226,29.60
7.03,3.7057,0.8692,49.9706,30.65
7.13,4.4157,0.8868,51.1668,31.50
7.23,5.0940,0.8948,52.4127,32.14
7.33,5.7365,0.9020,53.7075,32.69
7.44,6.3423,0.9024,55.0455,33.21
7.54,7.0215,0.8886,56.7086,33.81
7.64,7.0374,1.0858,57.7537,21.56
7.75,6.9549,1.2670,58.6997,20.96
7.85,6.8736,1.3737,59.6437,20.74
7.96,6.7971,1.4026,60.5886,20.58
8.06,6.8053,1.3478,61.6592,20.48
8.16,6.8407,1.2473,62.5515,21.08
8.26,6.9197,1.1359,63.4839,21.58
