Time,X,Y,Z
6.31,-2.8799,0.8699,34.2949
6.41,-3.2469,0.8707,35.5573
6.52,-3.5467,0.8691,36.8295
6.62,-3.7688,0.8827,38.1086
6.72,-3.9267,0.8956,39.3854
6.82,-4.0302,0.9113,40.9145
6.92,-4.0460,0.9258,42.1881
7.02,-4.0065,0.9366,43.4627
7.13,-3.9195,0.9398,44.7390
7.23,-3.7791,0.9396,46.0114
7.33,-3.5817,0.9388,47.2724
7.43,-3.3300,0.9366,48.5169
7.54,-3.0264,0.9310,49.7439
7.64,-2.6738,0.9191,50.9536
7.74,-2.2739,0.8988,52.1448
7.84,-1.7328,0.8635,53.5388
7.94,-1.2050,0.8746,54.6118
8.05,-0.6465,0.8896,55.6248
8.15,-0.0779,0.8915,56.6000
8.25,0.4935,0.8798,57.5389
8.35,1.0591,0.8616,58.4329
8.46,1.6002,0.8719,59.2389
8.56,2.1152,0.8702,60.0121
8.66,2.5940,0.8668,60.7491
8.76,3.1035,0.8666,61.5918
8.87,3.4688,0.8658,62.2717
8.97,3.7782,0.8666,62.9401
9.07,4.0264,0.8703,63.5988
9.18,4.2278,0.8648,64.2549
9.28,4.3869,0.8667,64.8890
9.38,4.5390,0.8672,65.6230
9.48,4.6244,0.8687,66.2132
9.59,4.6785,0.8678,66.7811
9.69,4.7053,0.8680,67.3173
9.79,4.7084,0.8667,67.8229
9.89,4.6929,0.8677,68.2962
10.00,4.6627,0.8676,68.7381
10.10,4.6190,0.8678,69.1474
10.20,4.5533,0.8677,69.5965
10.30,4.4897,0.8677,69.9405
10.40,4.4148,0.8670,70.2730
10.51,4.3263,0.8661,70.6156
10.61,4.2251,0.8657,70.9754
10.71,4.1020,0.8650,71.3585
10.81,3.9581,0.8641,71.7642
10.91,3.7933,0.8645,72.1912
11.02,3.6049,0.8645,72.6409
11.12,3.3917,0.8660,73.1119
11.22,3.1506,0.8644,73.6000
11.32,2.8805,0.8654,74.1049
11.42,2.5729,0.8673,74.6236
11.52,2.2386,0.8648,75.1541
11.62,1.7828,0.8671,75.8035
11.73,1.3602,0.8655,76.3491
11.83,0.9002,0.8673,76.8996
11.93,0.3991,0.8682,77.4435
12.03,-0.1364,0.8678,77.9741
12.13,-0.7026,0.8679,78.4888
12.24,-1.2918,0.8670,78.9743
12.34,-1.9026,0.8673,79.4292
12.44,-2.5327,0.8678,79.8490
12.54,-3.3113,0.8687,80.3042
12.64,-3.9725,0.8695,80.6296
12.75,-4.6291,0.8801,80.8932
12.85,-5.2790,0.8673,81.1164
12.95,-5.6176,0.9260,81.3177
13.05,-5.6457,0.9919,81.5533
13.15,-5.6244,1.0080,81.7775
13.25,-5.5394,0.9778,81.9775
13.36,-5.4565,0.8911,82.1745
13.46,-5.3020,0.8432,82.3547
13.56,-5.0669,0.8576,82.5165
13.66,-4.7343,0.8723,82.7314
13.76,-4.4295,0.8687,82.9299
13.87,-4.1013,0.8703,83.1510
13.97,-3.7550,0.8699,83.3953
14.07,-3.3919,0.8695,83.6672
14.17,-3.0144,0.8693,83.9661
14.27,-2.6252,0.8696,84.2990
14.37,-2.2266,0.8667,84.6624
14.47,-1.8203,0.8706,85.0580
14.58,-1.4106,0.8665,85.4919
14.68,-0.9993,0.8674,85.9608
14.78,-0.5067,0.8667,86.5766
14.88,-0.0910,0.8674,87.1271
14.98,0.3163,0.8687,87.7180
15.08,0.7286,0.8689,88.3432
15.19,1.1464,0.8682,89.0020
15.29,1.5665,0.8700,89.6930
15.39,1.9990,0.8684,90.4138
15.49,2.4409,0.8720,91.1633
15.60,2.8794,0.8704,91.9419
15.70,3.3812,0.8681,92.9278
15.80,3.7771,0.8675,93.7853
15.90,4.1458,0.8687,94.6845
16.00,4.4764,0.8711,95.6206
16.11,4.7723,0.8689,96.5901
16.21,5.0397,0.8670,97.6021
16.31,5.2908,0.8685,98.6578
16.41,5.5232,0.8680,99.7441
16.51,5.7193,0.8683,100.8627
16.62,5.8706,0.8700,102.0060
16.72,5.9705,0.8695,103.1668
16.82,6.0125,0.8680,104.3420
16.92,5.9834,0.8686,105.7684
17.03,5.8861,0.8726,106.9622
17.13,5.7182,0.8823,108.1537
17.23,5.4892,0.8904,109.3378
17.33,5.1972,0.8978,110.5075
17.43,4.8439,0.9062,111.6597
17.54,4.4308,0.9154,112.7882
17.64,3.9610,0.9255,113.8892
17.74,3.3287,0.9381,115.1695
17.84,2.7520,0.9482,116.2029
17.94,2.1339,0.9528,117.1989
18.04,1.4822,0.9534,118.1641
18.15,0.8041,0.9462,119.0964
18.25,0.1111,0.9289,119.9939
18.35,-0.5895,0.9004,120.8545
18.45,-1.2928,0.8589,121.6767
18.56,-2.0207,0.8721,122.3834
18.66,-2.7460,0.8949,123.0191
18.76,-3.4556,0.9044,123.6164
18.86,-4.2850,0.8990,124.2837
18.96,-4.9563,0.8803,124.7996
19.06,-5.6095,0.8620,125.2629
19.17,-5.4763,1.0208,125.4048
19.27,-5.4124,1.0801,125.5660
19.37,-5.3479,1.0728,125.7279
19.47,-5.3016,1.0246,125.8971
19.58,-5.2358,0.9524,126.0579
19.68,-5.1207,0.8812,126.2194
19.78,-4.9616,0.8430,126.3272
19.88,-4.7316,0.8565,126.4551
19.99,-4.5141,0.8668,126.5852
20.09,-4.2797,0.8637,126.7341
20.19,-4.0204,0.8645,126.9050
20.29,-3.7415,0.8650,127.0982
20.39,-3.4460,0.8650,127.3170
20.50,-3.1336,0.8653,127.5609
20.60,-2.7974,0.8648,127.8226
20.70,-2.4354,0.8651,128.0990
20.80,-1.9624,0.8645,128.4418
20.90,-1.5341,0.8648,128.7292
21.01,-1.0660,0.8670,129.0173
21.11,-0.5709,0.8652,129.3031
21.21,-0.0474,0.8661,129.5751
21.31,0.4826,0.8678,129.8223
21.41,1.0182,0.8663,130.0423
21.51,1.5410,0.8729,130.1973
21.62,2.0484,0.8693,130.3078
21.72,2.5274,0.8672,130.3759
21.82,2.9617,0.8690,130.4253
21.92,3.3645,0.8688,130.4647
22.02,3.7354,0.8694,130.5060
22.12,4.1392,0.8689,130.5597
22.22,4.4405,0.8689,130.6076
22.33,4.7101,0.8689,130.6571
22.43,4.9482,0.8690,130.7066
22.53,5.1552,0.8692,130.7542
22.63,5.3314,0.8694,130.7984
22.73,5.4776,0.8696,130.8372
22.83,5.4902,0.8748,130.8596
22.93,5.4699,0.8637,130.8637
23.04,5.4156,0.8671,130.8530
23.14,5.3350,0.8699,130.8300
23.24,5.2011,0.8699,130.7913
23.34,5.0578,0.8698,130.7511
23.45,4.8860,0.8701,130.7042
23.55,4.6843,0.8698,130.6527
23.65,4.4536,0.8701,130.5975
23.75,4.1926,0.8701,130.5403
23.85,3.9023,0.8700,130.4819
23.95,3.5814,0.8697,130.4251
24.06,3.2310,0.8699,130.3703
24.16,2.8498,0.8696,130.3209
24.26,2.4392,0.8695,130.2777
24.36,1.9979,0.8690,130.2446
24.46,1.4307,0.8689,130.2203
24.56,0.9342,0.8683,130.2165
24.66,0.4249,0.8676,130.2326
24.77,-0.0874,0.8664,130.2623
24.87,-0.5967,0.8649,130.2688
24.97,-1.0930,0.8666,130.2648
25.07,-1.5719,0.8673,130.2411
25.17,-2.0163,0.8666,130.1909
25.27,-2.4265,0.8667,130.1250
25.37,-2.8026,0.8662,130.0455
25.48,-3.1464,0.8651,129.9583
25.58,-3.4582,0.8640,129.8686
25.68,-3.7402,0.8638,129.7779
25.78,-3.9909,0.8640,129.6920
25.88,-4.2504,0.8640,129.5974
25.98,-4.4324,0.8641,129.5268
26.08,-4.5838,0.8641,129.4651
26.18,-4.7051,0.8641,129.4136
26.29,-4.7965,0.8642,129.3732
26.39,-4.8587,0.8641,129.3448
26.49,-4.8916,0.8642,129.3285
26.60,-4.8969,0.8643,129.3251
26.70,-4.8736,0.8644,129.3333
26.80,-4.8235,0.8640,129.3549
26.90,-4.7462,0.8641,129.3863
27.00,-4.6172,0.8642,129.4399
27.10,-4.4791,0.8644,129.4968
27.20,-4.3135,0.8644,129.5634
27.30,-4.1196,0.8645,129.6401
27.41,-3.8970,0.8641,129.7238
27.51,-3.6456,0.8647,129.8146
27.61,-3.3645,0.8644,129.9106
27.71,-3.0541,0.8646,130.0102
27.81,-2.7125,0.8644,130.1115
27.92,-2.3409,0.8642,130.2131
28.02,-1.9384,0.8643,130.3121
28.12,-1.5049,0.8645,130.4068
28.22,-0.9434,0.8645,130.5105
28.33,-0.4410,0.8652,130.5845
28.43,0.0795,0.8753,130.6028
28.53,0.6099,0.8682,130.5991
28.64,1.1327,0.8688,130.5468
28.74,1.6310,0.8680,130.4741
28.84,2.0968,0.8682,130.3998
28.94,2.5329,0.8704,130.3293
29.04,2.9452,0.8691,130.2681
29.14,3.3998,0.8688,130.2141
29.25,3.7454,0.8684,130.1835
29.35,4.0603,0.8684,130.1647
29.45,4.3443,0.8686,130.1559
29.56,4.5976,0.8687,130.1549
29.66,4.8200,0.8690,130.1596
29.76,5.0118,0.8692,130.1675
29.86,5.2016,0.8697,130.1785
29.96,5.3267,0.8699,130.1877
30.07,5.4217,0.8697,130.1951
30.17,5.4863,0.8700,130.1995
30.27,5.5220,0.8699,130.2011
30.37,5.5273,0.8697,130.1993
30.47,5.5036,0.8698,130.1943
30.58,5.4482,0.8696,130.1863
30.68,5.3643,0.8700,130.1750
30.78,5.2501,0.8698,130.1620
30.88,5.0745,0.8698,130.1435
30.98,4.8954,0.8701,130.1268
31.09,4.6863,0.8701,130.1113
31.19,4.4479,0.8701,130.0966
31.29,4.1793,0.8700,130.0856
31.40,3.8817,0.8699,130.0785
31.50,3.5542,0.8698,130.0781
31.60,3.1980,0.8699,130.0850
31.70,2.8124,0.8696,130.1027
31.80,2.3990,0.8695,130.1315
31.90,1.8665,0.8692,130.1860
32.00,1.3998,0.8686,130.2506
32.11,0.9229,0.8676,130.3317
32.21,0.4450,0.8667,130.4292
32.31,-0.0315,0.8669,130.5401
32.41,-0.5013,0.8668,130.6709
32.51,-0.9653,0.8669,130.8182
32.61,-1.4224,0.8671,130.9825
32.71,-1.8720,0.8670,131.1629
32.82,-2.3100,0.8672,131.3558
32.92,-2.7266,0.8665,131.5571
33.02,-3.1148,0.8664,131.7600
33.12,-3.4687,0.8653,131.9625
33.22,-3.8497,0.8639,132.1995
33.33,-4.1337,0.8637,132.3901
33.43,-4.3886,0.8638,132.5703
33.53,-4.6153,0.8638,132.7375
33.63,-4.8196,0.8637,132.8884
