Time,X,Y,Z
0.35,0.0022,0.8588,-0.0074
0.46,0.0036,0.8706,-0.0089
0.56,0.0039,0.8735,-0.0076
0.66,0.0036,0.8723,-0.0054
0.77,0.0029,0.8699,-0.0034
0.87,0.0022,0.8677,-0.0019
0.97,0.0015,0.8666,-0.0013
1.07,0.0009,0.8663,-0.0012
1.18,0.0006,0.8666,-0.0012
1.28,0.0005,0.8672,0.0051
1.38,0.0005,0.8683,0.0280
1.48,0.0014,0.8701,0.0869
1.59,0.0080,0.8696,0.1639
1.69,0.0184,0.8701,0.2703
1.79,0.0335,0.8700,0.4065
1.89,0.0478,0.8700,0.5728
1.99,0.0600,0.8701,0.7694
2.10,0.0647,0.8698,0.9960
2.20,0.0603,0.8700,1.2511
2.30,0.0409,0.8691,1.5339
2.40,-0.0014,0.8689,1.9086
2.50,-0.0456,0.8693,2.2540
2.61,-0.0998,0.8700,2.6292
2.71,-0.1724,0.8697,3.0279
2.81,-0.2652,0.8691,3.4521
2.92,-0.3765,0.8691,3.9008
3.02,-0.5362,0.8696,4.4743
3.13,-0.6833,0.8690,4.9843
3.23,-0.8377,0.8714,5.5267
3.33,-0.9959,0.8696,6.0931
3.44,-1.1518,0.8703,6.6926
3.54,-1.3201,0.8712,7.4547
3.64,-1.4356,0.8688,8.1214
3.74,-1.5231,0.8675,8.8171
3.85,-1.5793,0.8674,9.5404
3.95,-1.5960,0.8681,10.2929
4.05,-1.5771,0.8698,11.0706
4.15,-1.5152,0.8712,11.8717
4.25,-1.4160,0.8760,12.7001
4.36,-1.2905,0.8695,13.5584
4.46,-1.1457,0.8704,14.4460
4.56,-0.9271,0.8694,15.5366
4.66,-0.7196,0.8660,16.4750
4.77,-0.5159,0.8666,17.4500
4.87,-0.3207,0.8733,18.4452
4.97,-0.1595,0.8671,19.4622
5.07,-0.0335,0.8694,20.5068
5.18,0.0453,0.8692,21.5714
5.28,0.0663,0.8705,22.8722
5.39,0.0191,0.8708,23.9672
5.49,-0.0921,0.8736,25.0676
5.59,-0.2636,0.8722,26.1640
5.69,-0.4977,0.8696,27.2528
5.80,-0.7975,0.8686,28.3293
5.90,-1.1496,0.8689,29.4121
6.00,-1.5459,0.8685,30.5104
6.10,-2.0549,0.8705,31.8838
6.21,-2.4879,0.8721,33.0685
