ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,SpeedMPH
,Night,0,Practice,Expected,Red,Left,1.71,0.00,0.0000,1.0608,-0.0025,1.76
,Night,0,Practice,Expected,Red,Left,1.81,0.10,0.0000,0.9234,-0.0025,3.95
,Night,0,Practice,Expected,Red,Left,1.91,0.20,0.0005,0.8465,-0.0037,0.46
,Night,0,Practice,Expected,Red,Left,2.01,0.31,0.0025,0.8614,-0.0080,0.32
,Night,0,Practice,Expected,Red,Left,2.11,0.41,0.0036,0.8706,-0.0095,0.15
,Night,0,Practice,Expected,Red,Left,2.22,0.51,0.0039,0.8735,-0.0063,0.16
,Night,0,Practice,Expected,Red,Left,2.32,0.61,0.0035,0.8727,0.0192,0.66
,Night,0,Practice,Expected,Red,Left,2.43,0.72,0.0034,0.8699,0.0673,1.28
,Night,0,Practice,Expected,Red,Left,2.53,0.82,0.0032,0.8700,0.1422,1.95
,Night,0,Practice,Expected,Red,Left,2.63,0.92,0.0087,0.8697,0.2470,2.61
,Night,0,Practice,Expected,Red,Left,2.73,1.03,0.0211,0.8698,0.3801,3.25
,Night,0,Practice,Expected,Red,Left,2.84,1.13,0.0477,0.8697,0.5776,4.04
,Night,0,Practice,Expected,Red,Left,2.95,1.24,0.0790,0.8698,0.7742,4.72
,Night,0,Practice,Expected,Red,Left,3.05,1.35,0.1145,0.8701,1.0000,5.38
,Night,0,Practice,Expected,Red,Left,3.16,1.45,0.1407,0.8693,1.2560,6.05
,Night,0,Practice,Expected,Red,Left,3.26,1.55,0.1567,0.8692,1.6020,6.80
,Night,0,Practice,Expected,Red,Left,3.36,1.66,0.1539,0.8691,1.9210,7.41
,Night,0,Practice,Expected,Red,Left,3.46,1.76,0.1384,0.8687,2.2689,8.07
,Night,0,Practice,Expected,Red,Left,3.57,1.86,0.1367,0.8701,2.6491,8.68
,Night,0,Practice,Expected,Red,Left,3.67,1.96,0.1482,0.8689,3.0513,9.29
,Night,0,Practice,Expected,Red,Left,3.77,2.06,0.1853,0.8686,3.4804,9.91
,Night,0,Practice,Expected,Red,Left,3.87,2.16,0.2449,0.8676,3.9329,10.52
,Night,0,Practice,Expected,Red,Left,3.97,2.26,0.3191,0.8678,4.4167,11.20
,Night,0,Practice,Expected,Red,Left,4.07,2.37,0.4004,0.8707,4.9324,11.85
,Night,0,Practice,Expected,Red,Left,4.18,2.47,0.4873,0.8701,5.4769,12.55
,Night,0,Practice,Expected,Red,Left,4.28,2.57,0.5713,0.8702,6.0504,13.23
,Night,0,Practice,Expected,Red,Left,4.38,2.67,0.6548,0.8709,6.6540,13.90
,Night,0,Practice,Expected,Red,Left,4.48,2.78,0.7561,0.8691,7.4126,14.53
,Night,0,Practice,Expected,Red,Left,4.59,2.88,0.8422,0.8690,8.0645,14.83
,Night,0,Practice,Expected,Red,Left,4.69,2.99,0.9291,0.8694,8.7231,14.93
,Night,0,Practice,Expected,Red,Left,4.80,3.09,1.0160,0.8692,9.3818,14.93
,Night,0,Practice,Expected,Red,Left,4.90,3.19,1.1028,0.8685,10.0412,14.93
,Night,0,Practice,Expected,Red,Left,5.00,3.30,1.2072,0.8679,10.8337,14.92
,Night,0,Practice,Expected,Red,Left,5.10,3.40,1.2942,0.8677,11.4946,14.91
,Night,0,Practice,Expected,Red,Left,5.21,3.50,1.3812,0.8678,12.1555,14.91
,Night,0,Practice,Expected,Red,Left,5.31,3.60,1.4682,0.8680,12.8162,14.90
,Night,0,Practice,Expected,Red,Left,5.41,3.70,1.5551,0.8681,13.4767,14.90
,Night,0,Practice,Expected,Red,Left,5.52,3.81,1.6421,0.8682,14.1370,14.90
,Night,0,Practice,Expected,Red,Left,5.62,3.91,1.7464,0.8682,14.9292,14.89
,Night,0,Practice,Expected,Red,Left,5.72,4.01,1.8333,0.8681,15.5891,14.89
,Night,0,Practice,Expected,Red,Left,5.83,4.12,1.9202,0.8681,16.2489,14.89
,Night,0,Practice,Expected,Red,Left,5.93,4.22,2.0071,0.8681,16.9085,14.88
,Night,0,Practice,Expected,Red,Left,6.03,4.33,2.0940,0.8681,17.5680,14.88
,Night,0,Practice,Expected,Red,Left,6.13,4.43,2.1809,0.8681,18.2274,14.88
