ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,SpeedMPH
,Day,0,Practice,Unexpected,Amber,Left,2.72,0.00,0.0000,1.0608,-0.0025,1.76
,Day,0,Practice,Unexpected,Amber,Left,2.82,0.10,0.0000,0.9234,-0.0025,3.95
,Day,0,Practice,Unexpected,Amber,Left,2.93,0.21,0.0005,0.8465,-0.0037,0.46
,Day,0,Practice,Unexpected,Amber,Left,3.03,0.31,0.0025,0.8614,-0.0080,0.32
,Day,0,Practice,Unexpected,Amber,Left,3.14,0.41,0.0036,0.8706,-0.0089,0.15
,Day,0,Practice,Unexpected,Amber,Left,3.24,0.51,0.0039,0.8735,-0.0076,0.08
,Day,0,Practice,Unexpected,Amber,Left,3.34,0.62,0.0036,0.8723,-0.0054,0.10
,Day,0,Practice,Unexpected,Amber,Left,3.44,0.72,0.0028,0.8694,-0.0030,0.09
,Day,0,Practice,Unexpected,Amber,Left,3.54,0.82,0.0021,0.8674,-0.0018,0.06
,Day,0,Practice,Unexpected,Amber,Left,3.65,0.93,0.0014,0.8665,-0.0012,0.03
,Day,0,Practice,Unexpected,Amber,Left,3.76,1.03,0.0009,0.8664,-0.0007,0.04
,Day,0,Practice,Unexpected,Amber,Left,3.86,1.13,0.0005,0.8668,0.0031,0.06
,Day,0,Practice,Unexpected,Amber,Left,3.96,1.24,0.0004,0.8678,0.0206,0.47
,Day,0,Practice,Unexpected,Amber,Left,4.06,1.34,0.0005,0.8692,0.0599,1.02
,Day,0,Practice,Unexpected,Amber,Left,4.16,1.44,0.0008,0.8697,0.1405,1.83
,Day,0,Practice,Unexpected,Amber,Left,4.26,1.54,0.0019,0.8700,0.2393,2.48
,Day,0,Practice,Unexpected,Amber,Left,4.36,1.64,0.0061,0.8697,0.3684,3.16
,Day,0,Practice,Unexpected,Amber,Left,4.46,1.74,0.0165,0.8698,0.5262,3.80
