Time,X,Y,Z
0.35,0.0022,0.8588,-0.0074
0.45,0.0034,0.8693,-0.0089
0.55,0.0039,0.8733,-0.0079
0.66,0.0037,0.8727,-0.0059
0.76,0.0029,0.8699,-0.0034
0.86,0.0022,0.8677,-0.0019
0.97,0.0015,0.8666,-0.0013
1.07,0.0009,0.8663,-0.0012
1.17,0.0006,0.8666,0.0004
1.27,0.0005,0.8675,0.0143
1.37,0.0005,0.8689,0.0486
1.48,0.0004,0.8697,0.1072
1.58,0.0012,0.8697,0.2150
1.68,0.0021,0.8698,0.3377
1.79,0.0018,0.8700,0.4905
1.89,0.0026,0.8700,0.6731
1.99,0.0021,0.8700,0.8857
2.09,0.0024,0.8700,1.1286
2.20,0.0026,0.8700,1.4008
2.30,0.0027,0.8704,1.7033
2.40,0.0029,0.8698,2.1063
2.50,0.0028,0.8703,2.4742
2.61,0.0031,0.8699,2.8726
2.71,0.0029,0.8703,3.3006
2.82,0.0032,0.8702,3.7588
2.92,0.0035,0.8700,4.2468
3.02,0.0039,0.8705,4.7647
3.12,0.0049,0.8712,5.4272
3.22,0.0041,0.8705,6.0108
3.32,0.0042,0.8706,6.6255
3.43,0.0050,0.8708,7.2697
3.53,0.0058,0.8698,7.9420
3.63,0.0064,0.8696,8.6459
3.73,0.0066,0.8718,9.3801
3.83,0.0067,0.8708,10.1423
3.93,0.0071,0.8698,10.9348
4.04,0.0085,0.8709,11.7588
4.14,0.0087,0.8709,12.7860
4.25,0.0080,0.8700,13.6733
4.35,0.0096,0.8706,14.5910
4.46,0.0110,0.8728,15.5397
4.56,0.0218,0.8704,16.5148
4.66,0.0777,0.8714,17.7171
4.77,0.1643,0.8708,18.7390
4.87,0.2942,0.8690,19.7724
4.97,0.4768,0.8688,20.8159
5.07,0.6766,0.8707,21.9035
5.18,0.8844,0.8701,23.0175
5.28,1.0628,0.8728,24.1548
5.38,1.2367,0.8679,25.5486
5.48,1.3301,0.8694,26.7360
5.59,1.3792,0.8678,27.9431
5.69,1.3883,0.8673,29.1702
5.80,1.3688,0.8672,30.4048
5.90,1.3151,0.8685,31.8851
6.00,1.2497,0.8679,33.1170
6.11,1.1685,0.8678,34.3470
6.21,1.0762,0.8665,35.5767
6.32,0.9752,0.8669,36.8045
6.42,0.8688,0.8676,38.0315
6.52,0.7356,0.8681,39.5031
6.69,0.5515,0.8682,41.4641
6.79,0.4342,0.8682,42.6892
6.89,0.3160,0.8681,43.9139
6.99,0.1975,0.8681,45.1383
7.09,0.0789,0.8681,46.3624
7.19,-0.0365,0.8681,47.5865
7.29,-0.1303,0.8681,48.8111
7.40,-0.2050,0.8654,50.0332
7.50,-0.2308,0.8684,51.4912
7.60,-0.1952,0.8726,52.6955
7.71,-0.1225,0.8648,53.8916
7.81,-0.0335,0.8579,55.0847
7.93,0.0562,0.8610,56.5137
8.04,0.1007,0.8711,57.7017
8.14,0.1540,0.8633,58.8833
8.24,0.2196,0.8599,60.0609
8.34,0.3033,0.8710,61.2334
8.44,0.4456,0.8695,62.6274
8.55,0.6034,0.8661,63.7790
8.65,0.7644,0.8675,64.9299
8.75,0.9132,0.8682,66.0809
8.86,1.0513,0.8682,67.2306
8.96,1.2225,0.8679,68.6094
9.07,1.3626,0.8684,69.7588
9.17,1.4957,0.8707,70.9089
9.27,1.6229,0.8702,72.0583
9.37,1.7480,0.8691,73.2072
9.47,1.8696,0.8700,74.3561
9.58,1.9879,0.8690,75.5064
9.68,2.1054,0.8678,76.6566
9.78,2.2449,0.8676,78.0361
9.88,2.3602,0.8678,79.1854
9.98,2.4750,0.8680,80.3345
10.09,2.5895,0.8681,81.4833
10.19,2.7037,0.8682,82.6320
10.29,2.8179,0.8681,83.7803
10.39,2.9322,0.8681,84.9284
10.50,3.0464,0.8681,86.0763
10.60,3.1608,0.8681,87.2239
10.70,3.2752,0.8681,88.3712
10.80,3.4123,0.8680,89.7457
10.90,3.5251,0.8676,90.8802
11.01,3.6213,0.8662,91.9966
11.11,3.6956,0.8661,93.0969
11.21,3.7243,0.8706,94.1647
11.32,3.7191,0.8681,95.1994
11.42,3.6794,0.8664,96.2012
11.52,3.6076,0.8661,97.3626
11.63,3.5382,0.8648,98.2976
11.73,3.4581,0.8639,99.2032
11.83,3.3570,0.8668,100.0782
11.93,3.2297,0.8670,100.9231
12.03,3.0948,0.8667,101.7326
12.13,2.9615,0.8652,102.5089
12.23,2.8285,0.8630,103.2556
12.34,2.6936,0.8635,103.9723
12.44,2.5629,0.8632,104.6578
12.54,2.4121,0.8642,105.4375
12.64,2.2913,0.8634,106.0543
12.74,2.1742,0.8622,106.6457
12.85,2.0510,0.8644,107.2153
12.95,1.9137,0.8718,107.7704
13.05,1.7487,0.8667,108.3097
13.15,1.5682,0.8666,108.8334
13.26,1.3842,0.8635,109.3548
13.36,1.2194,0.8647,109.8799
13.46,1.0426,0.8725,110.5118
13.56,0.9236,0.8669,111.0397
13.67,0.8446,0.8672,111.5706
13.77,0.7925,0.8680,112.1028
13.87,0.7594,0.8678,112.6349
13.97,0.7497,0.8670,113.1662
14.08,0.7591,0.8663,113.6975
14.18,0.7919,0.8678,114.2263
14.28,0.8561,0.8676,114.8573
14.38,0.9285,0.8670,115.3800
14.48,1.0127,0.8640,115.9064
14.59,1.0968,0.8654,116.4482
14.69,1.1785,0.8686,117.0134
14.80,1.2913,0.8703,117.7221
14.91,1.4080,0.8697,118.3388
15.01,1.5564,0.8697,118.9727
15.11,1.7333,0.8657,119.6278
15.21,1.9026,0.8631,120.3239
15.32,2.0658,0.8775,121.0429
15.42,2.2070,0.8764,121.7876
15.52,2.3357,0.8693,122.7098
15.63,2.3983,0.8679,123.5098
15.73,2.4158,0.8694,124.3379
15.83,2.3910,0.8691,125.1909
15.94,2.3195,0.8687,126.0663
16.04,2.1970,0.8694,126.9601
16.14,2.0216,0.8710,127.8644
16.24,1.7487,0.8683,128.9497
16.35,1.5072,0.8642,129.8707
16.45,1.2769,0.8650,130.7902
16.55,1.0579,0.8683,131.7103
16.65,0.8139,0.8709,132.6359
16.75,0.5522,0.8728,133.5731
16.86,0.2649,0.8683,134.5140
16.96,-0.0656,0.8679,135.4625
17.06,-0.4502,0.8683,136.4097
17.16,-0.8894,0.8682,137.3513
17.26,-1.4918,0.8711,138.4688
17.37,-2.0275,0.8688,139.4317
17.47,-2.5963,0.8722,140.4207
17.57,-3.1495,0.8753,141.4429
17.67,-3.6834,0.8689,142.4925
17.77,-4.1774,0.8724,143.5838
17.88,-4.6284,0.8724,144.7048
17.98,-5.0271,0.8721,145.8556
18.08,-5.3692,0.8671,147.0280
18.18,-5.6858,0.8721,148.4647
18.28,-5.8808,0.8751,149.6761
18.38,-6.0117,0.8764,150.8941
18.49,-6.0799,0.8758,152.1141
18.59,-6.0888,0.8710,153.3320
18.69,-6.0295,0.8717,154.5431
18.79,-5.9025,0.8779,155.7414
18.89,-5.7297,0.8734,156.9275
18.99,-5.5024,0.8683,158.0950
19.10,-5.2075,0.8757,159.2307
19.20,-4.8047,0.8668,160.5656
19.30,-4.4056,0.8718,161.6304
19.41,-3.9691,0.8692,162.6607
19.51,-3.4912,0.8721,163.6408
19.61,-2.9780,0.8787,164.5667
19.71,-2.4440,0.8725,165.4549
19.83,-1.7748,0.8703,166.4425
19.93,-1.2014,0.8800,167.1861
20.03,-0.6247,0.8774,167.8868
20.13,-0.0483,0.8638,168.5421
20.24,0.5102,0.8705,169.1152
20.34,1.0528,0.8670,169.6431
20.44,1.6645,0.8675,170.2034
20.55,2.1362,0.8672,170.6195
20.65,2.5662,0.8671,170.9944
20.75,2.9496,0.8672,171.3338
20.85,3.2841,0.8676,171.6381
20.95,3.5646,0.8681,171.9126
21.06,3.7931,0.8668,172.1624
21.16,3.9791,0.8670,172.3876
21.26,4.1242,0.8672,172.5916
21.36,4.2264,0.8673,172.7784
21.46,4.2976,0.8678,172.9752
21.56,4.3319,0.8692,173.0986
21.67,4.3477,0.8702,173.1872
21.77,4.3534,0.8704,173.2376
21.87,4.3529,0.8698,173.2437
21.98,4.3407,0.8698,173.2083
22.08,4.3191,0.8697,173.1306
22.18,4.2784,0.8698,172.9831
22.28,4.2321,0.8699,172.8156
22.38,4.1744,0.8701,172.6074
22.49,4.0989,0.8700,172.3629
22.59,4.0064,0.8701,172.0825
22.69,3.8948,0.8703,171.7668
22.79,3.7704,0.8704,171.4137
22.89,3.6315,0.8705,171.0233
23.00,3.4848,0.8707,170.5917
23.10,3.3151,0.8722,170.0127
23.21,3.1914,0.8703,169.4807
23.31,3.0884,0.8705,168.8986
23.41,3.0077,0.8678,168.2723
23.52,2.9547,0.8712,167.5907
23.62,2.9319,0.8683,166.8687
23.72,2.9525,0.8683,166.0947
23.82,3.0121,0.8661,165.2734
23.92,3.0818,0.8717,164.2160
24.02,3.1401,0.8700,163.3128
24.13,3.1524,0.8693,162.3864
24.24,3.1251,0.8702,161.2493
24.34,3.0463,0.8686,160.2889
24.44,2.9133,0.8673,159.3158
24.55,2.7202,0.8700,158.3357
24.65,2.4704,0.8709,157.3572
24.75,2.1766,0.8649,156.3742
24.86,1.8494,0.8717,155.3494
24.96,1.5089,0.8723,154.2973
25.06,1.1872,0.8705,153.2136
25.16,0.8977,0.8705,152.0921
25.26,0.6066,0.8708,150.6994
25.36,0.4259,0.8714,149.5060
25.47,0.3034,0.8686,148.2918
25.57,0.2504,0.8690,147.0601
25.67,0.2618,0.8683,145.8165
25.77,0.3365,0.8681,144.5549
25.87,0.4703,0.8692,143.2603
25.97,0.6628,0.8717,141.9269
26.08,0.9165,0.8699,140.5804
26.18,1.2311,0.8705,139.2341
26.28,1.5957,0.8647,137.8864
26.38,2.1034,0.8712,136.2473
26.49,2.5550,0.8640,134.8531
26.59,2.9973,0.8758,133.4174
26.69,3.4013,0.8859,131.9460
26.79,3.7618,0.8926,130.4386
26.90,4.0712,0.8979,128.8996
27.00,4.3225,0.9003,127.3400
27.10,4.5477,0.8987,125.4609
27.20,4.6788,0.8886,123.8899
27.31,4.7561,0.8706,122.3174
27.41,4.7521,0.8694,120.7593
27.51,4.6765,0.8771,119.2251
27.61,4.5605,0.8697,117.7049
27.72,4.3853,0.8685,116.2198
27.82,4.1513,0.8764,114.7860
27.92,3.8881,0.8675,113.3789
28.02,3.5351,0.8670,111.7738
28.13,3.2290,0.8639,110.4978
28.23,2.9276,0.8665,109.2861
28.33,2.6408,0.8672,108.1279
28.43,2.3776,0.8657,107.0201
28.53,2.1511,0.8669,105.9603
28.64,1.9690,0.8702,104.9396
28.74,1.8482,0.8843,103.9549
28.84,1.7579,0.8795,102.9801
28.94,1.6846,0.8572,102.0149
29.04,1.6109,0.8617,100.9010
29.15,1.5187,0.8784,100.0108
29.25,1.3986,0.8814,99.1626
29.35,1.2447,0.8795,98.3635
29.45,1.0598,0.8720,97.6160
29.55,0.8142,0.8709,96.9119
29.66,0.5286,0.8701,96.2407
29.76,0.2024,0.8661,95.5890
29.86,-0.1599,0.8676,94.9617
29.96,-0.5956,0.8679,94.2142
30.06,-0.9451,0.8682,93.5864
30.16,-1.2782,0.8703,92.9507
30.27,-1.5948,0.8672,92.3116
30.37,-1.8687,0.8681,91.6560
30.47,-2.0900,0.8679,90.9943
30.57,-2.2532,0.8698,90.3366
30.68,-2.3625,0.8722,89.6821
30.78,-2.4282,0.8669,89.0328
30.88,-2.4395,0.8661,88.2637
30.98,-2.4298,0.8663,87.6267
31.08,-2.4273,0.8672,86.9919
31.18,-2.4382,0.8680,86.3589
31.29,-2.4622,0.8674,85.7285
31.39,-2.5159,0.8692,85.1012
31.49,-2.6145,0.8694,84.4828
31.59,-2.7597,0.8695,83.8775
31.69,-2.9470,0.8688,83.2878
31.80,-3.1631,0.8660,82.7087
31.90,-3.4438,0.8659,82.0264
32.00,-3.6946,0.8671,81.4652
32.10,-3.9614,0.8665,80.9135
32.20,-4.2432,0.8682,80.3725
32.31,-4.5208,0.8706,79.8331
32.41,-4.7833,0.8695,79.2865
32.51,-5.0241,0.8700,78.7333
32.61,-5.2380,0.8695,78.1702
32.72,-5.4077,0.8666,77.5968
32.82,-5.5436,0.8669,77.0170
32.93,-5.7047,0.8661,76.3214
33.04,-5.8250,0.8670,75.7424
33.14,-5.9522,0.8682,75.0608
33.24,-6.0469,0.8689,74.5144
33.35,-6.1307,0.8690,73.9971
33.45,-6.2045,0.8693,73.5078
33.55,-6.2723,0.8693,73.0465
33.65,-6.3370,0.8693,72.6156
33.76,-6.3978,0.8694,72.2152
33.86,-6.4652,0.8693,71.7747
