Time,X,Y,Z
33.97,-6.5163,0.8695,71.4411
34.07,-6.5629,0.8695,71.1377
34.17,-6.6048,0.8697,70.8646
34.27,-6.6365,0.8706,70.6253
34.37,-6.6523,0.8733,70.4414
34.47,-6.6031,0.8761,70.4016
34.58,-6.5721,0.8658,70.3933
34.68,-6.5494,0.8687,70.4275
34.78,-6.5214,0.8685,70.5127
34.88,-6.4978,0.8694,70.6186
34.99,-6.4735,0.8699,70.7520
35.09,-6.4427,0.8698,70.9151
35.20,-6.4037,0.8702,71.1067
35.30,-6.3500,0.8697,71.3253
35.40,-6.2656,0.8697,71.6212
35.50,-6.1841,0.8698,71.9002
35.61,-6.0975,0.8699,72.2079
35.71,-6.0096,0.8701,72.5464
35.82,-5.8989,0.8700,72.9921
35.93,-5.8000,0.8701,73.3958
36.03,-5.6960,0.8702,73.8289
36.13,-5.5838,0.8701,74.2907
36.23,-5.4656,0.8721,74.7827
36.33,-5.3404,0.8704,75.3029
36.44,-5.2066,0.8691,75.8524
36.54,-5.0292,0.8711,76.5466
36.64,-4.8478,0.8695,77.1468
36.75,-4.6437,0.8678,77.7676
36.85,-4.4198,0.8700,78.4185
36.95,-4.1874,0.8764,79.1000
37.06,-3.9447,0.8666,79.8007
37.16,-3.6902,0.8680,80.5355
37.26,-3.3750,0.8712,81.4533
37.37,-3.1029,0.8699,82.2461
37.47,-2.8220,0.8675,83.0655
37.57,-2.5366,0.8678,83.8989
37.67,-2.2500,0.8688,84.7360
37.78,-1.9635,0.8691,85.5729
37.88,-1.6769,0.8686,86.4105
37.98,-1.3328,0.8680,87.4167
38.08,-1.0461,0.8678,88.2557
38.19,-0.7595,0.8678,89.0946
38.29,-0.4730,0.8680,89.9333
38.40,-0.1867,0.8681,90.7718
38.50,0.0995,0.8682,91.6100
38.60,0.3856,0.8682,92.4480
38.70,0.7236,0.8681,93.4551
38.80,0.9836,0.8681,94.2996
38.91,1.2247,0.8680,95.1463
39.01,1.4237,0.8680,95.9962
39.11,1.5799,0.8682,96.8494
39.21,1.7068,0.8661,97.7055
39.31,1.8044,0.8669,98.5647
39.41,1.8549,0.8712,99.4185
39.52,1.8640,0.8671,100.2721
39.62,1.8397,0.8674,101.1230
39.72,1.7892,0.8675,102.1441
39.83,1.7396,0.8676,102.9948
39.94,1.6832,0.8679,103.8450
40.04,1.6222,0.8694,104.6952
40.14,1.5553,0.8689,105.5439
40.24,1.4565,0.8682,106.5598
40.34,1.3745,0.8678,107.4062
40.44,1.2960,0.8691,108.2521
40.55,1.2299,0.8685,109.0990
40.65,1.1611,0.8680,109.9449
40.75,1.0826,0.8678,110.7894
40.86,1.0119,0.8679,111.6342
40.96,0.9510,0.8680,112.4791
41.06,0.8734,0.8681,113.4924
41.16,0.8106,0.8681,114.3368
41.27,0.7489,0.8681,115.1810
41.37,0.6879,0.8681,116.0241
41.47,0.6278,0.8678,116.8584
41.57,0.5691,0.8669,117.6747
41.67,0.5123,0.8642,118.4661
41.77,0.4573,0.8616,119.2322
41.87,0.4041,0.8639,119.9653
41.98,0.3527,0.8615,120.6700
42.08,0.3035,0.8640,121.3418
42.18,0.2563,0.8623,121.9843
42.28,0.2027,0.8635,122.7135
42.39,0.1605,0.8633,123.2881
42.49,0.1204,0.8636,123.8323
42.59,0.0827,0.8632,124.3457
42.70,0.0472,0.8636,124.8277
42.80,0.0074,0.8633,125.3685
42.90,-0.0237,0.8635,125.7926
43.00,-0.0538,0.8626,126.2035
43.10,-0.0835,0.8631,126.6109
43.21,-0.1126,0.8646,127.0109
43.31,-0.1405,0.8657,127.3929
43.41,-0.1663,0.8653,127.7485
43.51,-0.1904,0.8637,128.0780
43.61,-0.2123,0.8638,128.3772
43.72,-0.2323,0.8638,128.6508
43.82,-0.2511,0.8631,128.9083
43.92,-0.2730,0.8635,129.2105
44.02,-0.2913,0.8652,129.4620
44.13,-0.3090,0.8667,129.7059
44.23,-0.3255,0.8670,129.9328
44.33,-0.3402,0.8660,130.1343
44.43,-0.3530,0.8639,130.3105
44.54,-0.3638,0.8641,130.4564
44.64,-0.3723,0.8640,130.5719
44.74,-0.3798,0.8642,130.6737
44.84,-0.3846,0.8637,130.7394
44.94,-0.3888,0.8643,130.7969
45.04,-0.3930,0.8656,130.8553
45.14,-0.3972,0.8670,130.9129
45.25,-0.4013,0.8679,130.9693
45.35,-0.4054,0.8682,131.0249
45.45,-0.4094,0.8680,131.0802
45.56,-0.4134,0.8677,131.1354
45.66,-0.4175,0.8675,131.1906
45.76,-0.4215,0.8673,131.2459
45.86,-0.4263,0.8673,131.3124
45.97,-0.4303,0.8673,131.3678
46.07,-0.4333,0.8674,131.4231
46.19,-0.4344,0.8674,131.4895
46.29,-0.4329,0.8674,131.5444
46.39,-0.4296,0.8673,131.5989
46.50,-0.4251,0.8673,131.6533
46.60,-0.4187,0.8673,131.7183
46.70,-0.4127,0.8673,131.7724
46.81,-0.4065,0.8674,131.8263
46.91,-0.4001,0.8674,131.8802
47.01,-0.3943,0.8674,131.9342
47.12,-0.3903,0.8674,131.9884
47.22,-0.3881,0.8674,132.0536
47.32,-0.3885,0.8674,132.1078
47.43,-0.3901,0.8674,132.1619
47.53,-0.3923,0.8674,132.2160
47.63,-0.3950,0.8674,132.2701
47.73,-0.3979,0.8674,132.3242
47.83,-0.4007,0.8674,132.3784
47.94,-0.4033,0.8674,132.4325
48.04,-0.4056,0.8674,132.4866
48.14,-0.4081,0.8674,132.5515
48.24,-0.4100,0.8674,132.6056
48.35,-0.4114,0.8674,132.6597
48.45,-0.4113,0.8674,132.7137
48.55,-0.4113,0.8674,132.7677
48.65,-0.4122,0.8674,132.8216
48.75,-0.4132,0.8674,132.8756
48.85,-0.4145,0.8674,132.9295
48.96,-0.4160,0.8674,132.9834
49.06,-0.4180,0.8674,133.0481
49.16,-0.4199,0.8674,133.1019
49.26,-0.4218,0.8674,133.1558
49.36,-0.4229,0.8674,133.2096
49.46,-0.4223,0.8674,133.2633
49.57,-0.4200,0.8674,133.3168
49.67,-0.4182,0.8674,133.3703
49.77,-0.4174,0.8674,133.4239
49.87,-0.4174,0.8674,133.4774
49.98,-0.4177,0.8674,133.5309
50.08,-0.4186,0.8674,133.5844
50.18,-0.4198,0.8674,133.6377
50.28,-0.4216,0.8674,133.7018
50.38,-0.4233,0.8674,133.7552
50.48,-0.4250,0.8674,133.8086
50.59,-0.4267,0.8674,133.8620
50.69,-0.4283,0.8674,133.9153
50.79,-0.4298,0.8674,133.9686
50.91,-0.4315,0.8674,134.0326
51.01,-0.4328,0.8674,134.0860
51.12,-0.4341,0.8674,134.1393
51.22,-0.4354,0.8674,134.1926
51.32,-0.4366,0.8674,134.2459
51.42,-0.4381,0.8674,134.3098
51.52,-0.4394,0.8674,134.3631
51.63,-0.4408,0.8674,134.4163
51.73,-0.4421,0.8674,134.4696
51.83,-0.4435,0.8674,134.5228
51.93,-0.4448,0.8674,134.5760
52.03,-0.4462,0.8674,134.6292
52.14,-0.4475,0.8674,134.6824
52.24,-0.4489,0.8674,134.7356
52.34,-0.4505,0.8674,134.7994
52.44,-0.4518,0.8674,134.8526
52.55,-0.4532,0.8674,134.9057
52.65,-0.4545,0.8674,134.9588
52.76,-0.4558,0.8674,135.0119
52.86,-0.4572,0.8674,135.0650
52.96,-0.4588,0.8674,135.1287
53.06,-0.4600,0.8674,135.1818
53.16,-0.4600,0.8674,135.2348
53.26,-0.4581,0.8674,135.2877
53.36,-0.4541,0.8674,135.3400
53.47,-0.4484,0.8673,135.3920
53.57,-0.4416,0.8673,135.4438
53.67,-0.4341,0.8673,135.4953
53.77,-0.4260,0.8673,135.5467
53.88,-0.4177,0.8674,135.5980
53.98,-0.4092,0.8674,135.6492
54.08,-0.3990,0.8674,135.7106
54.19,-0.3905,0.8674,135.7617
54.29,-0.3821,0.8674,135.8128
54.39,-0.3737,0.8674,135.8638
54.49,-0.3652,0.8674,135.9147
54.60,-0.3565,0.8675,135.9692
54.70,-0.3480,0.8680,136.0367
54.80,-0.3356,0.8695,136.1469
54.90,-0.3247,0.8698,136.2659
55.01,-0.3140,0.8698,136.4147
55.11,-0.3008,0.8698,136.5903
55.21,-0.2789,0.8694,136.7820
55.31,-0.2478,0.8688,136.9798
55.41,-0.2109,0.8680,137.1770
55.51,-0.1692,0.8673,137.3734
55.62,-0.1227,0.8668,137.5693
55.72,-0.0611,0.8666,137.8034
55.82,-0.0056,0.8668,137.9975
55.94,0.0652,0.8671,138.2289
56.04,0.1273,0.8673,138.4207
56.15,0.1919,0.8674,138.6114
56.25,0.2588,0.8674,138.8012
56.35,0.3280,0.8674,138.9899
56.45,0.3996,0.8673,139.1777
56.56,0.4736,0.8673,139.3643
56.66,0.5501,0.8673,139.5497
56.76,0.6292,0.8673,139.7339
56.86,0.7274,0.8673,139.9531
56.96,0.8121,0.8673,140.1342
57.07,0.8995,0.8673,140.3139
57.17,0.9894,0.8673,140.4921
57.27,1.0819,0.8673,140.6688
57.37,1.1767,0.8694,140.8449
57.48,1.2736,0.8692,141.0187
57.58,1.3732,0.8680,141.1904
57.68,1.4749,0.8672,141.3609
57.78,1.5776,0.8669,141.5741
57.89,1.6534,0.8670,141.7546
57.99,1.7192,0.8665,141.9377
58.09,1.7736,0.8667,142.1218
58.20,1.8183,0.8670,142.3078
58.30,1.8578,0.8672,142.4947
58.40,1.8932,0.8672,142.6824
58.50,1.9316,0.8673,142.9084
58.60,1.9608,0.8673,143.0973
58.70,1.9880,0.8673,143.2865
58.80,2.0135,0.8674,143.4758
58.91,2.0370,0.8674,143.6652
59.01,2.0586,0.8674,143.8548
59.11,2.0780,0.8678,144.0442
59.21,2.0944,0.8694,144.2332
59.32,2.1082,0.8700,144.4227
59.42,2.1216,0.8692,144.6508
59.52,2.1304,0.8675,144.8411
59.62,2.1366,0.8668,145.0309
59.73,2.1402,0.8668,145.2204
59.83,2.1410,0.8670,145.4097
59.93,2.1391,0.8672,145.5987
60.04,2.1344,0.8673,145.7876
60.14,2.1251,0.8674,146.0139
60.24,2.1146,0.8673,146.2022
60.35,2.1014,0.8673,146.3901
60.45,2.0857,0.8673,146.5777
60.55,2.0674,0.8673,146.7649
60.65,2.0467,0.8673,146.9517
60.76,2.0235,0.8673,147.1381
60.86,1.9924,0.8673,147.3611
60.98,1.9638,0.8673,147.5463
61.08,1.9261,0.8673,147.7678
61.18,1.8921,0.8673,147.9518
61.29,1.8556,0.8673,148.1351
61.39,1.8167,0.8673,148.3177
61.49,1.7753,0.8673,148.4996
61.60,1.7315,0.8673,148.6808
61.70,1.6758,0.8673,148.8972
61.80,1.6267,0.8673,149.0767
61.91,1.5753,0.8673,149.2553
62.01,1.5216,0.8673,149.4331
62.11,1.4655,0.8673,149.6100
62.21,1.4071,0.8673,149.7859
62.32,1.3464,0.8673,149.9610
62.42,1.2834,0.8673,150.1350
62.52,1.2181,0.8673,150.3080
62.62,1.1369,0.8673,150.5143
62.72,1.0667,0.8673,150.6850
62.82,0.9944,0.8673,150.8546
62.92,0.9198,0.8673,151.0230
63.03,0.8431,0.8673,151.1903
63.13,0.7643,0.8673,151.3565
63.23,0.6833,0.8673,151.5214
63.33,0.6002,0.8673,151.6851
63.44,0.5150,0.8673,151.8475
63.54,0.4100,0.8673,152.0408
63.64,0.3203,0.8673,152.2003
63.74,0.2286,0.8673,152.3586
63.84,0.1349,0.8673,152.5155
63.94,0.0391,0.8673,152.6710
64.05,-0.0585,0.8673,152.8251
64.15,-0.1581,0.8673,152.9777
64.25,-0.2596,0.8673,153.1289
64.35,-0.3630,0.8673,153.2786
64.46,-0.4683,0.8673,153.4268
64.56,-0.5754,0.8673,153.5735
64.66,-0.7063,0.8673,153.7475
64.76,-0.8174,0.8673,153.8908
64.87,-0.9303,0.8673,154.0325
64.97,-1.0449,0.8673,154.1725
65.07,-1.1612,0.8673,154.3110
65.17,-1.2792,0.8673,154.4477
65.27,-1.3988,0.8673,154.5829
65.38,-1.5202,0.8673,154.7163
65.48,-1.6461,0.8674,154.8512
65.58,-1.8040,0.8678,155.0159
65.69,-1.9410,0.8681,155.1546
65.79,-2.0814,0.8682,155.2928
65.89,-2.2259,0.8681,155.4311
65.99,-2.3732,0.8678,155.5680
66.09,-2.5258,0.8677,155.7057
66.20,-2.6809,0.8676,155.8415
66.30,-2.8415,0.8676,155.9778
66.40,-3.0388,0.8677,156.1398
66.50,-3.2088,0.8678,156.2746
66.61,-3.3823,0.8678,156.4079
66.71,-3.5606,0.8678,156.5404
66.81,-3.7420,0.8677,156.6708
66.91,-3.9292,0.8677,156.8008
67.01,-4.1195,0.8677,156.9285
67.11,-4.3157,0.8677,157.0554
67.21,-4.5158,0.8678,157.1802
67.32,-4.7220,0.8678,157.3039
67.42,-4.9331,0.8679,157.4258
67.52,-5.1958,0.8680,157.5707
67.63,-5.4232,0.8682,157.6948
67.73,-5.6496,0.8683,157.8223
67.85,-5.9171,0.8680,157.9816
67.95,-6.1367,0.8676,158.1200
68.05,-6.3548,0.8673,158.2612
68.15,-6.5713,0.8671,158.4051
68.25,-6.7866,0.8671,158.5509
68.35,-7.0011,0.8672,158.6980
