ParticipantID,Block,BlockStartAbs,BlockTimeRel,TrialIndex,Scene,Event,Expectancy,SignalColor,MergeSide,TimeAbs,TrialTimeRel,X,Y,Z,LaneDeviation,SpeedMPH,TrialEnded,TrialEndReason,TrialEndAbs,TrialEndRel,SurveyResponse,SurveyResponseCorrect,SurveyRT,BrakeInput,ThrottleInput,SteeringInput,Car2Marge,Collision,Car2DecelStartAbs,Car2CollisionAbs,TimeToCollision
UNKNOWN,0,3.072,0.029,-1,SubBlock,,,,,3.101,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,0.135,-1,SubBlock,,,,,3.207,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,0.935,-1,SubBlock,,,,,4.007,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,0.971,-1,SubBlock,,,,,4.043,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,0.987,-1,SubBlock,,,,,4.06,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.016,-1,SubBlock,,,,,4.088,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.034,-1,SubBlock,,,,,4.106,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.042,-1,SubBlock,,,,,4.114,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.045,-1,SubBlock,,,,,4.117,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.048,-1,SubBlock,,,,,4.12,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.05,-1,SubBlock,,,,,4.122,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.053,-1,SubBlock,,,,,4.125,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.055,-1,SubBlock,,,,,4.128,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.058,-1,SubBlock,,,,,4.131,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.061,-1,SubBlock,,,,,4.133,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.063,-1,SubBlock,,,,,4.135,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.066,-1,SubBlock,,,,,4.138,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.069,-1,SubBlock,,,,,4.141,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.071,-1,SubBlock,,,,,4.143,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.073,-1,SubBlock,,,,,4.146,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.076,-1,SubBlock,,,,,4.148,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.084,-1,SubBlock,,,,,4.156,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.086,-1,SubBlock,,,,,4.158,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.09,-1,SubBlock,,,,,4.162,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.093,-1,SubBlock,,,,,4.165,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.097,-1,SubBlock,,,,,4.169,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.099,-1,SubBlock,,,,,4.172,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.103,-1,SubBlock,,,,,4.175,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.106,-1,SubBlock,,,,,4.178,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.108,-1,SubBlock,,,,,4.18,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.11,-1,SubBlock,,,,,4.183,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.113,-1,SubBlock,,,,,4.185,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.115,-1,SubBlock,,,,,4.187,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.117,-1,SubBlock,,,,,4.189,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.12,-1,SubBlock,,,,,4.192,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.122,-1,SubBlock,,,,,4.194,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.125,-1,SubBlock,,,,,4.197,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.127,-1,SubBlock,,,,,4.2,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.131,-1,SubBlock,,,,,4.203,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.133,-1,SubBlock,,,,,4.205,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.138,-1,SubBlock,,,,,4.21,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.14,-1,SubBlock,,,,,4.212,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.228,-1,SubBlock,,,,,4.301,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.331,-1,SubBlock,,,,,4.403,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.429,-1,SubBlock,,,,,4.501,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.531,-1,SubBlock,,,,,4.603,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.631,-1,SubBlock,,,,,4.703,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.729,-1,SubBlock,,,,,4.801,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.83,-1,SubBlock,,,,,4.902,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,1.929,-1,SubBlock,,,,,5.001,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,2.03,-1,SubBlock,,,,,5.102,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,2.13,-1,SubBlock,,,,,5.202,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,2.23,-1,SubBlock,,,,,5.302,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,2.328,-1,SubBlock,,,,,5.4,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,2.429,-1,SubBlock,,,,,5.501,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.072,2.529,-1,SubBlock,,,,,5.601,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
