Time,X,Y,Z,SpeedMPH
19.00,1.0571,0.8681,109.3410,14.44
19.10,1.0616,0.8681,109.9864,14.44
19.20,1.0663,0.8681,110.6316,14.43
19.30,1.0711,0.8681,111.2767,14.43
19.41,1.0759,0.8681,111.9216,14.43
19.52,1.0807,0.8681,112.5664,14.42
19.62,1.0856,0.8681,113.2110,14.42
19.72,1.0904,0.8681,113.8555,14.42
19.82,1.0963,0.8681,114.6287,14.41
19.93,1.1011,0.8681,115.2729,14.41
20.03,1.1059,0.8681,115.9169,14.41
20.14,1.1107,0.8681,116.5608,14.40
20.25,1.1165,0.8681,117.3333,14.40
20.36,1.1222,0.8681,118.1055,14.39
20.46,1.1270,0.8681,118.7489,14.39
20.56,1.1318,0.8681,119.3927,14.42
20.68,1.1366,0.8684,120.0435,14.61
20.78,1.1416,0.8691,120.7074,14.88
20.88,1.1476,0.8700,121.5152,15.17
20.98,1.1527,0.8704,122.2056,15.57
21.09,1.1580,0.8708,122.9110,15.87
21.20,1.1644,0.8707,123.7720,16.24
21.31,1.1699,0.8707,124.5125,16.73
21.41,1.1755,0.8684,125.2703,17.15
21.51,1.1766,0.8669,126.0404,17.33
21.61,1.1601,0.8672,126.8122,17.32
21.72,1.1377,0.8684,127.5828,17.31
21.83,1.0972,0.8673,128.5094,17.27
21.93,1.0365,0.8674,129.2770,17.23
22.05,0.9471,0.8682,130.1962,17.23
22.15,0.8730,0.8683,130.9624,17.22
22.25,0.7954,0.8684,131.7294,17.27
22.35,0.7149,0.8686,132.5051,17.51
22.45,0.6319,0.8695,133.2979,17.91
22.56,0.5474,0.8705,134.1043,18.19
22.66,0.4582,0.8697,135.0763,18.26
22.78,0.4117,0.8672,135.8838,18.20
22.88,0.3889,0.8687,136.6928,18.03
22.98,0.4204,0.8691,137.6520,17.87
23.08,0.4858,0.8666,138.4431,17.68
23.20,0.5733,0.8683,139.2221,17.49
23.30,0.6489,0.8661,139.9991,17.44
23.40,0.7105,0.8663,140.7744,17.38
23.51,0.7600,0.8672,141.7010,17.25
23.61,0.7688,0.8662,142.4671,17.12
23.73,0.7939,0.8637,143.3787,16.93
23.83,0.8324,0.8710,144.1232,16.50
23.94,0.8947,0.8712,144.8452,15.91
24.04,0.9959,0.8653,145.5302,15.17
24.15,1.1543,0.8685,146.3028,14.40
24.25,1.3135,0.8673,146.9090,13.77
24.36,1.5302,0.8666,147.5878,13.01
24.47,1.7300,0.8670,148.1124,12.36
24.59,1.9845,0.8674,148.6957,11.58
24.70,2.2075,0.8669,149.1417,10.94
24.81,2.3982,0.8773,149.5729,7.40
24.92,2.4993,0.9144,149.9176,6.58
25.03,2.5804,0.9116,150.1907,6.49
25.13,2.6681,0.8686,150.4327,5.98
25.23,2.7529,0.8766,150.6641,5.49
25.34,2.8354,0.8947,150.8894,5.17
25.45,2.9249,0.8960,151.1517,5.24
25.55,3.0075,0.8838,151.3757,5.66
25.65,3.1092,0.8853,151.6150,5.86
25.75,3.2150,0.8971,151.8637,6.06
25.85,3.3269,0.8911,152.1198,6.47
25.96,3.4456,0.8940,152.3866,6.60
26.06,3.5738,0.8938,152.6609,6.93
26.16,3.7371,0.8911,152.9980,7.11
26.27,3.8819,0.8849,153.2828,7.25
26.39,4.0587,0.8667,153.6253,7.41
26.49,4.2128,0.8620,153.9278,7.69
26.60,4.3710,0.8653,154.2445,7.95
26.70,4.5318,0.8706,154.5723,8.23
26.81,4.7280,0.8738,154.9817,8.52
26.92,4.8905,0.8725,155.3231,8.52
27.02,5.0851,0.8694,155.7329,8.51
27.13,5.2476,0.8674,156.0753,8.51
27.25,5.4430,0.8664,156.4870,8.50
27.36,5.6058,0.8665,156.8304,8.50
27.47,5.8011,0.8669,157.2425,8.49
27.57,5.9637,0.8673,157.5858,8.49
27.68,6.1262,0.8675,157.9289,8.49
27.78,6.2886,0.8675,158.2720,8.49
27.89,6.4835,0.8675,158.6835,8.49
