Time,X,Y,Z
71.15,220.0087,-2109.9100,-878.0159
71.26,220.8220,-2130.2990,-881.1322
71.36,221.6357,-2150.7860,-884.2486
71.46,222.6123,-2175.4990,-887.9884
71.56,223.4265,-2196.2020,-891.1050
71.67,224.2410,-2217.0020,-894.2217
71.77,225.0557,-2237.9010,-897.3385
71.87,225.8707,-2258.8970,-900.4554
71.97,226.6859,-2279.9920,-903.5724
72.07,227.5014,-2301.1850,-906.6895
