ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,SpeedMPH
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,0.35,0.35,0.0011,0.8712,0.1144,2.10
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,0.46,0.46,0.0018,0.8677,0.2175,2.67
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,0.56,0.56,0.0024,0.8684,0.3919,3.58
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,0.66,0.66,0.0031,0.8699,0.5701,4.24
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,0.77,0.77,0.0025,0.8701,0.7780,4.92
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,0.87,0.87,0.0037,0.8698,1.0159,5.58
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,0.97,0.97,0.0102,0.8699,1.2826,6.24
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,1.07,1.07,0.0301,0.8697,1.5778,6.89
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,1.18,1.18,0.0658,0.8693,1.8983,7.49
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,1.28,1.28,0.1192,0.8688,2.2459,8.14
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,1.38,1.38,0.2043,0.8687,2.6981,8.92
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,1.48,1.48,0.2902,0.8690,3.1058,9.58
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,1.59,1.59,0.3758,0.8699,3.5468,10.25
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,1.69,1.69,0.4518,0.8688,4.0120,10.86
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,1.80,1.80,0.5055,0.8704,4.5081,11.45
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,1.90,1.90,0.5305,0.8669,5.0321,12.08
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.00,2.00,0.5330,0.8663,5.6951,12.66
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.10,2.10,0.4976,0.8693,6.2802,13.34
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.21,2.21,0.4347,0.8662,6.8901,14.03
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.32,2.32,0.3449,0.8690,7.5248,14.60
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.42,2.42,0.2295,0.8667,8.1855,15.27
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.52,2.52,0.0740,0.8671,9.0078,15.78
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.63,2.63,-0.0601,0.8672,9.7076,15.98
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.73,2.73,-0.1918,0.8682,10.4095,16.01
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.83,2.83,-0.3233,0.8687,11.1108,16.00
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,2.93,2.93,-0.4538,0.8685,11.8128,16.00
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,3.03,3.03,-0.5831,0.8682,12.5154,15.99
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,3.13,3.13,-0.7114,0.8680,13.2185,15.99
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,3.23,3.23,-0.8389,0.8679,13.9216,15.98
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,3.34,3.34,-0.9659,0.8680,14.6246,15.98
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,3.44,3.44,-1.1124,0.8681,15.4690,15.97
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,3.55,3.55,-1.2150,0.8681,16.1742,15.93
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,3.65,3.65,-1.3003,0.8669,16.8788,15.82
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,3.75,3.75,-1.3539,0.8716,17.5823,15.78
NA,NA,-1,Unknown,Unknown,Unknown,Unknown,3.85,3.85,-1.3976,0.8710,18.2839,15.76
