ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,LaneDeviation,SpeedMPH,TrialEnded,TrialEndReason,TrialEndTimeAbs,TrialEndTimeRel,SurveyQuestion,SurveyResponse,SurveyRT
1,Day,0,Practice,Expected,Red,Right,2.36,0.00,0.0000,0.8375,-0.0025,0.0000,0.00,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,2.36,0.00,0.0000,0.8375,-0.0025,0.0000,0.00,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,2.46,0.10,0.0000,0.8487,-0.0025,0.0000,0.21,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,2.56,0.21,0.0000,0.8589,-0.0025,0.0000,0.22,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,2.66,0.31,0.0000,0.8666,-0.0025,0.0000,0.13,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,2.77,0.41,0.0000,0.8702,-0.0025,0.0000,0.03,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,2.87,0.52,0.0000,0.8705,-0.0025,0.0000,0.02,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,2.97,0.62,0.0000,0.8693,-0.0025,0.0000,0.03,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,3.08,0.72,0.0000,0.8681,-0.0025,0.0000,0.02,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,3.18,0.82,0.0000,0.8675,-0.0021,0.0000,0.03,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,3.29,0.93,0.0000,0.8673,0.0041,0.0000,0.29,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,3.39,1.03,0.0000,0.8674,0.0256,0.0000,0.74,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,3.49,1.13,0.0008,0.8675,0.0724,0.0008,1.38,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,3.59,1.24,0.0055,0.8676,0.1526,0.0055,2.04,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,3.70,1.34,0.0175,0.8677,0.2657,0.0175,2.70,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,3.80,1.45,0.0390,0.8677,0.4078,0.0390,3.47,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,3.91,1.55,0.0686,0.8677,0.5823,0.0686,4.13,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,4.01,1.65,0.1053,0.8677,0.7827,0.1053,4.80,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,4.11,1.76,0.1521,0.8676,1.0187,0.1521,5.46,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,4.22,1.86,0.2098,0.8676,1.2861,0.2098,6.23,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,4.32,1.97,0.2805,0.8676,1.5858,0.2805,6.90,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
1,Day,0,Practice,Expected,Red,Right,4.43,2.07,0.3661,0.8676,1.9168,0.3661,7.56,1,Manual_P,4.51,2.15,What was the color of the REAR turn signal?,RED,5.429
