Time,X,Y,Z,SpeedMPH
0.35,0.0022,0.8588,-0.0074,0.35
0.45,0.0034,0.8693,-0.0089,0.18
0.56,0.0039,0.8733,-0.0079,0.08
0.66,0.0037,0.8727,-0.0059,0.10
0.76,0.0029,0.8699,-0.0034,0.10
0.86,0.0022,0.8677,-0.0019,0.07
0.97,0.0015,0.8667,0.0014,0.10
1.07,0.0009,0.8668,0.0141,0.36
1.17,0.0011,0.8680,0.0465,0.85
1.28,0.0024,0.8699,0.1044,1.47
1.38,0.0094,0.8700,0.1877,2.15
1.48,0.0232,0.8697,0.3006,2.81
1.58,0.0480,0.8699,0.4743,3.60
1.69,0.0764,0.8700,0.6504,4.26
1.79,0.1130,0.8699,0.8557,4.92
1.89,0.1582,0.8701,1.0890,5.58
1.99,0.2144,0.8699,1.3506,6.25
2.10,0.2812,0.8700,1.6393,6.90
2.20,0.3623,0.8698,1.9553,7.57
2.30,0.4577,0.8700,2.2973,8.21
2.40,0.5706,0.8695,2.6650,8.88
2.50,0.7307,0.8694,3.1385,9.66
2.61,0.8867,0.8691,3.5583,10.30
2.71,1.0672,0.8689,4.0003,10.95
2.81,1.2602,0.8689,4.4692,11.60
2.92,1.4453,0.8721,4.9709,12.16
3.02,1.6455,0.8681,5.6085,12.83
3.12,1.7874,0.8689,6.1794,13.38
3.22,1.9025,0.8678,6.7822,13.96
3.33,1.9867,0.8682,7.4190,14.66
3.43,2.0449,0.8685,8.0864,15.28
3.53,2.0736,0.8682,8.7831,15.90
3.63,2.0718,0.8683,9.5082,16.52
3.74,2.0358,0.8678,10.2591,17.13
3.84,1.9610,0.8689,11.0349,17.73
3.94,1.8431,0.8699,11.8309,18.31
4.04,1.6839,0.8675,12.6437,18.77
4.14,1.4332,0.8685,13.6466,19.60
4.24,1.1925,0.8670,14.4994,19.99
4.35,0.9404,0.8681,15.3632,20.16
4.45,0.6813,0.8666,16.2266,20.18
4.55,0.4168,0.8667,17.0883,20.18
4.65,0.1487,0.8674,17.9489,20.17
4.75,-0.1222,0.8679,18.8087,20.16
4.85,-0.3949,0.8682,19.6677,20.16
4.96,-0.6688,0.8683,20.5262,20.15
5.06,-0.9434,0.8682,21.3842,20.15
5.16,-1.2735,0.8681,22.4134,20.14
5.27,-1.5485,0.8681,23.2708,20.14
5.37,-1.8235,0.8681,24.1280,20.14
5.47,-2.0982,0.8681,24.9851,20.13
5.57,-2.3727,0.8681,25.8420,20.13
5.67,-2.6469,0.8681,26.6988,20.12
5.78,-2.9190,0.8681,27.5561,20.12
5.88,-3.2225,0.8681,28.5902,20.07
5.98,-3.4535,0.8689,29.4542,19.98
6.09,-3.6438,0.8683,30.3218,19.82
6.19,-3.8027,0.8658,31.1923,19.79
6.29,-3.9385,0.8675,32.0659,19.80
6.39,-4.0693,0.8668,32.9406,19.80
6.49,-4.1915,0.8670,33.8170,19.79
6.59,-4.2922,0.8683,34.6959,19.75
6.69,-4.3672,0.8688,35.5725,19.65
6.80,-4.3970,0.8692,36.4456,19.49
6.90,-4.3812,0.8706,37.3117,19.35
7.00,-4.3198,0.8683,38.1696,19.21
7.10,-4.1870,0.8680,39.1859,19.08
7.20,-4.0297,0.8674,40.0216,18.99
7.30,-3.8350,0.8669,40.8469,18.99
7.41,-3.6187,0.8655,41.6669,18.99
7.51,-3.3921,0.8648,42.4849,18.99
7.61,-3.1590,0.8659,43.3007,18.98
7.72,-2.9204,0.8673,44.1148,18.98
7.82,-2.6779,0.8682,44.9276,18.97
7.92,-2.4325,0.8685,45.7393,18.97
8.02,-2.1852,0.8684,46.5502,18.96
8.12,-1.9367,0.8683,47.3606,18.96
8.22,-1.6877,0.8681,48.1706,18.95
8.32,-1.3888,0.8681,49.1423,18.95
8.42,-1.1399,0.8681,49.9519,18.95
8.52,-0.8914,0.8681,50.7614,18.94
8.62,-0.6432,0.8681,51.5709,18.94
8.72,-0.3954,0.8681,52.3802,18.93
8.82,-0.1480,0.8681,53.1895,18.93
8.93,0.0992,0.8681,53.9986,18.92
9.03,0.3462,0.8681,54.8076,18.92
9.13,0.5931,0.8681,55.6164,18.92
9.23,0.8399,0.8681,56.4251,18.91
9.33,1.0866,0.8681,57.2336,18.91
9.43,1.3333,0.8681,58.0418,18.90
9.54,1.5800,0.8681,58.8499,18.90
9.64,1.8267,0.8681,59.6578,18.89
9.74,2.1226,0.8681,60.6271,18.89
9.84,2.3692,0.8681,61.4345,18.88
9.94,2.6158,0.8681,62.2418,18.88
10.05,2.8623,0.8681,63.0490,18.88
10.15,3.1088,0.8681,63.8559,18.87
10.25,3.3552,0.8681,64.6626,18.87
10.35,3.6015,0.8681,65.4692,18.86
10.45,3.8478,0.8681,66.2756,18.86
10.55,4.0870,0.8681,67.0837,18.85
10.65,4.3051,0.8681,67.8960,18.80
10.76,4.5024,0.8693,68.7095,18.67
10.86,4.6619,0.8677,69.5247,18.50
10.96,4.7722,0.8663,70.3405,18.37
11.06,4.8519,0.8665,71.3195,18.32
11.16,4.8876,0.8666,72.1374,18.33
11.27,4.9138,0.8671,72.9564,18.34
11.37,4.9369,0.8677,73.7756,18.34
11.47,4.9545,0.8681,74.5947,18.33
