Time,X,Y,Z,SpeedMPH
0.35,0.0022,0.8588,-0.0074,0.35
0.46,0.0034,0.8693,-0.0089,0.18
0.56,0.0039,0.8733,-0.0079,0.08
0.66,0.0037,0.8727,-0.0059,0.10
0.76,0.0031,0.8704,-0.0037,0.10
0.86,0.0022,0.8677,-0.0019,0.07
0.97,0.0015,0.8666,-0.0013,0.03
1.07,0.0009,0.8663,-0.0012,0.02
1.18,0.0006,0.8666,-0.0015,0.02
1.28,0.0005,0.8670,-0.0012,0.04
1.38,0.0005,0.8675,0.0025,0.12
1.48,0.0006,0.8684,0.0237,0.50
1.59,0.0020,0.8696,0.0679,1.13
1.69,0.0054,0.8696,0.1361,1.80
1.80,0.0169,0.8701,0.2570,2.58
1.91,0.0348,0.8696,0.3892,3.25
2.01,0.0591,0.8702,0.5501,3.91
2.12,0.0915,0.8699,0.7399,4.57
2.22,0.1317,0.8701,0.9582,5.23
2.32,0.1823,0.8700,1.2050,5.90
2.42,0.2560,0.8701,1.5378,6.69
2.53,0.3253,0.8701,1.8472,7.37
2.63,0.3920,0.8703,2.1875,8.02
2.73,0.4437,0.8695,2.5582,8.67
2.83,0.4813,0.8690,2.9578,9.27
2.93,0.4973,0.8680,3.3860,9.87
3.03,0.4951,0.8675,3.8409,10.46
3.14,0.4719,0.8671,4.3251,11.11
3.24,0.4161,0.8686,4.9415,11.91
3.35,0.3420,0.8680,5.4843,12.50
3.45,0.2403,0.8676,6.0528,13.19
3.56,0.1146,0.8687,6.6433,13.77
3.66,-0.0791,0.8664,7.3791,14.49
3.78,-0.2659,0.8661,8.0212,15.22
3.88,-0.4757,0.8712,8.8369,15.93
3.98,-0.6355,0.8727,9.5389,16.36
4.08,-0.7619,0.8692,10.2669,16.86
4.18,-0.8545,0.8667,11.0219,17.29
4.29,-0.9017,0.8674,11.8082,17.91
4.39,-0.9094,0.8674,12.6238,18.53
4.49,-0.8738,0.8681,13.4661,19.14
4.59,-0.7903,0.8692,14.3304,19.74
4.69,-0.6602,0.8687,15.2120,20.16
4.80,-0.4743,0.8706,16.1077,20.66
4.90,-0.2351,0.8710,17.0094,21.23
5.00,0.1266,0.8731,18.0958,21.47
5.10,0.4832,0.8681,18.9939,21.82
5.21,0.8823,0.8696,19.9240,23.01
5.31,1.3056,0.8721,20.8892,23.80
5.41,1.7165,0.8707,21.8842,24.38
5.51,2.0985,0.8701,22.9077,24.75
5.61,2.4479,0.8696,23.9645,25.13
5.71,2.7511,0.8694,25.0500,25.30
5.82,2.9977,0.8706,26.1613,25.59
5.92,3.1857,0.8697,27.2907,25.69
6.02,3.3095,0.8704,28.4342,25.87
6.12,3.3528,0.8834,29.5881,25.91
6.22,3.3325,0.8964,30.7419,25.86
6.32,3.2480,0.9095,31.8851,25.68
6.42,3.0696,0.9258,33.2358,25.41
6.53,2.8690,0.9329,34.3412,25.17
6.63,2.6302,0.9302,35.4304,24.94
6.73,2.3491,0.9217,36.4997,24.68
6.83,2.0263,0.9041,37.5467,24.44
6.94,1.6745,0.8702,38.5796,24.26
7.04,1.1632,0.8597,39.7958,24.91
7.15,0.6722,0.8744,40.8125,25.31
7.25,0.1729,0.8653,41.8421,25.72
7.35,-0.3073,0.8627,42.8861,25.70
7.45,-0.7589,0.8773,43.9388,25.59
7.55,-1.1841,0.8733,44.9983,25.50
7.65,-1.5504,0.8681,46.0725,25.44
7.76,-1.8633,0.8706,47.1596,25.28
7.86,-2.1686,0.8734,48.4698,25.02
7.96,-2.3681,0.8668,49.5676,24.92
8.07,-2.5184,0.8685,50.6689,24.86
8.17,-2.6392,0.8677,51.7725,24.83
8.27,-2.7315,0.8672,52.8772,24.79
8.37,-2.8033,0.8671,53.9826,24.77
8.47,-2.8619,0.8656,55.0881,24.76
8.57,-2.8971,0.8687,56.1937,24.73
8.68,-2.9160,0.8645,57.2980,24.70
8.78,-2.9262,0.8648,58.4021,24.70
8.88,-2.9277,0.8665,59.5059,24.69
8.98,-2.9005,0.8685,60.8287,24.63
9.08,-2.8569,0.8680,61.9279,24.61
9.18,-2.8061,0.8686,63.0266,24.61
9.29,-2.7485,0.8686,64.1248,24.60
9.39,-2.6842,0.8683,65.2224,24.59
9.49,-2.6148,0.8681,66.3194,24.59
9.59,-2.5415,0.8680,67.4160,24.58
9.69,-2.4652,0.8680,68.5121,24.58
9.79,-2.3868,0.8680,69.6078,24.57
9.90,-2.3069,0.8681,70.7031,24.56
10.00,-2.2261,0.8681,71.7981,24.56
10.10,-2.1448,0.8681,72.8929,24.55
10.20,-2.0471,0.8681,74.2062,24.55
10.30,-1.9544,0.8681,75.2992,24.53
10.41,-1.8370,0.8691,76.3882,24.46
10.51,-1.6982,0.8727,77.4719,24.40
10.61,-1.5113,0.8686,78.5486,24.63
10.72,-1.2867,0.8682,79.6368,25.09
10.82,-1.0352,0.8709,80.7476,25.73
10.92,-0.7001,0.8685,82.1098,26.32
11.02,-0.4009,0.8679,83.2556,26.58
11.12,-0.0910,0.8684,84.4037,26.64
11.22,0.2253,0.8686,85.5503,26.64
11.33,0.5446,0.8683,86.6963,26.63
11.43,0.8490,0.8680,87.8459,26.59
11.53,1.1382,0.8679,88.9975,26.56
