ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,SpeedMPH
,Day,0,Practice,Unexpected,Red,Left,5.86,0.00,0.0000,1.0765,-0.0025,1.32
,Day,0,Practice,Unexpected,Red,Left,5.96,0.10,0.0000,0.9587,-0.0025,3.51
,Day,0,Practice,Unexpected,Red,Left,6.06,0.21,0.0005,0.8465,-0.0037,0.46
,Day,0,Practice,Unexpected,Red,Left,6.16,0.31,0.0025,0.8614,-0.0080,0.32
,Day,0,Practice,Unexpected,Red,Left,6.26,0.41,0.0036,0.8706,-0.0089,0.15
,Day,0,Practice,Unexpected,Red,Left,6.36,0.51,0.0039,0.8735,-0.0076,0.08
,Day,0,Practice,Unexpected,Red,Left,6.47,0.61,0.0036,0.8723,-0.0054,0.10
,Day,0,Practice,Unexpected,Red,Left,6.57,0.72,0.0029,0.8699,-0.0034,0.10
,Day,0,Practice,Unexpected,Red,Left,6.67,0.82,0.0022,0.8677,-0.0019,0.07
,Day,0,Practice,Unexpected,Red,Left,6.77,0.92,0.0015,0.8666,-0.0013,0.03
,Day,0,Practice,Unexpected,Red,Left,6.88,1.02,0.0009,0.8663,-0.0012,0.02
,Day,0,Practice,Unexpected,Red,Left,6.98,1.13,0.0006,0.8667,-0.0016,0.02
,Day,0,Practice,Unexpected,Red,Left,7.09,1.23,0.0005,0.8671,-0.0011,0.04
,Day,0,Practice,Unexpected,Red,Left,7.19,1.33,0.0005,0.8677,0.0078,0.25
,Day,0,Practice,Unexpected,Red,Left,7.29,1.44,0.0006,0.8688,0.0355,0.72
,Day,0,Practice,Unexpected,Red,Left,7.40,1.54,0.0007,0.8704,0.0862,1.30
,Day,0,Practice,Unexpected,Red,Left,7.50,1.64,0.0026,0.8697,0.1640,2.01
,Day,0,Practice,Unexpected,Red,Left,7.60,1.75,0.0108,0.8698,0.2963,2.80
,Day,0,Practice,Unexpected,Red,Left,7.70,1.85,0.0256,0.8699,0.4376,3.44
,Day,0,Practice,Unexpected,Red,Left,7.80,1.95,0.0491,0.8697,0.6080,4.11
,Day,0,Practice,Unexpected,Red,Left,7.90,2.05,0.0688,0.8697,0.8072,4.75
,Day,0,Practice,Unexpected,Red,Left,8.01,2.16,0.0761,0.8694,1.0366,5.41
,Day,0,Practice,Unexpected,Red,Left,8.11,2.26,0.0821,0.8700,1.2968,6.07
,Day,0,Practice,Unexpected,Red,Left,8.22,2.36,0.0879,0.8702,1.6478,6.88
,Day,0,Practice,Unexpected,Red,Left,8.33,2.47,0.0984,0.8702,1.9728,7.53
,Day,0,Practice,Unexpected,Red,Left,8.43,2.57,0.1212,0.8699,2.3261,8.19
,Day,0,Practice,Unexpected,Red,Left,8.53,2.67,0.1480,0.8699,2.7099,8.85
,Day,0,Practice,Unexpected,Red,Left,8.63,2.78,0.1757,0.8704,3.1230,9.54
,Day,0,Practice,Unexpected,Red,Left,8.73,2.88,0.2001,0.8702,3.5662,10.19
,Day,0,Practice,Unexpected,Red,Left,8.83,2.98,0.2155,0.8695,4.0385,10.86
,Day,0,Practice,Unexpected,Red,Left,8.94,3.08,0.2274,0.8717,4.5424,11.52
,Day,0,Practice,Unexpected,Red,Left,9.04,3.18,0.2402,0.8704,5.0753,12.21
,Day,0,Practice,Unexpected,Red,Left,9.14,3.29,0.2608,0.8698,5.7540,13.01
,Day,0,Practice,Unexpected,Red,Left,9.25,3.40,0.2789,0.8710,6.3522,13.60
,Day,0,Practice,Unexpected,Red,Left,9.35,3.50,0.2984,0.8712,6.9816,14.34
,Day,0,Practice,Unexpected,Red,Left,9.46,3.60,0.3190,0.8701,7.6394,15.02
,Day,0,Practice,Unexpected,Red,Left,9.56,3.71,0.3450,0.8701,8.4686,15.83
,Day,0,Practice,Unexpected,Red,Left,9.67,3.81,0.3678,0.8705,9.1925,16.40
,Day,0,Practice,Unexpected,Red,Left,9.77,3.92,0.3993,0.8714,9.9466,17.13
,Day,0,Practice,Unexpected,Red,Left,9.87,4.02,0.4371,0.8700,10.7277,17.80
,Day,0,Practice,Unexpected,Red,Left,9.98,4.12,0.4790,0.8713,11.5401,18.38
,Day,0,Practice,Unexpected,Red,Left,10.08,4.22,0.5301,0.8718,12.3808,19.09
,Day,0,Practice,Unexpected,Red,Left,10.18,4.33,0.5933,0.8707,13.4301,19.92
,Day,0,Practice,Unexpected,Red,Left,10.28,4.43,0.6350,0.8707,14.3336,20.50
,Day,0,Practice,Unexpected,Red,Left,10.39,4.53,0.6773,0.8685,15.2715,21.22
,Day,0,Practice,Unexpected,Red,Left,10.49,4.63,0.7313,0.8704,16.2323,21.77
,Day,0,Practice,Unexpected,Red,Left,10.59,4.74,0.7886,0.8658,17.2253,22.52
,Day,0,Practice,Unexpected,Red,Left,10.69,4.84,0.8319,0.8722,18.2463,23.12
,Day,0,Practice,Unexpected,Red,Left,10.80,4.94,0.8648,0.8675,19.2901,23.74
,Day,0,Practice,Unexpected,Red,Left,10.90,5.04,0.9088,0.8674,20.3714,24.39
,Day,0,Practice,Unexpected,Red,Left,11.00,5.15,0.9747,0.8733,21.7004,25.16
,Day,0,Practice,Unexpected,Red,Left,11.10,5.25,1.0202,0.8696,22.8410,25.71
,Day,0,Practice,Unexpected,Red,Left,11.20,5.35,1.0456,0.8708,24.0080,26.42
,Day,0,Practice,Unexpected,Red,Left,11.31,5.45,1.0879,0.8713,25.2079,27.02
,Day,0,Practice,Unexpected,Red,Left,11.41,5.56,1.1222,0.8706,26.4354,27.66
,Day,0,Practice,Unexpected,Red,Left,11.52,5.66,1.1345,0.8707,27.6865,28.32
,Day,0,Practice,Unexpected,Red,Left,11.62,5.76,1.1122,0.8684,28.9596,28.77
,Day,0,Practice,Unexpected,Red,Left,11.72,5.87,1.1027,0.8642,30.5397,29.68
,Day,0,Practice,Unexpected,Red,Left,11.82,5.97,1.1066,0.8744,31.8826,30.23
,Day,0,Practice,Unexpected,Red,Left,11.93,6.07,1.0928,0.8711,33.2523,30.93
,Day,0,Practice,Unexpected,Red,Left,12.03,6.17,1.0806,0.8692,34.6506,31.58
,Day,0,Practice,Unexpected,Red,Left,12.13,6.28,1.0815,0.8718,36.0802,32.20
,Day,0,Practice,Unexpected,Red,Left,12.24,6.38,1.1062,0.8683,37.5276,32.66
,Day,0,Practice,Unexpected,Red,Left,12.34,6.48,1.1483,0.8679,38.9970,33.08
,Day,0,Practice,Unexpected,Red,Left,12.44,6.58,1.1836,0.8668,40.4814,33.25
,Day,0,Practice,Unexpected,Red,Left,12.54,6.69,1.1943,0.8675,42.2621,33.17
,Day,0,Practice,Unexpected,Red,Left,12.65,6.79,1.1837,0.8696,43.7376,33.00
,Day,0,Practice,Unexpected,Red,Left,12.75,6.89,1.1237,0.8676,45.2045,32.71
,Day,0,Practice,Unexpected,Red,Left,12.85,6.99,1.0233,0.8674,46.6531,32.35
,Day,0,Practice,Unexpected,Red,Left,12.95,7.10,0.8908,0.8669,48.0761,31.72
,Day,0,Practice,Unexpected,Red,Left,13.05,7.20,0.7428,0.8653,49.4666,31.04
,Day,0,Practice,Unexpected,Red,Left,13.15,7.30,0.6004,0.8642,50.8210,30.26
,Day,0,Practice,Unexpected,Red,Left,13.25,7.40,0.4791,0.8665,52.1489,29.53
,Day,0,Practice,Unexpected,Red,Left,13.36,7.50,0.3953,0.8694,53.4514,28.78
,Day,0,Practice,Unexpected,Red,Left,13.46,7.60,0.3512,0.8682,54.7240,28.22
,Day,0,Practice,Unexpected,Red,Left,13.56,7.71,0.3618,0.8711,56.2120,27.55
,Day,0,Practice,Unexpected,Red,Left,13.67,7.81,0.4274,0.8691,57.4299,27.13
,Day,0,Practice,Unexpected,Red,Left,13.77,7.92,0.5365,0.8623,58.6311,26.92
,Day,0,Practice,Unexpected,Red,Left,13.87,8.02,0.6631,0.8630,59.8157,26.60
,Day,0,Practice,Unexpected,Red,Left,13.97,8.12,0.7869,0.8650,60.9945,26.47
,Day,0,Practice,Unexpected,Red,Left,14.08,8.22,0.8923,0.8668,62.1695,26.32
,Day,0,Practice,Unexpected,Red,Left,14.18,8.32,1.0149,0.8660,63.3327,26.05
,Day,0,Practice,Unexpected,Red,Left,14.28,8.43,1.1907,0.8668,64.7105,25.74
,Day,0,Practice,Unexpected,Red,Left,14.39,8.53,1.3620,0.8681,65.8455,25.58
,Day,0,Practice,Unexpected,Red,Left,14.49,8.64,1.5375,0.8636,66.9721,25.54
,Day,0,Practice,Unexpected,Red,Left,14.59,8.74,1.6941,0.8630,68.1010,25.47
,Day,0,Practice,Unexpected,Red,Left,14.69,8.84,1.8317,0.8715,69.2297,25.33
,Day,0,Practice,Unexpected,Red,Left,14.80,8.94,1.9455,0.8664,70.3493,25.07
,Day,0,Practice,Unexpected,Red,Left,14.90,9.05,2.0534,0.8660,71.6743,24.60
,Day,0,Practice,Unexpected,Red,Left,15.01,9.15,2.1320,0.8660,72.7490,23.96
,Day,0,Practice,Unexpected,Red,Left,15.11,9.25,2.1989,0.8652,73.7959,23.27
,Day,0,Practice,Unexpected,Red,Left,15.21,9.36,2.2552,0.8637,74.8137,22.58
,Day,0,Practice,Unexpected,Red,Left,15.32,9.46,2.3109,0.8631,75.8012,21.84
