ParticipantID,Block,BlockStartAbs,BlockTimeRel,TrialIndex,Scene,Event,Expectancy,SignalColor,MergeSide,TimeAbs,TrialTimeRel,X,Y,Z,LaneDeviation,SpeedMPH,TrialEnded,TrialEndReason,TrialEndAbs,TrialEndRel,SurveyResponse,SurveyResponseCorrect,SurveyRT,BrakeInput,ThrottleInput,SteeringInput,Car2Marge,Collision,Car2DecelStartAbs,Car2CollisionAbs,TimeToCollision
UNKNOWN,0,3.074,0.068,-1,SubBlock,,,,,3.142,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,0.189,-1,SubBlock,,,,,3.263,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.521,-1,SubBlock,,,,,4.594,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.588,-1,SubBlock,,,,,4.662,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.619,-1,SubBlock,,,,,4.693,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.65,-1,SubBlock,,,,,4.724,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.655,-1,SubBlock,,,,,4.729,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.66,-1,SubBlock,,,,,4.733,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.664,-1,SubBlock,,,,,4.738,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.667,-1,SubBlock,,,,,4.741,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.671,-1,SubBlock,,,,,4.745,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.676,-1,SubBlock,,,,,4.75,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.681,-1,SubBlock,,,,,4.754,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.685,-1,SubBlock,,,,,4.758,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.688,-1,SubBlock,,,,,4.762,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.693,-1,SubBlock,,,,,4.766,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.697,-1,SubBlock,,,,,4.771,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.702,-1,SubBlock,,,,,4.776,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.706,-1,SubBlock,,,,,4.78,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.712,-1,SubBlock,,,,,4.785,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.716,-1,SubBlock,,,,,4.789,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.72,-1,SubBlock,,,,,4.794,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.726,-1,SubBlock,,,,,4.8,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.73,-1,SubBlock,,,,,4.804,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.735,-1,SubBlock,,,,,4.808,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.739,-1,SubBlock,,,,,4.813,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.745,-1,SubBlock,,,,,4.818,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.749,-1,SubBlock,,,,,4.823,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.753,-1,SubBlock,,,,,4.827,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.758,-1,SubBlock,,,,,4.832,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.763,-1,SubBlock,,,,,4.836,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.768,-1,SubBlock,,,,,4.841,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.772,-1,SubBlock,,,,,4.846,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
UNKNOWN,0,3.074,1.778,-1,SubBlock,,,,,4.851,-1,,,,,0,0,,-1,-1,,,-1,50,50,0,0,,,,
