Time,X,Y,Z,SpeedMPH
9.44,3.0196,0.8698,47.7141,28.21
9.55,3.1137,0.8696,48.9748,28.41
9.66,3.2377,0.8707,50.2319,28.36
9.76,3.4349,0.8691,51.7313,28.10
9.86,3.6423,0.8702,52.9690,28.01
9.97,3.8841,0.8646,54.1944,28.00
10.07,4.1188,0.8632,55.4213,27.94
10.17,4.3298,0.8656,56.6488,27.82
10.27,4.5151,0.8760,57.8770,27.63
10.37,4.6761,0.8660,59.0960,27.47
10.48,4.7642,0.8737,60.3141,27.28
10.58,4.8171,0.8662,61.5280,27.19
10.68,4.8221,0.8662,62.7425,27.15
10.78,4.7907,0.8675,63.9537,27.11
10.88,4.7134,0.8677,65.4039,27.06
10.98,4.6210,0.8657,66.6091,27.03
11.08,4.5019,0.8668,67.8100,27.00
11.18,4.3491,0.8674,69.0043,26.91
11.29,4.1520,0.8717,70.1869,26.74
11.39,3.9215,0.8673,71.3570,26.67
11.49,3.6564,0.8665,72.5186,26.66
11.59,3.3756,0.8667,73.6761,26.65
11.70,3.0816,0.8663,74.8303,26.64
11.80,2.7094,0.8663,76.2095,26.62
11.91,2.3895,0.8673,77.3554,26.61
12.01,2.0572,0.8698,78.4991,26.58
12.11,1.6938,0.8692,79.6263,26.51
12.21,1.3124,0.8645,80.7470,26.47
12.31,0.9182,0.8669,81.8613,26.47
12.42,0.5157,0.8669,82.9747,26.46
12.52,0.1243,0.8673,84.0906,26.43
12.62,-0.3197,0.8679,85.4342,26.37
12.73,-0.6902,0.8663,86.5535,26.36
12.84,-1.0561,0.8663,87.6736,26.36
12.94,-1.4850,0.8688,89.0208,26.35
13.04,-1.8423,0.8682,90.1423,26.34
13.15,-2.2201,0.8684,91.2552,26.28
13.25,-2.6040,0.8670,92.3652,26.24
13.35,-2.9917,0.8656,93.4736,26.29
13.46,-3.3900,0.8675,94.5858,26.50
13.56,-3.8809,0.8685,95.9386,27.00
13.67,-4.2818,0.8693,97.0899,27.31
13.77,-4.6611,0.8689,98.2453,27.37
13.88,-5.0086,0.8667,99.4126,27.18
13.98,-5.2968,0.8711,100.5853,26.96
14.09,-5.5753,0.8708,101.9959,26.74
14.19,-5.7560,0.8667,103.1764,26.80
14.29,-5.8868,0.8664,104.3718,27.08
14.40,-5.9754,0.8685,105.5893,27.53
14.50,-6.0146,0.8698,107.0746,27.88
14.60,-5.9833,0.8703,108.3202,27.88
14.71,-5.8891,0.8728,109.5638,28.03
14.81,-5.7309,0.8780,110.8050,28.04
14.92,-5.5194,0.8771,112.0415,28.12
15.03,-5.1864,0.8707,113.5123,28.18
15.13,-4.8323,0.8713,114.7222,28.30
15.24,-4.4047,0.8819,115.9111,28.32
15.34,-3.8128,0.8932,117.3051,28.30
15.45,-3.2565,0.9028,118.4355,28.26
15.55,-2.6457,0.9126,119.5334,28.19
15.65,-1.9838,0.9228,120.5959,28.10
15.76,-1.2747,0.9333,121.6202,27.98
15.86,-0.3681,0.9453,122.7969,27.80
15.96,0.4279,0.9533,123.7335,27.63
16.06,1.2554,0.9578,124.6310,27.43
16.17,2.1099,0.9570,125.4913,27.22
16.27,2.9884,0.9489,126.3143,26.96
16.37,3.8884,0.9334,127.0994,26.64
16.48,4.9936,0.9036,127.9885,26.17
16.59,5.6453,0.9422,128.5886,8.73
16.69,5.4632,1.1377,128.8621,7.41
16.79,5.2907,1.2446,129.1492,6.67
16.89,5.1630,1.2816,129.4495,6.05
16.99,5.0887,1.2649,129.7382,5.47
17.10,5.0571,1.1997,129.9847,5.21
17.20,5.0825,1.0963,130.1936,5.27
17.30,5.1379,0.9435,130.3355,5.99
17.41,5.1167,0.8700,130.4679,3.68
17.51,5.1146,0.8676,130.6018,2.52
17.62,5.0964,0.8695,130.6914,1.74
17.72,5.0792,0.8682,130.7485,0.69
17.83,5.0723,0.8685,130.7603,0.23
17.93,5.0754,0.8694,130.7464,0.52
18.03,5.0883,0.8697,130.7099,1.11
18.13,5.1152,0.8697,130.6495,1.73
18.23,5.1563,0.8698,130.5656,2.33
18.33,5.2089,0.8700,130.4574,2.93
18.43,5.2745,0.8701,130.3259,3.52
18.54,5.3516,0.8701,130.1704,4.13
18.64,5.4616,0.8701,129.9520,4.92
18.74,5.5664,0.8696,129.7467,5.27
18.85,5.6716,0.8691,129.5394,5.28
18.95,5.7766,0.8682,129.3322,5.28
19.06,5.8821,0.8674,129.1240,5.27
19.16,5.9880,0.8669,128.9149,5.26
19.26,6.0676,0.8739,128.7223,3.44
19.36,6.0759,0.8797,128.5933,2.07
19.47,6.0741,0.8686,128.5241,1.23
19.57,6.0739,0.8603,128.4847,0.65
19.67,6.0750,0.8609,128.4642,0.37
19.78,6.0760,0.8639,128.4529,0.21
19.88,6.0767,0.8670,128.4477,0.08
