ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,SpeedMPH
,Day,0,Practice,Unexpected,Amber,Left,3.23,0.00,0.0000,1.0608,-0.0025,1.76
,Day,0,Practice,Unexpected,Amber,Left,3.33,0.10,0.0000,0.9234,-0.0025,3.95
,Day,0,Practice,Unexpected,Amber,Left,3.44,0.21,0.0005,0.8465,-0.0037,0.46
,Day,0,Practice,Unexpected,Amber,Left,3.54,0.31,0.0025,0.8614,-0.0080,0.32
,Day,0,Practice,Unexpected,Amber,Left,3.64,0.41,0.0036,0.8705,-0.0105,0.15
,Day,0,Practice,Unexpected,Amber,Left,3.74,0.51,0.0039,0.8735,-0.0066,0.18
,Day,0,Practice,Unexpected,Amber,Left,3.84,0.61,0.0037,0.8729,0.0166,0.66
,Day,0,Practice,Unexpected,Amber,Left,3.94,0.71,0.0032,0.8693,0.0660,1.30
,Day,0,Practice,Unexpected,Amber,Left,4.04,0.82,0.0016,0.8697,0.1612,2.12
,Day,0,Practice,Unexpected,Amber,Left,4.15,0.92,0.0028,0.8701,0.2732,2.78
,Day,0,Practice,Unexpected,Amber,Left,4.25,1.02,0.0101,0.8699,0.4150,3.44
,Day,0,Practice,Unexpected,Amber,Left,4.35,1.12,0.0254,0.8698,0.5849,4.08
,Day,0,Practice,Unexpected,Amber,Left,4.45,1.23,0.0519,0.8695,0.7830,4.74
,Day,0,Practice,Unexpected,Amber,Left,4.55,1.33,0.0838,0.8700,1.0110,5.41
,Day,0,Practice,Unexpected,Amber,Left,4.66,1.43,0.1194,0.8701,1.2685,6.08
,Day,0,Practice,Unexpected,Amber,Left,4.76,1.53,0.1500,0.8698,1.5571,6.76
,Day,0,Practice,Unexpected,Amber,Left,4.86,1.63,0.1716,0.8696,1.9419,7.53
,Day,0,Practice,Unexpected,Amber,Left,4.96,1.73,0.1743,0.8694,2.2934,8.14
,Day,0,Practice,Unexpected,Amber,Left,5.07,1.84,0.1565,0.8685,2.6720,8.76
,Day,0,Practice,Unexpected,Amber,Left,5.17,1.94,0.1218,0.8682,3.0769,9.37
,Day,0,Practice,Unexpected,Amber,Left,5.27,2.04,0.0675,0.8676,3.5097,10.02
,Day,0,Practice,Unexpected,Amber,Left,5.37,2.14,-0.0050,0.8682,3.9684,10.65
,Day,0,Practice,Unexpected,Amber,Left,5.47,2.25,-0.1002,0.8677,4.4532,11.32
,Day,0,Practice,Unexpected,Amber,Left,5.58,2.35,-0.1975,0.8696,4.9704,11.97
,Day,0,Practice,Unexpected,Amber,Left,5.68,2.45,-0.2849,0.8699,5.5140,12.51
,Day,0,Practice,Unexpected,Amber,Left,5.78,2.55,-0.3478,0.8683,6.0819,13.11
