ParticipantID,Block,BlockStartAbs,BlockTimeRel,TrialIndex,Scene,Event,Expectancy,SignalColor,MergeSide,TimeAbs,TrialTimeRel,X,Y,Z,LaneDeviation,SpeedMPH,TrialEnded,TrialEndReason,TrialEndAbs,TrialEndRel,SurveyResponse,SurveyResponseCorrect,SurveyRT,BrakeInput,SteeringInput
4,Day,18.673,1.42,0,E_Red_R,Practice,Expected,Red,Left,20.093,1.983,0,0.838,-0.002,,0,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.48,0,E_Red_R,Practice,Expected,Red,Left,20.153,2.043,0,0.838,-0.002,,0,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.49,0,E_Red_R,Practice,Expected,Red,Left,20.163,2.053,0,0.843,-0.002,,0.039,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.498,0,E_Red_R,Practice,Expected,Red,Left,20.171,2.061,0,0.844,-0.002,,0.089,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.505,0,E_Red_R,Practice,Expected,Red,Left,20.178,2.068,0,0.844,-0.002,,0.089,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.513,0,E_Red_R,Practice,Expected,Red,Left,20.186,2.076,0,0.844,-0.002,,0.131,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.52,0,E_Red_R,Practice,Expected,Red,Left,20.192,2.082,0,0.845,-0.002,,0.131,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.526,0,E_Red_R,Practice,Expected,Red,Left,20.199,2.089,0,0.845,-0.002,,0.131,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.534,0,E_Red_R,Practice,Expected,Red,Left,20.207,2.097,0,0.846,-0.002,,0.164,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.542,0,E_Red_R,Practice,Expected,Red,Left,20.215,2.105,0,0.846,-0.002,,0.164,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.549,0,E_Red_R,Practice,Expected,Red,Left,20.222,2.112,0,0.847,-0.002,,0.19,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.555,0,E_Red_R,Practice,Expected,Red,Left,20.228,2.118,0,0.847,-0.002,,0.19,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.563,0,E_Red_R,Practice,Expected,Red,Left,20.236,2.126,0,0.848,-0.002,,0.209,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.57,0,E_Red_R,Practice,Expected,Red,Left,20.243,2.133,0,0.849,-0.002,,0.209,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.577,0,E_Red_R,Practice,Expected,Red,Left,20.25,2.14,0,0.849,-0.002,,0.209,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.585,0,E_Red_R,Practice,Expected,Red,Left,20.257,2.147,0,0.85,-0.002,,0.222,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.591,0,E_Red_R,Practice,Expected,Red,Left,20.264,2.154,0,0.851,-0.002,,0.222,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.598,0,E_Red_R,Practice,Expected,Red,Left,20.271,2.161,0,0.851,-0.002,,0.23,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.605,0,E_Red_R,Practice,Expected,Red,Left,20.278,2.168,0,0.852,-0.002,,0.23,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.613,0,E_Red_R,Practice,Expected,Red,Left,20.286,2.176,0,0.853,-0.002,,0.232,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.621,0,E_Red_R,Practice,Expected,Red,Left,20.293,2.183,0,0.854,-0.002,,0.232,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.635,0,E_Red_R,Practice,Expected,Red,Left,20.308,2.198,0,0.855,-0.002,,0.23,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.73,0,E_Red_R,Practice,Expected,Red,Left,20.403,2.293,0,0.864,-0.002,,0.161,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.831,0,E_Red_R,Practice,Expected,Red,Left,20.504,2.394,0,0.869,-0.002,,0.067,0,,-1,-1,,,-1,0,0
4,Day,18.673,1.928,0,E_Red_R,Practice,Expected,Red,Left,20.601,2.491,0,0.871,-0.002,,0.19,0,,-1,-1,,,-1,-100,0
4,Day,18.673,2.033,0,E_Red_R,Practice,Expected,Red,Left,20.706,2.596,0,0.87,0.023,,0.873,0,,-1,-1,,,-1,-100,0
4,Day,18.673,2.134,0,E_Red_R,Practice,Expected,Red,Left,20.807,2.697,0,0.869,0.077,,1.567,0,,-1,-1,,,-1,-100,0
4,Day,18.673,2.235,0,E_Red_R,Practice,Expected,Red,Left,20.907,2.797,0,0.868,0.162,,2.239,0,,-1,-1,,,-1,-100,0
4,Day,18.673,2.332,0,E_Red_R,Practice,Expected,Red,Left,21.005,2.895,0,0.867,0.273,,2.91,0,,-1,-1,,,-1,-100,0
4,Day,18.673,2.433,0,E_Red_R,Practice,Expected,Red,Left,21.106,2.996,0,0.867,0.419,,3.582,0,,-1,-1,,,-1,-100,0
4,Day,18.673,2.532,0,E_Red_R,Practice,Expected,Red,Left,21.205,3.095,0,0.867,0.591,,4.254,0,,-1,-1,,,-1,-100,0
