ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,LaneDeviation,SpeedMPH,TrialEnded,TrialEndReason,TrialEndTimeAbs,TrialEndTimeRel,SurveyQuestion,SurveyResponse,SurveyRT
123,Day,0,Practice,Expected,Red,Left,16.24,13.74,-0.1450,0.8681,243.8642,-0.1450,80.10,1,Manual_P,16.46,13.96,What was the color of the REAR turn signal?,AMBER,4.499
123,Day,0,Practice,Expected,Red,Left,16.34,13.84,-0.1676,0.8681,247.7049,-0.1676,80.08,1,Manual_P,16.46,13.96,What was the color of the REAR turn signal?,AMBER,4.499
123,Day,0,Practice,Expected,Red,Left,16.45,13.95,-0.1819,0.8681,251.4874,-0.1819,80.06,1,Manual_P,16.46,13.96,What was the color of the REAR turn signal?,AMBER,4.499
123,Day,1,Practice,Expected,Amber,Left,26.22,0.00,0.0000,0.8347,-0.0025,0.0000,0.00,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,26.22,0.00,0.0000,0.8347,-0.0025,0.0000,0.00,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,26.32,0.11,0.0000,0.8484,-0.0025,0.0000,0.21,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,26.43,0.21,0.0000,0.8592,-0.0025,0.0000,0.22,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,26.54,0.32,0.0000,0.8670,-0.0025,0.0000,0.11,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,26.64,0.42,0.0000,0.8703,-0.0025,0.0000,0.03,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,26.74,0.52,0.0000,0.8705,-0.0025,0.0000,0.02,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,26.84,0.62,0.0000,0.8693,-0.0024,0.0000,0.04,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,26.94,0.72,0.0000,0.8682,0.0003,0.0000,0.16,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.05,0.83,0.0000,0.8675,0.0158,0.0000,0.53,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.15,0.93,0.0000,0.8673,0.0534,0.0000,1.09,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.25,1.03,0.0000,0.8674,0.1206,0.0000,1.87,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.35,1.14,0.0000,0.8675,0.2204,0.0000,2.54,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.46,1.24,0.0000,0.8676,0.3561,0.0000,3.21,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.57,1.35,0.0001,0.8677,0.5250,0.0001,3.88,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.67,1.45,0.0001,0.8677,0.7245,0.0001,4.67,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.78,1.56,0.0001,0.8677,0.9599,0.0001,5.34,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.88,1.66,0.0001,0.8677,1.2229,0.0001,6.01,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,27.99,1.77,0.0002,0.8676,1.5278,0.0002,6.79,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,28.09,1.87,0.0002,0.8676,1.8591,0.0002,7.46,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,28.19,1.98,0.0002,0.8676,2.2227,0.0002,8.14,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,28.30,2.08,0.0003,0.8676,2.6249,0.0003,8.81,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,28.40,2.19,0.0003,0.8676,3.0519,0.0003,9.59,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,28.51,2.29,0.0003,0.8676,3.5196,0.0003,10.26,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,28.61,2.39,0.0004,0.8676,3.9961,0.0004,10.93,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,28.71,2.50,0.0004,0.8681,4.5192,0.0004,11.60,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,28.82,2.60,0.0004,0.8686,5.0840,0.0004,12.39,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,28.92,2.70,0.0004,0.8685,5.6723,0.0004,13.06,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.03,2.81,0.0004,0.8683,6.3067,0.0004,13.73,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.13,2.92,0.0004,0.8682,6.9717,0.0004,14.51,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.23,3.02,0.0004,0.8681,7.6349,0.0004,15.18,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.34,3.12,0.0004,0.8681,8.3698,0.0004,15.85,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.44,3.23,0.0004,0.8681,9.1216,0.0004,16.52,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.54,3.33,0.0004,0.8681,9.8787,0.0004,17.18,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.65,3.43,0.0003,0.8681,10.7076,0.0003,17.96,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.75,3.54,0.0003,0.8681,11.5602,0.0003,18.63,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.86,3.64,0.0002,0.8681,12.4436,0.0002,19.30,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,29.96,3.75,0.0001,0.8681,13.3599,0.0001,19.97,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.06,3.85,0.0000,0.8681,14.2799,0.0000,20.64,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.17,3.95,-0.0001,0.8681,15.2741,-0.0001,21.42,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.27,4.06,-0.0003,0.8681,16.2888,-0.0003,22.09,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.38,4.16,-0.0005,0.8681,17.2994,-0.0005,22.75,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.48,4.26,-0.0007,0.8681,18.3735,-0.0007,23.42,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.58,4.36,-0.0009,0.8681,19.4438,-0.0009,24.09,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.68,4.46,-0.0011,0.8681,20.5464,-0.0011,24.75,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.79,4.57,-0.0014,0.8681,21.7183,-0.0014,25.53,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.89,4.67,-0.0017,0.8681,22.8869,-0.0017,26.20,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,30.99,4.77,-0.0020,0.8681,24.1331,-0.0020,26.87,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,31.09,4.87,-0.0024,0.8681,25.3566,-0.0024,27.53,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,31.19,4.98,-0.0028,0.8681,26.6201,-0.0028,28.20,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,31.30,5.08,-0.0032,0.8681,27.9641,-0.0032,28.87,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,31.40,5.18,-0.0037,0.8681,29.2854,-0.0037,29.53,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,31.51,5.29,-0.0042,0.8681,30.6938,-0.0042,30.31,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,31.61,5.39,-0.0048,0.8681,32.1451,-0.0048,30.97,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,31.71,5.49,-0.0054,0.8681,33.5528,-0.0054,31.64,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,31.82,5.60,-0.0061,0.8681,35.0468,-0.0061,32.31,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,31.92,5.70,-0.0068,0.8681,36.5236,-0.0068,33.08,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.02,5.80,-0.0075,0.8681,38.1039,-0.0075,33.75,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.12,5.91,-0.0083,0.8681,39.6434,-0.0083,34.41,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.23,6.01,-0.0092,0.8681,41.2756,-0.0092,35.08,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.33,6.12,-0.0102,0.8681,42.9407,-0.0102,35.85,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.44,6.22,-0.0111,0.8681,44.5689,-0.0111,36.52,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.54,6.32,-0.0122,0.8681,46.3214,-0.0122,37.18,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.64,6.42,-0.0133,0.8681,48.0081,-0.0133,37.84,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.74,6.53,-0.0145,0.8681,49.7364,-0.0145,38.51,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.85,6.63,-0.0158,0.8681,51.5558,-0.0158,39.17,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,32.95,6.74,-0.0171,0.8681,53.4265,-0.0171,39.95,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,33.06,6.84,-0.0186,0.8681,55.3466,-0.0186,40.61,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,33.16,6.95,-0.0201,0.8681,57.2489,-0.0201,41.23,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
123,Day,1,Practice,Expected,Amber,Left,33.27,7.05,-0.0217,0.8681,59.1706,-0.0217,41.75,1,Manual_P,33.28,7.06,What was the color of the REAR turn signal?,RED,2.135
