Time,X,Y,Z,SpeedMPH
0.35,0.0022,0.8588,-0.0074,0.35
0.45,0.0034,0.8693,-0.0089,0.18
0.56,0.0039,0.8733,-0.0079,0.08
0.66,0.0037,0.8727,-0.0059,0.10
0.76,0.0029,0.8699,-0.0034,0.10
0.86,0.0022,0.8677,-0.0019,0.07
0.97,0.0015,0.8667,0.0027,0.15
1.07,0.0010,0.8670,0.0206,0.46
1.17,0.0011,0.8684,0.0588,1.00
1.27,0.0026,0.8700,0.1219,1.63
1.38,0.0100,0.8700,0.2132,2.31
1.48,0.0276,0.8698,0.3602,3.09
1.58,0.0494,0.8699,0.5146,3.75
1.69,0.0764,0.8701,0.6989,4.43
1.79,0.1027,0.8699,0.9138,5.12
1.89,0.1264,0.8701,1.1585,5.77
1.99,0.1471,0.8700,1.4342,6.44
2.10,0.1729,0.8698,1.7391,7.12
2.20,0.2008,0.8701,2.0736,7.78
2.30,0.2314,0.8699,2.4381,8.44
2.40,0.2722,0.8701,2.9145,9.25
2.51,0.3049,0.8700,3.3447,9.91
2.61,0.3347,0.8696,3.8045,10.58
2.71,0.3508,0.8702,4.2924,11.20
2.82,0.3528,0.8687,4.8101,11.87
2.92,0.3583,0.8712,5.4755,12.66
3.02,0.3708,0.8691,6.0559,13.29
3.13,0.4059,0.8712,6.6665,13.97
3.23,0.4410,0.8688,7.3079,14.63
3.34,0.4808,0.8715,7.9814,15.29
3.44,0.5381,0.8698,8.8228,16.11
3.54,0.5884,0.8710,9.5595,16.77
3.64,0.6443,0.8718,10.3241,17.43
3.75,0.7053,0.8704,11.1179,18.11
3.86,0.7717,0.8720,11.9421,18.76
3.97,0.8473,0.8720,12.9693,19.51
4.08,0.9057,0.8688,13.8594,20.21
4.18,0.9611,0.8719,14.7773,20.81
4.28,1.0193,0.8688,15.9198,21.66
4.38,1.0755,0.8719,16.9034,22.31
4.49,1.1246,0.8707,17.9142,22.93
4.59,1.1618,0.8690,18.9566,23.62
4.69,1.2049,0.8715,20.0315,24.26
4.80,1.2533,0.8705,21.1304,24.88
4.90,1.3087,0.8723,22.2616,25.58
5.01,1.3760,0.8711,23.6570,26.39
5.11,1.4351,0.8735,24.8513,27.01
5.21,1.4948,0.8749,26.0679,27.42
5.31,1.5560,0.8756,27.2976,27.64
5.41,1.6175,0.8719,28.5296,27.69
5.52,1.6813,0.8695,29.7617,27.69
5.62,1.7453,0.8687,30.9957,27.67
5.72,1.8088,0.8675,32.2313,27.66
5.82,1.8738,0.8670,33.4666,27.65
5.92,1.9523,0.8674,34.9480,27.64
6.02,2.0179,0.8679,36.1820,27.64
6.12,2.0836,0.8682,37.4157,27.63
6.22,2.1492,0.8683,38.6490,27.63
6.32,2.2149,0.8682,39.8814,27.59
6.43,2.2800,0.8679,41.1061,27.38
6.53,2.3442,0.8670,42.3138,26.96
6.63,2.4071,0.8643,43.4977,26.41
6.73,2.4686,0.8619,44.6555,25.65
6.83,2.5281,0.8624,45.7823,25.03
6.93,2.5858,0.8623,46.8788,24.34
7.03,2.6416,0.8639,47.9432,23.58
7.14,2.6958,0.8637,48.9783,22.89
7.24,2.7482,0.8633,49.9827,22.20
7.34,2.7991,0.8632,50.9563,21.51
7.44,2.8579,0.8634,52.0836,20.69
7.54,2.9051,0.8633,52.9895,20.00
7.65,2.9507,0.8629,53.8651,19.33
7.75,2.9951,0.8618,54.7155,18.83
7.85,3.0369,0.8602,55.5495,18.56
7.96,3.0622,0.8639,56.3779,18.44
8.06,3.0839,0.8663,57.2045,18.43
8.16,3.1119,0.8683,58.1961,18.48
8.26,3.1315,0.8693,59.0301,18.71
8.37,3.1492,0.8702,59.8812,19.14
8.47,3.1677,0.8708,60.7552,19.77
8.57,3.1810,0.8688,61.6554,20.46
8.67,3.1971,0.8715,62.5875,21.11
8.77,3.2131,0.8704,63.5486,21.78
8.88,3.2323,0.8705,64.5386,22.44
8.98,3.2510,0.8726,65.5598,23.11
9.08,3.2742,0.8712,66.8234,23.90
9.18,3.2941,0.8704,67.9089,24.58
9.29,3.3146,0.8738,69.0254,25.23
9.39,3.3356,0.8701,70.1712,25.90
