ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,LaneDeviation,SpeedMPH
987,Day,0,Practice,Expected,Red,Left,6.69,0.00,0.0000,0.8544,-0.0025,0.0000,3.35
987,Day,0,Practice,Expected,Red,Left,6.69,0.00,0.0000,0.8544,-0.0025,0.0000,3.35
987,Day,0,Practice,Expected,Red,Left,6.79,0.10,0.0000,0.8468,-0.0025,0.0000,0.19
987,Day,0,Practice,Expected,Red,Left,6.89,0.21,0.0000,0.8572,-0.0025,0.0000,0.22
987,Day,0,Practice,Expected,Red,Left,6.99,0.31,0.0000,0.8656,-0.0025,0.0000,0.14
987,Day,0,Practice,Expected,Red,Left,7.10,0.41,0.0000,0.8699,-0.0025,0.0000,0.05
987,Day,0,Practice,Expected,Red,Left,7.20,0.51,0.0000,0.8706,-0.0025,0.0000,0.01
987,Day,0,Practice,Expected,Red,Left,7.30,0.62,0.0000,0.8696,-0.0025,0.0000,0.03
987,Day,0,Practice,Expected,Red,Left,7.41,0.72,0.0000,0.8683,-0.0025,0.0000,0.02
987,Day,0,Practice,Expected,Red,Left,7.52,0.83,0.0000,0.8675,-0.0025,0.0000,0.01
987,Day,0,Practice,Expected,Red,Left,7.62,0.93,0.0000,0.8673,-0.0025,0.0000,0.00
987,Day,0,Practice,Expected,Red,Left,7.72,1.03,0.0000,0.8673,-0.0025,0.0000,0.00
987,Day,0,Practice,Expected,Red,Left,7.82,1.14,0.0000,0.8675,-0.0025,0.0000,0.00
987,Day,0,Practice,Expected,Red,Left,7.93,1.24,0.0000,0.8676,-0.0025,0.0000,0.00
987,Day,0,Practice,Expected,Red,Left,8.03,1.35,0.0000,0.8677,-0.0025,0.0000,0.00
987,Day,0,Practice,Expected,Red,Left,8.13,1.45,0.0000,0.8677,-0.0025,0.0000,0.00
987,Day,0,Practice,Expected,Red,Left,8.24,1.55,0.0000,0.8677,-0.0025,0.0000,0.00
987,Day,0,Practice,Expected,Red,Left,8.34,1.66,0.0000,0.8677,-0.0025,0.0000,0.00
987,Day,0,Practice,Expected,Red,Left,8.44,1.76,0.0000,0.8676,-0.0025,0.0000,0.00
