ParticipantID,Block,TrialIndex,TrialType,Expectancy,SignalColor,MergeSide,TimeAbsolute,TimeRelative,X,Y,Z,LaneDeviation,SpeedMPH,TrialEnded,TrialEndReason,TrialEndTimeAbs,TrialEndTimeRel,MergeCueTimeRel,DriverResponseTimeRel,ReactionTime,ResponseType,SurveyQuestion,SurveyResponse,SurveyRT
55,Day,0,Practice,Expected,Red,Left,8.42,0.00,0.0000,0.8477,-0.0025,0.0000,0.19,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
55,Day,0,Practice,Expected,Red,Left,8.42,0.00,0.0000,0.8477,-0.0025,0.0000,0.19,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
55,Day,0,Practice,Expected,Red,Left,8.52,0.11,0.0000,0.8585,-0.0025,0.0000,0.22,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
55,Day,0,Practice,Expected,Red,Left,8.64,0.22,0.0000,0.8671,-0.0025,0.0000,0.11,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
55,Day,0,Practice,Expected,Red,Left,8.75,0.34,0.0000,0.8704,-0.0025,0.0000,0.02,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
55,Day,0,Practice,Expected,Red,Left,8.85,0.44,0.0000,0.8703,-0.0025,0.0000,0.02,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
55,Day,0,Practice,Expected,Red,Left,8.95,0.54,0.0000,0.8692,-0.0025,0.0000,0.03,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
55,Day,0,Practice,Expected,Red,Left,9.07,0.65,0.0000,0.8679,-0.0025,0.0000,0.02,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
55,Day,0,Practice,Expected,Red,Left,9.18,0.77,0.0000,0.8674,-0.0025,0.0000,0.01,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
55,Day,0,Practice,Expected,Red,Left,9.30,0.88,0.0000,0.8673,-0.0025,0.0000,0.00,1,Manual_P,50.99,42.57,-1.000,-1.000,-1.000,None,What was the color of the REAR turn signal?,Amber,4.845
