Time,X,Y,Z,SpeedMPH
0.35,0.0011,0.8712,0.1144,2.10
0.46,0.0026,0.8677,0.2174,2.66
0.56,0.0072,0.8672,0.3593,3.44
0.66,0.0235,0.8698,0.5673,4.21
0.76,0.0496,0.8696,0.7703,4.85
0.87,0.0866,0.8695,1.0023,5.52
0.97,0.1329,0.8698,1.2619,6.16
1.07,0.1918,0.8697,1.5496,6.83
1.18,0.2627,0.8698,1.8642,7.48
1.28,0.3488,0.8698,2.2059,8.15
1.38,0.4640,0.8692,2.6529,8.93
1.48,0.5484,0.8694,3.0577,9.54
1.59,0.6165,0.8687,3.4920,10.14
1.69,0.6621,0.8674,3.9566,10.73
1.79,0.6862,0.8668,4.4477,11.29
1.89,0.6864,0.8681,4.9698,11.89
1.99,0.6593,0.8675,5.5186,12.52
2.09,0.6065,0.8681,6.0949,13.23
2.19,0.5265,0.8654,6.6965,13.88
2.30,0.4200,0.8681,7.3217,14.43
2.40,0.2813,0.8676,7.9694,15.06
2.50,0.0662,0.8673,8.7733,15.82
2.60,-0.1529,0.8676,9.4636,16.40
2.71,-0.4093,0.8666,10.1713,17.08
2.81,-0.6604,0.8641,10.9196,17.78
2.92,-0.9084,0.8736,11.6907,18.32
3.02,-1.1737,0.8668,12.6469,18.89
3.12,-1.3608,0.8680,13.4788,19.16
3.23,-1.5043,0.8698,14.3403,19.74
3.34,-1.6031,0.8713,15.2307,20.34
3.44,-1.6641,0.8701,16.3323,20.98
3.55,-1.7003,0.8677,17.2957,21.87
3.65,-1.7367,0.8752,18.2905,22.42
3.75,-1.7917,0.8680,19.3005,22.93
3.86,-1.8953,0.8703,20.3303,23.34
3.97,-2.0673,0.8712,21.5838,23.92
4.07,-2.2267,0.8683,22.6723,24.79
4.18,-2.3879,0.8731,23.7854,25.38
4.28,-2.5447,0.8693,25.1492,25.98
4.39,-2.6388,0.8672,26.3100,26.21
4.49,-2.6876,0.8666,27.4890,26.53
4.59,-2.6742,0.8698,28.6849,26.84
4.69,-2.6029,0.8712,29.8874,27.11
4.79,-2.4629,0.8770,31.0914,27.20
4.89,-2.2976,0.8637,32.3083,27.78
5.00,-2.0823,0.8724,33.5724,28.98
5.10,-1.8471,0.8711,34.8660,29.60
5.20,-1.5920,0.8743,36.4640,30.60
5.30,-1.4130,0.8698,37.8228,30.82
5.41,-1.2927,0.8768,39.2052,31.15
5.51,-1.2308,0.8790,40.5964,31.24
5.61,-1.2303,0.8796,41.9922,31.28
5.71,-1.2940,0.8790,43.3865,31.27
5.81,-1.4114,0.8710,44.7792,31.36
5.92,-1.5881,0.8700,46.1871,32.13
6.02,-1.8128,0.8687,47.6132,32.45
6.12,-2.1473,0.8683,49.3478,33.24
6.22,-2.4669,0.8685,50.8253,34.08
6.33,-2.7886,0.8709,52.3577,35.18
6.43,-3.0939,0.8805,53.9111,35.87
6.53,-3.3404,0.8850,55.5005,36.25
6.63,-3.5315,0.8957,57.1051,36.26
6.73,-3.6592,0.9069,58.7139,36.22
6.84,-3.7265,0.9163,60.3205,36.11
6.94,-3.7418,0.9199,61.9244,36.07
7.04,-3.6982,0.9117,63.8504,36.05
7.15,-3.6091,0.8938,65.4557,35.96
7.25,-3.4669,0.8663,67.0573,35.77
7.35,-3.2287,0.8710,68.6244,35.42
7.45,-2.9175,0.8856,70.1439,34.94
7.55,-2.5739,0.8872,71.6405,34.33
