Time,X,Y,Z,SpeedMPH
7.66,-2.2032,0.8736,73.1110,33.57
7.76,-1.8025,0.8617,74.5311,32.34
7.86,-1.3763,0.8707,75.8656,31.24
7.96,-0.9442,0.8642,77.1630,30.19
8.06,-0.4321,0.8668,78.6313,28.49
8.16,-0.0230,0.8700,79.7919,27.20
8.27,0.3664,0.8653,80.9101,25.79
8.37,0.7152,0.8692,81.9720,24.71
8.47,1.0268,0.8684,82.9998,23.52
8.58,1.2922,0.8660,83.9966,22.71
8.68,1.4897,0.8751,84.9669,21.94
8.78,1.6872,0.8624,86.1224,21.61
8.89,1.8425,0.8606,87.0494,20.81
8.99,2.0234,0.8809,87.9348,19.88
9.09,2.2159,0.8833,88.7767,18.98
9.20,2.4390,0.8735,89.5730,18.05
9.30,2.6953,0.8685,90.3119,17.02
9.40,3.0347,0.8674,91.1432,16.51
9.50,3.3129,0.8673,91.8146,16.30
9.61,3.5777,0.8681,92.4917,16.27
9.71,3.8256,0.8685,93.1734,16.23
9.81,4.0485,0.8716,93.8603,16.16
9.91,4.2388,0.8677,94.5547,16.08
10.02,4.3861,0.8668,95.2551,15.98
10.12,4.4919,0.8675,95.9595,15.93
10.22,4.5595,0.8677,96.6663,15.86
10.32,4.5900,0.8681,97.5132,15.77
10.43,4.5751,0.8672,98.2159,15.72
10.53,4.5212,0.8706,98.9139,15.63
10.63,4.4367,0.8709,99.6059,15.56
10.73,4.3116,0.8683,100.2870,15.51
10.83,4.1497,0.8671,100.9591,15.45
10.94,3.9515,0.8676,101.6192,15.39
11.04,3.7202,0.8671,102.2646,15.33
11.14,3.3973,0.8683,103.0171,15.25
11.24,3.0951,0.8701,103.6286,15.19
11.35,2.7669,0.8655,104.2197,15.14
11.45,2.4064,0.8668,104.7897,15.07
11.55,2.0191,0.8670,105.3402,15.04
11.65,1.6058,0.8666,105.8677,14.99
11.75,1.1667,0.8679,106.3705,14.94
11.85,0.7082,0.8702,106.8543,14.91
11.95,0.2180,0.8671,107.3132,15.11
12.06,-0.3042,0.8670,107.7571,15.49
12.16,-0.9869,0.8740,108.2716,16.15
12.26,-1.5951,0.8718,108.6827,16.65
12.36,-2.2413,0.8669,109.0728,17.21
12.47,-2.9319,0.8675,109.4447,17.72
12.57,-3.6612,0.8688,109.7872,18.25
12.67,-4.4264,0.8678,110.1039,18.75
12.77,-5.2271,0.8666,110.3876,19.18
12.87,-5.7123,0.9210,110.6357,5.74
12.97,-5.6285,1.0208,110.8402,4.97
13.08,-5.5553,1.0492,111.0405,4.58
13.18,-5.4937,1.0072,111.2369,4.72
13.28,-5.4339,0.8662,111.4585,5.05
13.38,-5.3694,0.8454,111.5908,2.61
13.49,-5.2927,0.8620,111.6643,2.53
13.59,-5.2008,0.8704,111.7350,2.62
13.69,-5.0919,0.8665,111.8055,3.12
13.79,-4.9531,0.8690,111.8914,3.78
13.89,-4.7910,0.8703,111.9893,4.44
13.99,-4.6079,0.8698,112.1044,5.11
14.10,-4.4030,0.8695,112.2415,5.78
14.20,-4.1770,0.8698,112.3993,6.43
14.30,-3.9309,0.8695,112.5804,7.10
14.40,-3.6104,0.8696,112.8282,7.89
14.51,-3.3234,0.8719,113.0619,8.54
14.61,-3.0222,0.8685,113.3205,9.20
14.71,-2.7050,0.8695,113.6089,9.84
14.81,-2.3755,0.8692,113.9247,10.48
14.91,-2.0360,0.8686,114.2723,11.14
15.01,-1.6884,0.8700,114.6519,11.77
15.12,-1.3365,0.8683,115.0655,12.43
15.22,-0.9831,0.8666,115.5151,13.11
15.32,-0.5601,0.8677,116.1026,13.88
15.42,-0.2106,0.8686,116.6297,14.48
15.52,0.1282,0.8671,117.1972,15.04
15.62,0.4536,0.8686,117.8061,15.72
15.72,0.7620,0.8669,118.4544,16.34
15.83,1.0548,0.8664,119.1369,16.82
15.93,1.3193,0.8680,119.8611,17.53
16.03,1.5574,0.8676,120.6196,17.94
16.14,1.7574,0.8694,121.4056,18.28
16.24,1.9488,0.8703,122.3677,18.32
16.35,2.0602,0.8675,123.1753,18.22
16.45,2.1301,0.8675,123.9849,18.17
16.55,2.1657,0.8659,124.7950,18.16
16.65,2.1799,0.8678,125.6060,18.17
16.75,2.1897,0.8664,126.4174,18.17
16.86,2.1944,0.8666,127.2294,18.16
16.96,2.1946,0.8673,128.0414,18.16
17.06,2.1918,0.8679,128.8533,18.15
17.16,2.1859,0.8683,129.8270,18.15
17.27,2.1797,0.8683,130.6382,18.14
17.37,2.1730,0.8683,131.4492,18.14
17.47,2.1662,0.8682,132.2600,18.14
17.58,2.1594,0.8681,133.0706,18.13
17.68,2.1529,0.8681,133.8811,18.13
17.78,2.1467,0.8681,134.6914,18.12
17.88,2.1396,0.8681,135.6635,18.12
17.98,2.1339,0.8681,136.4733,18.12
